cm-1,CB-5e-3_0,AuNP_0,CB-5e-3_1,AuNP_1,CB-5e-3_2,AuNP_2,CB-5e-3_3,AuNP_3,CB-5e-3_4,AuNP_4
937.2503,0.02735503234747422,0.029450813864008118,0.12531999938917043,0.06732035649324342,0.1054552839183775,0.06749639510045094,0.09799848680057864,0.03563235883712453,0.033161595763417324,0.09087026142757884
938.2145,0.03098379193947399,0.032759429013301325,0.12859820519988768,0.07043542201655734,0.1088355185723095,0.07062486672206918,0.10134403538697957,0.03885325862316956,0.036708252087728134,0.09393740506206515
939.1788,0.034807839810890674,0.036377140613407494,0.13204323074003407,0.07385202502497386,0.11238448955187788,0.07405659247403146,0.10487006511727731,0.04237854941542234,0.040445511619271075,0.09728757161870592
940.143,0.03886141777071711,0.04029522193117774,0.13567610250664242,0.07757263098673241,0.11613790977260036,0.07778699203174944,0.10859801929569722,0.04621233251357459,0.04440376255683129,0.10092541746175732
941.1073,0.04317732666588453,0.04451104755113077,0.13952705724502107,0.08160156340410779,0.12013019611677014,0.08181800745284856,0.11255559552353042,0.050367620223011715,0.0486179061980235,0.10485892492994413
942.0715,0.04779007374576561,0.04903526704592294,0.14363286455099974,0.08594779086446351,0.12439306539746295,0.08615938566805283,0.11677792508086607,0.05486193627877995,0.05313017762606039,0.1091024482288679
943.0358,0.05273871666624375,0.0538890316501355,0.14803657698047223,0.09062092512079079,0.1289557863649971,0.0908239882288062,0.1213041062590752,0.05970859126260596,0.05798435389958804,0.11367209207700853
944.0001,0.05806072044092355,0.05909301188847292,0.15277757012974935,0.09562689758943362,0.13384827578630332,0.09582284455671743,0.12616962772665063,0.06491094078332837,0.06321469696055351,0.11858067022863476
944.9643,0.06377807870127332,0.06465382676616263,0.15788115433227107,0.1009600269740143,0.13909645432587017,0.10115635772035027,0.1314010077031512,0.07046022297342404,0.06883828136619519,0.12382940804276134
945.9285,0.06989473513293569,0.07056356305907793,0.16335582586357864,0.1066109159100842,0.14472123851990307,0.1068194343987625,0.13701407849486325,0.07634450677924445,0.0748542797150609,0.12941224874482957
946.8928,0.07640246108413717,0.07680842809152164,0.16919794346272587,0.11257374017557062,0.1507318086037418,0.11280331701134123,0.14301530883189473,0.08255271869162215,0.08125107077766475,0.13531879428834265
947.8571,0.08329735078928939,0.08338446525143048,0.17540768562289635,0.11885643214654802,0.15712989262168559,0.1191050008651565,0.14940963067421753,0.08908429944241726,0.08802199773323321,0.14154501849368065
948.8213,0.09059191786629678,0.0902974060796438,0.18199408409918222,0.12547539254652182,0.1639135825248206,0.12572529209733588,0.15620204745948424,0.0959443942985157,0.09517100954324213,0.14809302197629742
949.7855,0.09831573995747878,0.09756074743039617,0.18897716582678784,0.13244723648754003,0.17108809844696754,0.1326697970251755,0.16340349527284972,0.10314258538737908,0.10271597055722488,0.15496984179796355
950.7498,0.10649831886504622,0.10518391861281035,0.1963780287000193,0.13977528699201222,0.17866618471483336,0.13994298604547353,0.17102469576642676,0.11068569578031245,0.11067715211075728,0.16217978422035947
951.7141,0.11515781829498772,0.11317095019431528,0.20420948852946194,0.14745075412969363,0.1866656977861768,0.1475518212516043,0.17907558433783968,0.11858148066218752,0.11906933460250584,0.16972491484868163
952.6783,0.12429207680421069,0.12152091773284009,0.2124737943292296,0.15545898801684305,0.19509833796094067,0.15550557322053446,0.1875579479291073,0.12683504801534742,0.12789447370863002,0.17760264292387004
953.6425,0.133889073735516,0.13023197234424308,0.2211628425087851,0.16379219920308102,0.20396176517913642,0.16381684700553117,0.196465925370408,0.135452624358415,0.13714358084062783,0.18580971249197126
954.6068,0.14394058043713023,0.1393080706405876,0.23026499531255507,0.17245756970458312,0.2132431991131343,0.172499566793343,0.20579265480438969,0.14444107004723827,0.14680469628660103,0.1943480491171514
955.571,0.15444644522883627,0.1487585309979478,0.23976993583452524,0.181477395929775,0.22292697936147232,0.1815640291536444,0.21553434791397258,0.15380758099854888,0.15687157692650228,0.2032284359587404
956.5353,0.16540754027188212,0.15859999337359926,0.24966977467597878,0.19087926253779866,0.2330025936546635,0.1910138983461061,0.22569082600495474,0.16355924127545068,0.1673416277285045,0.21247173913024692
957.4995,0.17682033900122193,0.16885497717638812,0.2599641191519116,0.20069036114213468,0.24347047400378263,0.20085349819713946,0.23626158873357098,0.17370805650067744,0.17822049006614454,0.22210624691978337
958.4637,0.18867604396426835,0.17954929282893275,0.2706579670714656,0.21092948647168033,0.25434030465709007,0.21109448105249723,0.24724781548155358,0.1842705437266239,0.18951715252792456,0.23216231322065858
959.428,0.20097124235613842,0.19070668000361296,0.28176724002662157,0.22161025219888789,0.2656325341387934,0.22176136080937606,0.2586595846018886,0.19527347325491387,0.2012493290267503,0.24266763114660628
960.3923,0.21372337740178976,0.20234799411354734,0.2933176410358233,0.23274609333909066,0.2773796352813494,0.23288590659912065,0.27052202049935997,0.20674861151588653,0.21344973952913548,0.2536462527445736
961.3565,0.22697302355927595,0.21448998604905983,0.30534593969490065,0.24435744826667888,0.28962966931683065,0.2445017929681044,0.28287836717082226,0.2187367105146601,0.22616840421377368,0.26512068961017465
962.3207,0.2407816113164912,0.22715336331253774,0.31789722338204074,0.25647611794879804,0.30243771765727545,0.25663701486021107,0.295781875488435,0.23127401082669197,0.2394632411823099,0.2771096022106917
963.285,0.2552223263781491,0.24036585916610692,0.33102468306596816,0.2691393345290051,0.31585922172395114,0.26931681902457166,0.3092875832663768,0.24439220431323594,0.25339141635325113,0.28963242123907307
964.2493,0.27036873364950575,0.25416186285480336,0.3447854365654474,0.2823849733164848,0.3299359425874228,0.28256751484562154,0.32344409532755836,0.25811515308158917,0.26799580416547747,0.30270735202925264
965.2135,0.28628112601682754,0.2685802009456032,0.3592330318355702,0.29624626453533287,0.34469668098601114,0.2964169506968576,0.33829537044564173,0.2724588894850917,0.2833064919445188,0.3163571512486474
966.1777,0.30299894033654057,0.2836567417908558,0.37440887929494093,0.31074643361099263,0.36016087741808256,0.3108937078037111,0.3538796491798288,0.2874379544953778,0.2993467973676609,0.33061087741103634
967.142,0.3205430326384855,0.2994210675368288,0.3903401099074726,0.32590584745500695,0.37635301251120984,0.326025268113712,0.3702323129820914,0.3030724817654792,0.3161422946616041,0.3455014401585305
968.1063,0.3389213661340559,0.31589869278467786,0.4070424310733256,0.34174665955010625,0.3933026070221714,0.34183325075891713,0.3873823103131338,0.31938931616610533,0.33371742977834146,0.3610641998512703
969.0705,0.3581510048476669,0.3331169810197005,0.42453190717902733,0.3582945965213972,0.41104746192001335,0.35834330555702126,0.40535608791483396,0.3364253693944809,0.3520985291277119,0.37733486695197194
970.0348,0.3782600096194677,0.35110736327230596,0.44282852946114554,0.37558181665026297,0.4296242981460946,0.3755832808815213,0.4241736595378022,0.354221654447523,0.3713111669364155,0.39435230284653244
970.999,0.3992972973194482,0.3699127336545823,0.4619658546382043,0.39364941107402623,0.4490748767709801,0.39359641499653125,0.4438643310311464,0.37283223391207626,0.3913978415517636,0.4121669223058452
971.9633,0.4213258152376729,0.38958855869078096,0.4819920758697861,0.4125534781279889,0.46944887906827315,0.4124358396672756,0.46447170378012503,0.3923223557377811,0.41242248854050706,0.4308378926651949
972.9275,0.4444191282793977,0.4102065750856008,0.5029693087837975,0.43236512334543153,0.490806066569989,0.4321660458639579,0.48605689120178014,0.4127733002276182,0.43447236114668286,0.4504324336191061
973.8918,0.4686534557536768,0.4318518315095612,0.5249735914764688,0.45317045945761314,0.5132184411219297,0.4528625173357939,0.5086917283652669,0.43426858475712693,0.4576414822625719,0.47101916527240595
974.856,0.49410805057390456,0.454622318822173,0.5480898867032123,0.4750631027947827,0.5367652047544768,0.4746139291668137,0.5324548407194115,0.45689620084696514,0.4820216182310405,0.492672309371132
975.8203,0.5208583736480497,0.47862157453537296,0.5724031572194401,0.49813631237295125,0.5615266395256996,0.4975199492200593,0.5574237815478292,0.48073854733639304,0.5076894917321899,0.5154702888922295
976.7845,0.548979127482996,0.5039486988391572,0.5979887271486479,0.5224779874945661,0.5875751072906287,0.5216839096182433,0.5836725302500974,0.505878395910097,0.5347131753400315,0.5394992290693083
977.7488,0.5785446353850847,0.5306894799577015,0.6249058562278043,0.5481720970054609,0.6149696495628216,0.5472062110763419,0.6112672036809107,0.5323977725619107,0.5631539719803329,0.5648438547256751
978.713,0.6096212574492634,0.5589156545957047,0.6531948839164112,0.5752936768955298,0.6437538274589883,0.5741718644187145,0.640264269208063,0.5603783304402413,0.593070928029446,0.5915811884279728
979.6772,0.6422662529574581,0.588684168384732,0.6828829411783821,0.6039102595556772,0.6739578817543657,0.6026468263194329,0.6707069708284086,0.5898965028575245,0.6245178245817562,0.619775298947545
980.6415,0.6765319515845415,0.6200530762868333,0.7139989439094664,0.6340850896059569,0.7056167333441673,0.6326834956917878,0.7026349786547643,0.6210257403627838,0.6575499470979242,0.6494885045428574
981.6058,0.7124714414064719,0.6530889381311105,0.7465807326645958,0.6658799824094719,0.7387811435296836,0.6643295079114976,0.7360879627999473,0.6538331551327924,0.6922270941374411,0.6807880249084345
982.57,0.7501453945100581,0.6878705163820009,0.7806832833443309,0.6993610411001763,0.7735184340367394,0.6976372618918528,0.7711216758549432,0.6883851136534698,0.7286150817249033,0.7137554339444022
983.5342,0.7896175165864501,0.7244795317185688,0.8163729954129857,0.7346000858398261,0.809905646840342,0.7326686836212878,0.8078018772860435,0.7247453724927508,0.7667834868005988,0.7484768568843706
984.4985,0.8309454461181162,0.762993267497938,0.8537219801167503,0.7716689367901767,0.8480183838785839,0.7694959590153143,0.8462011169392103,0.7629780610639956,0.8068030145795232,0.7850303666027089
985.4628,0.8741758247717912,0.803480871987009,0.8928027056881824,0.8106351263421329,0.8879203667849994,0.8081938389712142,0.8863865838343501,0.8031446988625798,0.8487413615441187,0.8234803819733367
986.427,0.9193571902169222,0.8460107538990255,0.9336894252916756,0.8515615418015103,0.9296655969439395,0.8488400057940053,0.9284201061653123,0.8453097881472906,0.8926662241768274,0.8638804686903282
987.3912,0.9665551441473715,0.8906583477069696,0.9764513942824823,0.8945142863022636,0.9733012355644046,0.8915092103809692,0.972359223465102,0.8895430510128862,0.9386475555095067,0.9062883936786654
988.3555,1.0158519730808744,0.9375057438667337,1.021148943356672,0.9395694677769993,1.018874083846166,0.9362780357592229,1.0182639769855502,0.935923157844362,0.9867556846655828,0.9507727770431758
989.3198,1.0673390643481866,0.9866394701561505,1.0678241969055842,0.9868160574708776,1.066434543081285,0.983224164233784,1.0661904767060462,0.9845381001623754,1.0370575559443593,0.9974183436071661
990.284,1.1210949124616179,1.0381371797091723,1.1165064278113352,1.0363494582853352,1.1160326545525934,1.0324234459798356,1.1161883996147124,1.0354866820049533,1.0896084548064982,1.046312969117124
991.2482,1.1771752599009238,1.0920676510158707,1.1672245519696747,1.0882593560940068,1.1677141394321755,1.083944769079186,1.1682967010475582,1.0888703173281082,1.1444542644234321,1.0975375272680248
992.2125,1.2356108219100517,1.148486350600498,1.2200142680173305,1.14261292597356,1.221509958513726,1.1378463952605986,1.2225386112508279,1.1447769976524982,1.2016314656773663,1.1511553866260604
993.1768,1.2964038736922567,1.2074309956995448,1.2749034208909504,1.1994466139762288,1.277423711889535,1.1941693642323854,1.2789223501578073,1.2032578028015553,1.261169393710692,1.2072005071410692
994.141,1.3595195287976238,1.2689093516264067,1.3318830859313526,1.258755417702687,1.33542371874745,1.2529224702177553,1.3374239727454456,1.2643071400938821,1.3230789551789146,1.2656669370692648
995.1052,1.42485502387912,1.3328737171702272,1.390868657369492,1.3204789510467816,1.3954185367433027,1.3140445200802084,1.3979637813997046,1.3278414921539392,1.3873210365588444,1.326491657947031
996.0695,1.4922093826491898,1.3991865353508621,1.4516680765397725,1.3844714297995762,1.4572339214102523,1.3773665914489275,1.4603691575215703,1.3936763004956008,1.4537617492518737,1.3895248258719894
997.0338,1.561254217437979,1.4675878530579853,1.5139725502344987,1.4504798754808559,1.5205818653650924,1.4425882150309182,1.5243488295619814,1.4615144073139335,1.522126546412542,1.4545122663742194
997.998,1.6315208363748872,1.5376683273426202,1.577350481935631,1.5181226764848748,1.5850458379298598,1.5092729774994043,1.5894814365929097,1.5309330058952682,1.5919817944616486,1.5210706171333856
998.9622,1.7023911425755462,1.6088474085842654,1.6412456868829495,1.5868727943111867,1.6500681848088197,1.5768507200496307,1.6552076657624766,1.6013690996455656,1.6627253707970266,1.5886666719267748
999.9265,1.7731146981662356,1.680374449821383,1.7049781060467892,1.65605419042227,1.7149573282730464,1.644628164751908,1.720835255732607,1.6721269589989463,1.7336047161888581,1.6566152800138423
1000.891,1.842816687495276,1.7513353627343056,1.7677413072234682,1.7248278909882628,1.7789003674834378,1.7117738910869638,1.7855443575050842,1.7423605976826453,1.8037258609773361,1.7240695432640936
1001.855,1.9105130851547323,1.8206785020232217,1.8286156935308773,1.7921902003157733,1.8409785588875645,1.7773198016498077,1.8483911083055884,1.8110711627990257,1.8720662121860108,1.790038671388443
1002.819,1.9751182399912635,1.8872542315288092,1.8866042020452078,1.8570005713584123,1.9001971969856737,1.8401867719674305,1.9083376522096123,1.877112900352404,1.93750238429791,1.8534117889143564
1003.784,2.0354661103365066,1.949840438833391,1.9406712153149857,1.9180323443385316,1.9555108149767253,1.8992366829861242,1.9642946693625072,1.9392263384920083,1.9988463040461693,1.9130009978026579
1004.748,2.090358801676524,2.007186908480334,1.98979503835706,1.9740484973655934,2.005865305838181,1.9533281178184774,2.015181059842911,1.9961203135058123,2.0548925979517474,1.967591442115846
1005.712,2.138641648359229,2.058067830283677,2.033012521952514,2.0238741812264,2.050253003738046,2.0013639971190935,2.059994706566692,2.0465640626408876,2.104474629967221,2.0160092279177704
1006.676,2.179303701738165,2.1013553849169706,2.0694701116971848,2.0664488872637827,2.0877720855576523,2.0423348173487055,2.097862867051877,2.089479316923749,2.1465235478531386,2.0571903934810343
1007.641,2.2115372646576854,2.13609924593137,2.0984695422566753,2.1008614641718855,2.117676972183723,2.0753604233344194,2.12807219404457,2.1239924995200687,2.180136355752034,2.0902488291866708
1008.605,2.234790979528912,2.161613847087125,2.1195171014850405,2.126410861416556,2.1394341299388677,2.099786744725023,2.15010125786369,2.1494723831227556,2.2046507564106803,2.114538595782608
1009.569,2.2488069899829055,2.177564170577755,2.1323871739981604,2.1427001028798314,2.1527760719659326,2.115294990929168,2.163674154661538,2.1655919822927543,2.2197530894604265,2.12973584838637
1010.533,2.2536725121444556,2.184028978867698,2.13716686446965,2.1497409799315523,2.157759319713872,2.1219694399192797,2.1688237641712593,2.1723919371815557,2.225538129976693,2.1358987040255157
1011.497,2.249857375485789,2.1815204128642107,2.13427991571747,2.148006576622288,2.1548018438975647,2.1203014689171944,2.165933921538488,2.1703390502631583,2.222534286614099,2.133495599946263
1012.462,2.238202267609755,2.1709403582516242,2.124463861576417,2.1383851761466888,2.144665424045594,2.1111122385151067,2.1557326269416746,2.1603042884539025,2.21164079431442,2.123372734073954
1013.426,2.2198470653472806,2.1534806057476925,2.108699343597404,2.1220580593742286,2.1283753664421767,2.0954548569423657,2.139228073067816,2.143463979074448,2.194020528209388,2.1066710907026285
1014.39,2.196094322562049,2.130485663900276,2.088107298973686,2.1003362122426275,2.107103861136965,2.0745202085919368,2.1176007138145176,2.121139486316367,2.1709653628389436,2.0846927013111247
1015.354,2.168276549960606,2.103334800279098,2.063844720521612,2.0745227597763773,2.0820425386779777,2.049557806011515,2.092092473884832,2.0946626140431763,2.1437818403142237,2.0587704064049372
1016.319,2.1376526933442404,2.073335915526012,2.0370121972115007,2.0458339996402364,2.0543189479704704,2.021798840450444,2.0639013192081497,2.065283512969984,2.113711062813339,2.0301558226920107
1017.283,2.1053485991238046,2.0416612021868703,2.0085971533352445,2.015360812201569,2.024954075187913,1.9923839959442007,2.034107634929025,2.0341404801839436,2.0818779202195388,1.9999549242088197
1018.247,2.072327057476851,2.0092953759555527,1.9794399348014164,1.9840561545320283,1.9948407432182458,1.962291263398885,2.0036123972133275,2.002229758664706,2.0492463352244874,1.9690881306267447
1019.211,2.039366187916706,1.977020514824008,1.9502266694079258,1.9527246982946682,1.964725971211663,1.9322938016050062,1.9731160873324183,1.9703764553411522,2.016614374137868,1.9382976594061607
1020.176,2.0070564056881315,1.9454260430566168,1.9214942646511592,1.9220142542022403,1.9351929741191576,1.9029493108844393,1.9431437088514159,1.939211051829521,1.984608605513839,1.9081520771299223
1021.14,1.975812176984143,1.914933136460863,1.8936507559489155,1.8924093403609175,1.9066611626925263,1.8746315457235923,1.9140826707999914,1.9091731328876744,1.9537021525463605,1.8790669555553237
1022.104,1.9459118350029765,1.8858280023018856,1.8669845882859561,1.8642279664421553,1.8793958637335475,1.847566590944145,1.886222815173591,1.8805434511217791,1.924217325710171,1.851320976332582
1023.068,1.9175434632137403,1.858296638324341,1.8416874633415092,1.8376495041932237,1.8535641215244818,1.8218973526732525,1.859774286353623,1.8534946339643124,1.896344051247678,1.8250895408520968
1024.033,1.8908416778090424,1.832448868246248,1.8178646920939219,1.8127532773748687,1.8292631385571612,1.7977202009402544,1.8348711049914963,1.8281329423618313,1.8701624366631047,1.8004706778350499
1024.997,1.8658959701169262,1.8083375701540603,1.7955591129072677,1.7895596528986322,1.80654583618825,1.775103290975024,1.811572240173831,1.8045061005289296,1.8456961757253068,1.7775130515394564
1025.961,1.842747293795988,1.7859760560135967,1.7747685838633427,1.7680618417939995,1.7854248147407636,1.7540894946157084,1.7898837675034904,1.7826215653741382,1.8229490293499748,1.756232066478645
1026.925,1.821389581637547,1.7653473160907551,1.7554670449573362,1.7482348320643408,1.765879553688649,1.734690537493254,1.7697867453950757,1.7624446622727903,1.8019251345443699,1.7366151189598922
1027.89,1.8017727791699854,1.7464099353807598,1.7376184405661523,1.730033959429956,1.7478621718044474,1.7168789376601308,1.751250795834267,1.7439149902657913,1.7826135846529867,1.7186226473921498
1028.854,1.7838195294826211,1.7291036402605913,1.7211842161621254,1.7134016962985938,1.731321907786869,1.7006015633511136,1.7342391078154782,1.7269605901858225,1.764972633511652,1.7021895326963472
1029.818,1.7674388244452413,1.7133552149182372,1.706127959135793,1.6982740834217251,1.716209800380768,1.6857862286506908,1.718697715689742,1.711507265793008,1.7489296954475264,1.6872314001517528
1030.782,1.7525407935292598,1.6990851573356034,1.6924132568776926,1.6845939505213356,1.7024786883771446,1.6723559841057787,1.704553712222692,1.697489023446854,1.7344046629563854,1.67365547257582
1031.747,1.73905187182942,1.6862180330397074,1.6800019118465255,1.672306271204836,1.69008105055777,1.6602423080605353,1.6917320458495393,1.6848480721062506,1.7213317200136322,1.6613791257606954
1032.711,1.7269185920692216,1.6746887613087613,1.6688464448554439,1.6613510166803114,1.6789693657044145,1.6493840073784611,1.6801691014344153,1.6735366875566038,1.7096664878141106,1.650349494217456
1033.675,1.7161007589911539,1.6644444640563119,1.6588843832901738,1.6516581533571941,1.6690935925342458,1.6397180567932206,1.6698191332616397,1.6635134839555703,1.6993608266369726,1.6405399701503527
1034.639,1.70655286853011,1.6554378098483304,1.6500375471362811,1.6431487147889765,1.6603993696536843,1.6311752017970378,1.6606446155488177,1.6547322284702621,1.6903496726407594,1.631930947815149
1035.604,1.6982024933824609,1.6476148112678792,1.642219545692885,1.6357480223000023,1.6528186553184467,1.6236781265108622,1.652596228696231,1.6471287916873183,1.682540883391036,1.6244800648001916
1036.568,1.6909616590223338,1.6409133458077958,1.6353546978501219,1.6293903300705546,1.6462697274335483,1.6171594085567538,1.6456085706259924,1.6406222661491852,1.6758374272629686,1.6181141496671698
1037.532,1.6847420117233127,1.6352635256475236,1.6293937394893079,1.624015966622956,1.640663303710195,1.6115728782628616,1.6396040880544869,1.6351194404992335,1.6701539314703655,1.6127397250283853
1038.496,1.6794836377996742,1.630591765198222,1.6243113245783656,1.6195688336219047,1.6359205421272334,1.6068947179413269,1.6345113033009628,1.6305435085796007,1.6654215712560771,1.6082727662656824
1039.461,1.6751512716009598,1.6268248486478791,1.620097457499012,1.6159924754178614,1.6319863612726255,1.6031051405899277,1.630272319444012,1.6268322052040591,1.6615858133425807,1.6046450033768098
1040.425,1.6717176106881058,1.6238962161673924,1.6167353598919842,1.613231150989762,1.6288301603619058,1.6001748321312987,1.626839961214339,1.623942653148559,1.6585932527270602,1.6018039209754198
1041.389,1.6691367717954622,1.621737828820347,1.6141861202432495,1.6112316205162056,1.6264231386567531,1.598046996540545,1.624165623789032,1.6218271281985062,1.6563848430331636,1.5996931525468332
1042.354,1.6673397404242845,1.6202779499020437,1.6123783412793518,1.6099359990907025,1.6247210150219997,1.5966399208270106,1.6221935545771062,1.6204274664673648,1.6548962726025704,1.5982444280887986
1043.318,1.6662305788373049,1.6194352285102471,1.611205284076475,1.609265320266745,1.6236424273718895,1.595845509330411,1.6208508463441946,1.6196649975701392,1.6540440491069355,1.5973793246243706
1044.282,1.6657023524815229,1.619121657759811,1.6105462872424792,1.6091238238286594,1.6230811729838648,1.5955545671125604,1.6200567293110486,1.619452475677025,1.6537270039141638,1.5970218698946332
1045.246,1.6656386467903734,1.6192414654521947,1.6102839022625295,1.609405030133643,1.622928889079994,1.5956721898479886,1.6197168529390766,1.6196944523588341,1.6538187702570302,1.5970950413329437
1046.21,1.6659162215875252,1.619694072290088,1.6103220998038281,1.6100092485094084,1.6230898132053608,1.5961309551587555,1.6197250728723631,1.6202906321958332,1.654185835628495,1.597517265039176
1047.175,1.6664125950977322,1.620375940761555,1.610581985879207,1.6108485796535088,1.6234847433295836,1.5968737005939988,1.6199673822101097,1.621136245623172,1.6547003288950568,1.598193313112754
1048.139,1.6670128695566002,1.6211920382217109,1.6109850234878642,1.6118344096350208,1.6240402375699443,1.5978333702017455,1.6203365644311896,1.6221291329939844,1.655261081424621,1.599017454575831
1049.103,1.6676214864274042,1.6220691488585435,1.6114523186426315,1.6128824122938739,1.6246814140068087,1.5989157925084592,1.620743272434664,1.623179811405907,1.6558022771925907,1.5998920108098018
1050.068,1.6681720856151971,1.6229588319075399,1.6119164009200935,1.6139132638693225,1.6253297906282536,1.6000198339472298,1.621124605861472,1.6242275070544172,1.656294204965005,1.60074906191499
1051.032,1.6686312974722337,1.6238329843297457,1.6123433566153584,1.6148744391684406,1.6259212857915148,1.6010626822495002,1.6214501866972937,1.6252438836871004,1.65673423210088,1.6015588491724657
1051.996,1.6690021556028547,1.624676445275199,1.6127360416193646,1.6157555760783389,1.6264177385183178,1.6020106262263005,1.621723588826167,1.626229686994809,1.6571306326147368,1.6023287247363174
1052.96,1.6693131000477512,1.6254799703231908,1.6131130192232106,1.616574182996659,1.6268043884302734,1.6028709943969723,1.6219741180972,1.6271931195769267,1.6574879196054044,1.6030793446585083
1053.924,1.6695846076362222,1.6262328359457,1.6134725044950597,1.6173427659217159,1.627078355453549,1.6036628409118026,1.6222271490870592,1.6281304529791882,1.6577906733185495,1.6038205118111568
1054.889,1.6698094735579585,1.6269158137476518,1.6137787987981849,1.6180463176555315,1.627238559560458,1.6043912957343303,1.6224791079117074,1.6290111138766192,1.6580027889635356,1.6045378719886612
1055.853,1.6699372641408003,1.6274893376084139,1.6139665736273732,1.6186323130051798,1.6272731204464428,1.6050274112131573,1.6226799601946182,1.629775819846404,1.658077255094222,1.6051806603175522
1056.817,1.669879246457789,1.6278883268061972,1.6139544360908855,1.6190225001526288,1.6271456771793738,1.6055059635261457,1.6227321389015665,1.6303388164404433,1.6579572818836714,1.605665552384826
1057.781,1.669530002758094,1.6280269931168263,1.6136613502833501,1.6191286224811932,1.6267899880611132,1.6057360790334634,1.622520564966543,1.6306009267752841,1.6575759250325797,1.6058812155714257
1058.746,1.6687856320930543,1.6278147412173567,1.613004495367558,1.6188663538308017,1.6261164107936377,1.6056199220019032,1.6219376644800167,1.6304659567308855,1.6568485639378938,1.6057128162325385
1059.71,1.6675596767389675,1.627171699312866,1.6119031924245042,1.6181613728400357,1.6250313429774053,1.6050651530877649,1.6209005233323168,1.6298500160862808,1.6556815517989016,1.6050619755444073
1060.674,1.6657899478068536,1.6260305680205955,1.6102928269217116,1.6169565092308804,1.623462422757385,1.603998853523602,1.6193583923701094,1.6286912125006685,1.6539895158294124,1.6038730271975041
1061.638,1.6634438340500532,1.6243406879150624,1.6081309174814735,1.6152117438087261,1.62136860908147,1.6023682579701575,1.6172794640254602,1.6269518885859706,1.651708896554244,1.6021309167810758
1062.603,1.6605092010512041,1.6220628626524616,1.605401042730896,1.6129045657766043,1.61872830139592,1.6001407545163617,1.6146458688781817,1.624614520607141,1.6488028369996224,1.599840895833757
1063.567,1.6569758103956573,1.6191723171852943,1.6021003467790402,1.6100199679365363,1.6155206191654516,1.597299853993697,1.6114404522848937,1.6216750072644879,1.6452540369533675,1.597008916099334
1064.531,1.6528186348476044,1.6156479742343453,1.5982274016804372,1.6065436577190184,1.6117200017348061,1.5938459228281303,1.607643915271793,1.6181303657945987,1.6410553506756662,1.5936230740902346
1065.495,1.6480008919544171,1.6114754125033084,1.5937811364759853,1.6024584840406462,1.6073023284856396,1.5897943509102788,1.6032437492447482,1.6139753763615028,1.6362135478147628,1.5896581624210122
1066.46,1.642480869656414,1.6066442782409904,1.5887586952747457,1.597744437304115,1.6022542790764787,1.5851572302970556,1.5982328064356843,1.609197735066125,1.6307323892863483,1.5850812714495555
1067.424,1.6362418831297225,1.601149764348623,1.58315472328121,1.5923857956829701,1.5965751334888654,1.5799407902299003,1.5926125163982165,1.6037847651639636,1.624611875090423,1.5798671937904183
1068.388,1.629287345179226,1.594988912611579,1.5769545840543193,1.5863675519792335,1.5902587715659067,1.5741351372077026,1.5863778756946918,1.5977245356013703,1.6178286875497012,1.573998074212242
1069.352,1.621623702214148,1.5881543274932919,1.5701282907392224,1.5796743416806884,1.583281792707717,1.5677157206906691,1.57950601146727,1.5910051153246962,1.6103388239505951,1.5674644599454843
1070.317,1.6132346486111582,1.580623082830404,1.5626340759309474,1.5722850832473172,1.5756006357975858,1.5606389359887185,1.5719526075538857,1.5835992866178061,1.6020824857336142,1.560254797605149
1071.281,1.6040708882997243,1.5723593102705662,1.5544305292108906,1.5641679757119737,1.5671670595988265,1.5528446892432521,1.5636651278591862,1.5754649179475035,1.5930081483537883,1.5523484311392723
1072.245,1.5940656819843562,1.5633223343626605,1.5454865927650985,1.555285143765474,1.557942543123935,1.5442615273906921,1.5545938953950498,1.5665457096543842,1.5830823396614655,1.5437100001877144
1073.209,1.583165941589096,1.5534655632263157,1.5357783485069632,1.545589421928456,1.5479054858191708,1.534829722998407,1.5446967383298331,1.5567861077698977,1.5722911442685883,1.534292240902762
1074.174,1.5713436062737947,1.5427438840884737,1.5252808073907755,1.53503328740732,1.537038247232312,1.5245140991735577,1.5339350587159304,1.5461413708428617,1.5606251598859284,1.5240471892315517
1075.138,1.5585873000221753,1.5311103352919344,1.513960055711644,1.5235756490647432,1.5253159867265578,1.5133135566382436,1.52227347510137,1.5345816712391551,1.548072351583274,1.5129317825572783
1076.102,1.5448792004087377,1.5185138876343869,1.5017739690782297,1.5111800608484913,1.5127023433697777,1.5012346910598717,1.5096808946950249,1.5220734528703916,1.5346033842182332,1.5009078596991965
1077.066,1.530181387379226,1.5049079492354593,1.4886786381673573,1.4978115059632806,1.4991544760637199,1.4882676089373312,1.49613587419267,1.5085738385125216,1.5201757594434953,1.48793165783535
1078.031,1.514443806462023,1.4902596099574295,1.4746415772196046,1.4834346102995897,1.4846342238301096,1.474373469118113,1.4816266197769812,1.4940324940329655,1.5047402092635045,1.473959064041207
1078.995,1.4976239871963621,1.474548532074738,1.4596420810256694,1.468009354662808,1.4691127859306257,1.459496574855223,1.4661438393494608,1.478406542207674,1.4882482178658447,1.4589505167257193
1079.959,1.4797029695551154,1.457765101389848,1.44367122492637,1.45151287094173,1.452577922051482,1.4435870922171408,1.4496735947623625,1.4616758493836148,1.4706640565514482,1.4428839594266207
