cm-1,CB-5e-3_0,AuNP_0,CB-5e-3_1,AuNP_1,CB-5e-3_2,AuNP_2,CB-5e-3_3,AuNP_3,CB-5e-3_4,AuNP_4
474.4106,-0.21976536532638513,-0.18143184135449944,-0.0791050416650723,-0.13089996693004946,-0.11072676601186389,-0.12888306857371418,-0.11142761182023582,-0.17255865177026733,-0.19622681386346597,-0.1003484587510337
475.3749,-0.21994208036322757,-0.18194169800237683,-0.07941477731677771,-0.1317349567061628,-0.11122078147618658,-0.12890791591854095,-0.11205919932900564,-0.17279147155482377,-0.19679457485942056,-0.10070919744293068
476.3391,-0.22048314644938055,-0.18254724786446486,-0.07992116961848943,-0.1327530057124785,-0.11213602573891097,-0.12942068875259377,-0.11295023652336625,-0.1733073841844355,-0.19757714920518651,-0.10128365975315823
477.3034,-0.22119936905814602,-0.1830296354187826,-0.08045688835027305,-0.13364408310446643,-0.11308633130044854,-0.13010794996790392,-0.11389401352446911,-0.17389592367295464,-0.19830936688313205,-0.10187065923661977
478.2676,-0.22184320986734826,-0.18330771351012676,-0.08094735549014047,-0.13420029988555404,-0.11372655371285628,-0.1307130328315801,-0.11473055613502497,-0.17435840785122295,-0.1988436992432292,-0.10234768099799275
479.2319,-0.2225120437843104,-0.1836961315279415,-0.08164658111786494,-0.13462111600944912,-0.11418754193050971,-0.13135427460968635,-0.1155678170962724,-0.17485960755288982,-0.199437590705315,-0.10292406537136062
480.1961,-0.22305541920176752,-0.18418137043138263,-0.08246866717375193,-0.13488525341330318,-0.11447678774546452,-0.13189974363278054,-0.11618183539111358,-0.17531720596468908,-0.20004004313978876,-0.10348861627767156
481.1604,-0.22362732566804666,-0.18485728734479728,-0.08346126062824208,-0.13519000672654408,-0.11486634653199032,-0.13242222675496063,-0.11657375466244055,-0.175867352813949,-0.20074956771571748,-0.10412433953658613
482.1246,-0.2243414247537738,-0.185679395157521,-0.08457083494542568,-0.1356675572050838,-0.11549428182941199,-0.13296239359431133,-0.11682092448247824,-0.17655811197744722,-0.20156226210697986,-0.10488608221760548
483.0889,-0.2252054635260335,-0.18652808104955876,-0.08567215216793414,-0.13634040492646332,-0.1162888005972806,-0.1335308668396179,-0.11707190763678402,-0.17734082638133256,-0.20241382142490397,-0.10578118597174098
484.0531,-0.226144428533497,-0.18732122646197924,-0.08662527006993065,-0.13718624633597226,-0.11707451713949991,-0.13415645123615144,-0.1175061488428838,-0.17814522920367837,-0.20325903833460632,-0.10674560303380341
485.0174,-0.2270768409555851,-0.18807438790595085,-0.08734173099946732,-0.1381786258874595,-0.11772524822130244,-0.13490408845805507,-0.11822796977583397,-0.17895603005354316,-0.204111438593279,-0.10764449839883318
485.9816,-0.22794401571633174,-0.1888520877402514,-0.08783145917755447,-0.13928434194196804,-0.11824583596681824,-0.13582223467521362,-0.11921207091053264,-0.17978656934028772,-0.20502807153104236,-0.10833167973431662
486.9459,-0.2287232576632648,-0.18970068858361866,-0.08820548450414303,-0.14044166489181176,-0.11874125186704179,-0.1369109045446658,-0.1203186097384741,-0.18061301105579486,-0.2060553468475263,-0.10874072557960163
487.9101,-0.22940541289528696,-0.19056760077552554,-0.08860561624377067,-0.14154010245530058,-0.11929575968211484,-0.13808666287371063,-0.12135666937437185,-0.1813409134535281,-0.20714600487615475,-0.108930470672526
488.8744,-0.23000374205537147,-0.1913384597385017,-0.0891360230184092,-0.14245315467290032,-0.11990631733405226,-0.13921373418451136,-0.12218695411397795,-0.1818684599044143,-0.20816486702423742,-0.10905802354391213
489.8386,-0.23055409097080623,-0.19190421828586843,-0.08981258715153882,-0.14309042461564297,-0.12051306968843903,-0.1401329980008695,-0.12278183783368203,-0.18219346926270844,-0.2089272685704187,-0.10929471389120524
490.8029,-0.23111576660644717,-0.19226349345228774,-0.09060752796405798,-0.1434570897668312,-0.12109272054806605,-0.1407730379018038,-0.12322998144868792,-0.1824490846302194,-0.20933633960923925,-0.10976379882718827
491.7671,-0.23175203478081452,-0.19254165437364146,-0.09149116917925477,-0.14366632941122182,-0.12170279218754429,-0.14120336489326674,-0.12368935063345578,-0.18284832005602433,-0.2094714542663628,-0.11052379799738088
492.7314,-0.23250913141606225,-0.1929399483909876,-0.09246031576914208,-0.1439165351329522,-0.12244416639302665,-0.1416501737247283,-0.12429854418484626,-0.18357562962952936,-0.2095993667699376,-0.11158927216790436
493.6956,-0.23338416321205063,-0.19362394307921743,-0.09349557266438568,-0.14439530762618444,-0.12335462613309751,-0.14238176148927445,-0.12511090589600396,-0.18467952799763276,-0.2100188893934641,-0.1129205337107831
494.6599,-0.2349301562400449,-0.19517354834491835,-0.09507070361272803,-0.14571757040124234,-0.12491302328335378,-0.14411467416550316,-0.1266285235875978,-0.1866233017019607,-0.2114683575836154,-0.11494052054150389
495.6241,-0.23655992983591173,-0.1969731449331897,-0.09661183517945077,-0.147323340584974,-0.12651132385655336,-0.14633166852256346,-0.12827159175667804,-0.18872222384517054,-0.21335858252728596,-0.11700401111827481
496.5884,-0.2382588316906867,-0.1988660140286426,-0.098104620082453,-0.149074566248544,-0.12812640445991705,-0.14885900002391114,-0.1300023022840114,-0.19083358038335468,-0.21549069076363866,-0.11894232602014823
497.5526,-0.24006269625564153,-0.20075177601345476,-0.09962080187196667,-0.1508738149456462,-0.12982968012420332,-0.1514697850392582,-0.1318285105667124,-0.19290532955188003,-0.21765470284780017,-0.12066027935885684
498.5169,-0.24205938429648655,-0.20266582222786692,-0.10130683420516771,-0.15276511493663644,-0.13175143458929814,-0.15401496881372137,-0.13380198431506515,-0.19500258134757908,-0.21979567180152143,-0.12223556589798854
499.4811,-0.24433100410670175,-0.20472632964844972,-0.10327807722664213,-0.1548613060577458,-0.1339521818065056,-0.15642808534113453,-0.13593488903033346,-0.197213416774012,-0.22198256905766417,-0.12388692972680873
500.4454,-0.24689596966463365,-0.2070333266050385,-0.1055607551549302,-0.1572164177948404,-0.13640186460529574,-0.15870132241987983,-0.13816689754996336,-0.1995746207609589,-0.22431726653955694,-0.12586644469978453
501.4096,-0.24966029232380407,-0.2095723918013279,-0.1080477720798484,-0.1597152877691448,-0.13900747100126185,-0.1608199607188602,-0.14038314524098758,-0.20203294725305895,-0.22682627118099166,-0.12826097126593441
502.3739,-0.2524852605257456,-0.21223310617860594,-0.11056024213275355,-0.16215617278897296,-0.1416964159336512,-0.1627956196054913,-0.14250818383748926,-0.20449149372396067,-0.229462093899535,-0.13094947896485654
503.3381,-0.2552575198522718,-0.21488329670734935,-0.11292309919913235,-0.16441207622800055,-0.14441747368926813,-0.16468187055615824,-0.14455344619450447,-0.20686114265981814,-0.23212590911356826,-0.13366550472622468
504.3024,-0.2579562142735419,-0.2174411206821406,-0.11505748499045297,-0.16653080673121715,-0.14713309530552704,-0.16657838143390305,-0.1466117174894164,-0.20909784983039703,-0.23473615384449548,-0.1361934553839543
505.2666,-0.26063598658773834,-0.21986984447285207,-0.11700113296573679,-0.16868026625886653,-0.14976613080465134,-0.16855671523009375,-0.148761015610765,-0.21118847989132114,-0.237233236383189,-0.13847724450542645
506.2309,-0.26333066148325734,-0.22214515525302003,-0.11887331227029144,-0.17095642941516548,-0.1522133655406842,-0.17059107555664887,-0.15096570893469582,-0.21313540413950313,-0.2395705702669813,-0.14059392966754142
507.1951,-0.2660288250237678,-0.2242529941076309,-0.1208139615600901,-0.1733150964289241,-0.15441770204990488,-0.1725790829983701,-0.15310739468304443,-0.21496849867896975,-0.24172151316911578,-0.14265403825343156
508.1594,-0.2686942635574556,-0.22624476001582447,-0.12293160469078539,-0.17563606679061688,-0.15639508874115843,-0.17444232239830532,-0.15510004946702677,-0.21678988587204379,-0.2437036661750273,-0.14474212003511605
509.1236,-0.2713297073282272,-0.2282746868927032,-0.12527125764329108,-0.17788728941313206,-0.15825662446251695,-0.17623619736267485,-0.15702094065953487,-0.21875399829438819,-0.24560928454662212,-0.14690354830639898
510.0879,-0.2753228028015158,-0.23180627746948798,-0.1290317520362014,-0.181384502513549,-0.16137329635989162,-0.17937199750363442,-0.16032228030039117,-0.22227313713710345,-0.24886947192273112,-0.15037036904124593
511.0521,-0.2794925678075817,-0.23583558765722418,-0.13304577814715282,-0.18514637826974925,-0.16471029390541966,-0.18291790158693452,-0.1641207829497125,-0.22627421597813346,-0.25243685089250073,-0.1540493169266785
512.0164,-0.2838716515131391,-0.2403793313685529,-0.13730294767285753,-0.18926574692065878,-0.1683556753565166,-0.18700007007303612,-0.16850654622408584,-0.23075917361369616,-0.2564217667223119,-0.15794886444502737
512.9806,-0.2884761699412467,-0.24529425706017363,-0.14184210073007544,-0.1937298880794194,-0.17237816647500023,-0.19160153743966402,-0.1733492305726613,-0.23564695344806694,-0.2608500945121202,-0.16206120430885557
513.9449,-0.2933649750161093,-0.2503900036208547,-0.1467342776058949,-0.19848888494703965,-0.1768589853429349,-0.1966135118171962,-0.17841135140114298,-0.2408358432488921,-0.26572142056119985,-0.1663994653647499
514.9091,-0.29861034236113837,-0.25550165058515456,-0.15197112481932165,-0.2034880327137445,-0.18182192857035812,-0.20187908960653494,-0.18349781037992047,-0.24619419129606884,-0.2709783156869456,-0.1709771265618729
515.8734,-0.30423384848720525,-0.26055254321655746,-0.1574239130863151,-0.20865861985164524,-0.18718055794138486,-0.20723543110791603,-0.18853001779900774,-0.2515967215262878,-0.27654518548396334,-0.1757935227053308
516.8376,-0.3101149455418312,-0.26551579873964276,-0.16285046285531354,-0.21387937390850373,-0.1927397844548153,-0.2125084473443862,-0.19350264857118893,-0.25692169990779135,-0.282299273664091,-0.18081063265540814
517.8019,-0.31607567471039416,-0.2704598998230199,-0.1680629635984919,-0.21904449413856933,-0.19833292383761833,-0.21761301756379606,-0.1984565521910133,-0.26211625695909957,-0.2881424579369442,-0.1859981025187962
518.7661,-0.3219860460469055,-0.2755001428817665,-0.17304499394295536,-0.22414333257756192,-0.20390813476081676,-0.22259512822501235,-0.20344569430744797,-0.2672387429894622,-0.2940266737999888,-0.19136139389567505
519.7303,-0.32786900118418993,-0.2808058487255814,-0.17799714452847756,-0.229324996456828,-0.20955433950397573,-0.22765290584842784,-0.20859458904036163,-0.2724599212042237,-0.30001600725660366,-0.19696142463420763
520.6946,-0.3338861553934854,-0.2864973057567251,-0.18321807014992372,-0.23482438415615955,-0.2154101776211865,-0.23303313832286163,-0.2140787140959985,-0.2780066307608764,-0.3062329889400093,-0.20287192633682555
521.6589,-0.3402166050910414,-0.29259976973257346,-0.18894477405652982,-0.2408233686224901,-0.2215688915027623,-0.23890954819929983,-0.2200468145280018,-0.2840527294818048,-0.312774951348295,-0.20913736203063618
522.6231,-0.3469771819640199,-0.2990399508857486,-0.19523241064204044,-0.24733874362498645,-0.2280547817716613,-0.24531991399494696,-0.22653841749382697,-0.2906485887841313,-0.3196212094451591,-0.21573378469946522
523.5873,-0.35418620139862644,-0.3057458166900891,-0.20198109512089107,-0.2542278693200024,-0.2348609362506865,-0.2522051312013152,-0.2334549195328778,-0.29771113870682814,-0.3266458101641017,-0.22259085873586473
524.5516,-0.3618114692687978,-0.3127423270815083,-0.20904349921930596,-0.2613069789951453,-0.24197947073772255,-0.25948890993206153,-0.24064739689730902,-0.3050883701695044,-0.3337078696033292,-0.22962946095773817
525.5159,-0.3715354225417512,-0.32173829473915055,-0.21789497619597306,-0.27003019867171335,-0.25099266179518603,-0.2686844795033792,-0.24959214960535625,-0.31428501274449433,-0.34243646600365923,-0.23835097125049773
526.4801,-0.3817338694536063,-0.33135178970012774,-0.22709108781161072,-0.27896187547449164,-0.26041442732665143,-0.2783221420039623,-0.25883217661258673,-0.3238219886248081,-0.3514110262901965,-0.24735347387047305
527.4443,-0.3923922107834746,-0.3415463149914823,-0.23670026835282615,-0.2882048801724825,-0.27024390330996934,-0.288364045631413,-0.2684210504407235,-0.3337811746661088,-0.36084265066069016,-0.25673730821584495
