cm-1,ambient_CB-0_00-h,ambient_CB-0_01-h,ambient_CB-0_19-h,ambient_CB-0_23-h,ambient_CB-0_25-h,ambient_CB-0_92-h
400.0,15.327956209824695,-0.6640562698360106,1.016558531227913,-0.2855613808639166,0.29478978701394926,20.181534953165947
400.25,15.327983420746207,-0.1344333858885508,2.8138955295422075,-0.539874096876523,0.7009160138857499,1.1358244586176698
400.5,0.8464259448250052,1.2227731632807237,2.5703154728697517,-0.6387082721133218,1.15247410408526,0.010164561778605164
400.75,0.3206377099255373,1.5708880981756952,0.8708402673630363,-0.29736312862203323,3.2299882433692013,-0.11191790262769782
401.0,0.3127709307465444,1.626173642855653,1.3216535455604022,0.18272859310799913,20.14782185321187,0.1686945549931538
401.25,0.2405971678419181,20.540802942070187,20.470115291328607,0.6337324380820311,20.147837649554027,0.5299471099645753
401.5,0.14647431032559394,20.540813399154448,20.4701235933608,0.9024865953769793,20.14785344186129,0.8745155020824211
401.75,0.19251755198609,20.540823853391245,20.470131893043728,0.6818951987214555,20.14786923013412,0.8616384254879237
402.0,0.3180780970484318,4.355261950920472,20.470140190377677,0.41316722949879264,2.1263252272150432,0.5380820831369942
402.25,0.286144302339063,4.583571342379487,20.470148485362927,0.44844614542925715,2.641992702006779,0.2236261871309146
402.5,0.1015295643488582,0.941082437585187,20.47015677799977,0.7977711240359623,20.14791657075058,0.07449513436999015
402.75,0.18839038178933787,-0.20502951542047693,1.6052577083864608,0.584129913527206,20.147932342890257,0.140235820958835
403.0,0.5594341213951997,-0.3890979528122568,0.4334292097045783,0.086045336456674,20.147948110997795,0.17741120124328108
403.25,1.3623357874845539,-0.2358598467589605,0.030786691238651725,-0.3322406534664535,20.14796387507365,0.1572031825917715
403.5,15.328336560608177,0.2716529674159512,-0.44229410636608635,-0.620532168628201,1.3606404836063943,0.4249232960164051
403.75,1.6344432003448222,0.9524467331666947,-0.25197440853576525,-0.36748034540510777,0.8419757538762346,1.1287066492576243
404.0,0.8398748194577627,1.6862017373351077,0.40733614078527236,0.01196214526431468,1.7165549526252846,1.4608882777608287
404.25,0.6593032882438957,3.0161563429640856,0.9851944258700361,0.39063238809273354,3.709515282299137,1.8757323259100194
404.5,0.7904473071234208,1.9803374404404894,0.8269086813400698,0.8146076337617282,3.049506953123406,1.9212497618983153
404.75,1.4189114447567202,0.7185334327950376,0.5085359417562139,0.8975082550512851,2.867795223561054,1.4121453059080622
405.0,2.498679630698833,0.425457369274996,0.8489531922188422,0.7289146052414177,1.3228750697738803,0.45737157131161743
405.25,2.0422041862435516,0.5766387053436425,2.696493424486605,0.7683121171029667,2.1598467581710667,0.34995087225625954
405.5,0.9869422118104976,0.5740781828673917,20.47025610656869,0.8970325640216662,0.4309275335023509,-0.045650757073302274
405.75,0.24994200670111433,0.10694987618711899,0.9662897339094808,0.2766759154470279,0.39106417371119423,0.4467998852246915
406.0,-0.37981573121142015,-0.10591305659603832,-0.020862438136493317,-0.7864342067735887,-1.0087264198821835,-0.3866345277892645
