cm-1,ambient_CB-0_00-h,ambient_CB-0_01-h,ambient_CB-0_19-h,ambient_CB-1e-4_00-h,ambient_CB-1e-4_01-h,ambient_CB-1e-4_19-h,ambient_CB-1e-2_00-h,ambient_CB-1e-2_01-h,ambient_CB-1e-2_19-h,ambient_CB-1e+1_00-h,ambient_CB-1e+1_01-h,ambient_CB-1e+1_19-h
403.25,1.9631152617107184,-0.30228452601861416,0.06276623800052743,0.8352089899134255,-0.13537081280775265,-1.105794991209541,9.771983824434553,0.011821415957599864,-0.14224101654429297,-0.7107888541152372,11.395750218675998,11.70689194374594
403.5,21.129505313483115,0.4103662895225168,-0.6110206287187819,11.546853304650657,0.05534280122152321,-1.069999272899472,9.771983824434553,0.8077766906938901,-0.2975550591228979,-1.2424002019190468,11.395750218675998,11.70689194374594
403.75,2.336471054522034,1.3663436753142668,-0.339973719150592,11.546853304650657,0.9044964256922434,-0.4786241766518699,0.8885297784079622,8.825098603847394,-0.1891433468160098,-1.3387547587084874,0.029323758609720727,0.6441381954433176
404.0,1.2459973411941505,2.3966909030520522,0.5990232461637027,11.546853304650657,1.6839565526878857,-0.07393369464636504,0.26991438389846945,1.0683454518794173,-0.021162251536284305,-1.136077932358285,0.04720631264346885,-0.31259043016215365
404.25,0.998150395930871,4.264240380658065,1.4220135933855553,11.546853304650657,3.0144230315623055,-0.008556792455058042,0.18931581826348412,0.6761115939015424,0.11954473927886622,-0.9012246296936415,11.395750218675998,-0.4339676216266259
404.5,1.1780904489418447,2.8096962389077023,1.1965667695455267,11.546853304650657,20.122792855787505,-0.0818882987152693,0.2859362535466987,0.4365297189496948,0.24747055980099414,-0.5684429208546118,11.395750218675998,-0.6134425632099271
404.75,2.0405344034614017,1.0378167036109085,0.743119517064692,3.455064724067124,20.122792855787505,-0.018748628918341642,0.1414948180157159,0.20191842231635027,0.4347375281121555,0.15710164560525872,11.395750218675998,0.10131678419793534
405.0,3.522331491986425,0.6262554423561523,1.2279396285265016,0.9319678974644414,20.122792855787505,-0.17013468760467607,0.7361385602270947,0.09400164415685047,0.3805316719587115,13.023320367534636,-0.40016322288457434,-0.47918965415155224
405.25,2.895844170857175,0.8385344086875529,3.859246975384313,0.9004851484403795,20.122792855787505,0.04861692429019141,0.24936725335722887,0.10151274028258844,0.7352091475900885,13.023320367534636,11.395750218675998,2.2738585967496014
405.5,1.4476041847292063,0.8349242221853183,29.173131365486967,0.4383530526743339,20.122792855787505,-0.36601681280144377,9.771983824434553,0.15243355372325312,0.4140822439778958,13.023320367534636,-1.016117861824791,-0.9840119964002951
405.75,0.43613498806840223,0.17895333472927213,1.3950183426344842,1.5933944595295944,20.122792855787505,-0.07840815943512369,1.0436116922549445,0.05357427383302557,0.4565339881654351,13.023320367534636,11.395750218675998,11.70689194374594
406.0,-0.4281585705202837,-0.11997010765576152,-0.010923500536181007,0.5964888791942776,0.6526437507010758,-0.7488321336174619,9.771983824434553,-0.2389166458868879,-0.314786815500098,13.023320367534636,-1.4393383072901655,-1.1250168061481554
406.25,-1.907049138365247,1.4443237037625365,-0.42497227894788436,0.0413526991553152,-1.3996662092419363,-0.8502533354959914,9.771983824434553,-0.759280967186175,-0.8009277570025646,13.023320367534636,-0.9332773123693078,0.2650896311545259
406.5,21.129505313483115,-1.5434666454869062,0.643528929834388,11.546853304650657,20.122792855787505,19.88093635633146,-1.1143262319691538,8.825098603847394,9.116119214463948,-1.2201914383759274,11.395750218675998,11.70689194374594
406.75,-0.03128638311575714,-0.9842487562907501,1.0488224917862845,-1.1469044520831297,-1.0673011905972483,-0.9740468613183141,-0.37878788033212557,-0.13983645140472686,-0.6368266598475066,-0.595373232552568,-1.6050194062011323,-1.3222351146596396
407.0,21.129505313483115,-0.46690903052051674,2.5164156508614233,-0.7344515566119341,0.7001963536714361,-0.9464543284543024,0.3961324715089472,0.34374559033763763,-0.3001797637366436,-0.1805764835424901,-1.7048254556373508,-1.405142174288671
407.25,21.129505313483115,-0.09072759698766039,29.173131365486967,-0.4926987040143213,1.4165046111138484,-0.7242225772792894,-0.2652894449614634,0.2652104529052892,0.1188600337274543,-0.23216376893792562,-0.8431003304897227,0.27278365752161404
407.5,21.129505313483115,-0.24993682173621093,29.173131365486967,-0.33629587285350027,0.44431806149759245,-1.2005044959049327,0.6836699947378555,-0.06472549014734728,0.21768586831457543,-0.548507495311969,-1.5843856900083457,-0.9303108327769452
407.75,21.129505313483115,-0.42864105359682886,0.4724374081823274,1.5298512963617632,-0.23022441767455606,-0.9121500984071528,0.2634322534301019,-0.20312848199366584,0.5470292385437111,-0.5418623534644214,-0.7289271008896379,11.70689194374594
408.0,21.129505313483115,0.3255269067200012,0.08027667092014133,11.546853304650657,-0.2219215822352868,-0.682709487294695,9.771983824434553,-0.07356207382468605,0.1352929669613405,0.3228804474861836,-0.8709176367644422,1.3004857508398169
408.25,21.129505313483115,5.036098254835845,0.1725712444339395,11.546853304650657,-0.021395526323238188,-0.28174772594648917,0.73858464719629,0.3068528534847483,0.0752671136208951,13.023320367534636,1.5320696668132467,11.70689194374594
408.5,1.84711866366106,28.87307667314094,0.04963341331081702,0.7926061873349932,0.359528499587479,-0.06399043956023469,9.771983824434553,8.825098603847394,0.00542714737687877,13.023320367534636,-0.16157632675909583,0.13413416196776035
408.75,1.2483754035687449,28.87307667314094,0.024826966674697346,0.7794643058616463,0.6966739386365947,0.20646609878251057,0.8975803001939848,8.825098603847394,0.01775184730229341,0.5545860513809363,0.1485407855013755,0.589494906142365
409.0,0.9236377748602475,28.87307667314094,0.35679559077571066,1.008075276985912,0.6891259064190771,0.19055689064470202,0.49654434159441446,1.386462464263613,-0.041589300486740054,-0.2120534712413999,-0.1219901601373797,0.3527073191715706
409.25,0.3764191995508104,28.87307667314094,1.0863969624262892,2.523868551098542,0.4672137592240622,-0.029686209513085014,0.04414055664174273,0.6219875188778423,-0.22155274291617424,-0.5088115163805661,-0.26107669151097695,-0.20220470493637877
409.5,-0.45246765257169275,28.87307667314094,3.6476625776056455,11.546853304650657,0.07798689787407574,-0.717262298718998,-0.31445579304228904,0.37423180402445644,-0.5811372749993367,-1.116142506815642,-0.7949549927065543,-0.558171190123906
409.75,-0.35047519961686774,28.87307667314094,29.173131365486967,11.546853304650657,0.1919621843585902,-0.9827472095186782,-0.15313635742385864,0.24797911473447862,-0.6631878235768657,-1.427764685034849,-0.7978589972077613,0.7820025862658359
410.0,0.7156894316596067,28.87307667314094,29.173131365486967,11.546853304650657,0.8654982592350697,-0.4798670835376362,0.7552180385868181,0.3137012058346858,-0.369563259613052,-1.035001827414008,0.1471652044218564,11.70689194374594
410.25,1.4534172260893259,28.87307667314094,29.173131365486967,11.546853304650657,1.8243499519337112,0.018289996277493878,9.771983824434553,0.38339975958969535,-0.11953161575579747,-0.5217520557678956,11.395750218675998,11.70689194374594
410.5,1.9055133064149883,28.87307667314094,29.173131365486967,11.546853304650657,20.122792855787505,0.3421915307081897,9.771983824434553,0.366057964122918,0.0897600477924475,0.12090310975151256,11.395750218675998,11.70689194374594
410.75,2.089945255022418,28.87307667314094,2.892525157947297,11.546853304650657,20.122792855787505,0.48512582257131337,1.3885099549114825,0.25814118596341823,0.23023880342379405,0.5586081109202414,11.395750218675998,11.70689194374594
411.0,1.84711866366106,2.407521462558756,2.796947378261071,3.405385523772274,20.122792855787505,0.4789112881424819,1.0414102139826689,0.1944073261906123,0.266870550424332,0.33057482225702833,11.395750218675998,11.70689194374594
411.25,1.39819333316819,1.8187000440442755,29.173131365486967,1.6244439597138756,20.122792855787505,0.6012133257018851,1.1719089537892384,0.1976105877736476,0.3157128797583826,0.0677419749711316,11.395750218675998,11.70689194374594
411.5,1.010833395262041,1.411109987941977,29.173131365486967,2.5264680441372263,5.44816021956387,0.7548366167825988,1.273176954313924,0.20103476394861636,0.3900034320865764,-0.18879547477498326,11.395750218675998,11.70689194374594
411.75,0.8052631144359945,0.6840184263919075,29.173131365486967,11.546853304650657,2.3227716793637847,0.7406674782848632,1.2220537366577422,0.10626240400915803,0.35850697672162785,-0.3040362241837696,11.395750218675998,11.70689194374594
412.0,0.6451402478799738,0.22299761005653557,2.1756918103006035,11.546853304650657,1.0227489304333512,0.5224130291443022,1.0712524750068515,-0.06384183177961339,0.18116823890593944,-0.09838657121755899,11.395750218675998,11.70689194374594
412.25,0.20017835467809456,0.04573745279681149,0.619452084569919,0.8975968228418417,0.041001540008239926,0.4908431942458383,9.771983824434553,-0.26012444671250096,-0.019792840433460454,13.023320367534636,11.395750218675998,0.5965608487243849
412.5,-0.49263048378706437,-0.3434406521440898,-0.8784195314287191,0.4185680223243501,-0.938229839677699,1.6860224555987053,9.771983824434553,-0.4529828854704197,-0.1586739497781792,13.023320367534636,11.395750218675998,-0.7489516398384387
412.75,-0.34783290808954065,-0.4409156877044269,-1.0236102043871842,11.546853304650657,-1.1380010923679957,19.88093635633146,9.771983824434553,-0.3398746144004834,-0.010549315489399476,-0.1553948933833623,0.08083162792060229,-0.5848647509893139
413.0,0.17058468957203132,0.38762211455843815,0.11639193881684497,11.546853304650657,-0.8564594906545925,3.5232874141384394,9.771983824434553,-0.14392337135549607,0.1324400271637908,-0.7609771622796101,-0.5851024569088081,-0.043613549206602736
413.25,0.1512959614225437,2.936052766485917,1.66095804260112,11.546853304650657,-0.7661347051182996,1.5274275369749264,9.771983824434553,-0.13497633038219053,0.1623388362421115,-0.7275765808879892,-0.780129285516182,-0.4104144796865602
413.5,-0.14279108556895967,28.87307667314094,1.4519272496232294,11.546853304650657,-0.711285671004339,-0.2432176124877341,9.771983824434553,-0.3278347691401093,0.009877733461056276,-0.2094303889331574,-0.9528411321669127,-0.9592026868900925
413.75,0.4998142138769847,28.87307667314094,0.43887574508640076,11.546853304650657,-0.017369909140562176,-0.9273135624135016,0.8014490823046093,-0.4866723607402738,-0.18971393477551973,13.023320367534636,-0.8722932178439612,-0.7977851541275084
414.0,21.129505313483115,1.1461222986779496,1.7182317502756903,11.546853304650657,0.7993271767948328,-1.084416992774361,0.01038455646684752,-0.38792353814601294,-0.2867138878922091,13.023320367534636,0.10528640266760844,-0.4900240994439824
414.25,21.129505313483115,1.1522596157317488,29.173131365486967,11.546853304650657,0.7618386167811625,-0.1693889434732163,0.5416746461760679,-0.2475323149722932,-0.11040220840363847,13.023320367534636,-0.29653611489413584,11.70689194374594
414.5,21.129505313483115,0.7598323429388363,2.5539901215014282,11.546853304650657,0.45413050338036526,-0.7423690178114771,-0.22957657521121194,-0.11432081603641116,-0.19781628380056088,1.533345496663148,11.395750218675998,-0.2794590104997945
414.75,1.7445977524007694,-0.1261074247095605,0.6924122217349769,11.546853304650657,0.018609044429604638,2.3487404070892928,1.0063088659747161,-0.05080787085553871,0.26299055229966445,0.20484174361527188,-0.7944964656800481,11.70689194374594
415.0,0.4208096972099052,-1.0012166328512535,-0.764966518137054,11.546853304650657,-0.6748035152863378,-1.3444331132766691,-0.41278848920394035,-0.18887949081395708,-0.3834856058250945,-0.9804417154025644,11.395750218675998,1.3138325312725208
415.25,-1.8629228698588849,-3.242059394788335,-1.8560853694404944,-0.05786128515445774,-2.473751193794678,-2.014608506081854,-0.18787079238643195,-0.8901728629067556,-0.915387701680258,-1.9114610626747628,-0.7370277450245837,11.70689194374594
415.5,21.129505313483115,28.87307667314094,29.173131365486967,11.546853304650657,20.122792855787505,19.88093635633146,9.771983824434553,8.825098603847394,9.116119214463948,13.023320367534636,0.03681303337599138,0.09849040716512741
415.75,-4.289074950250605,-6.449710102023872,-4.5826056952987075,-2.023078022399567,-4.306665017281849,-3.698250173540874,-1.3984392334411886,-1.8595460923108194,-2.037163630076795,-2.8295398705596315,11.395750218675998,-2.7567784797559116
416.0,-0.5977936865746818,-2.0925760124768047,-0.8893635520034776,-0.3799095893914208,-0.9638931492172584,-1.6496910444208708,-0.44091848934968636,-0.5561499999033499,-0.8431512660062999,-0.6378671659460962,11.395750218675998,-1.5287176590008826
416.25,1.0726630170014944,-1.2795620121735491,0.7095578539687655,0.6096307606676246,-0.06366450674133627,1.2756146019186754,9.771983824434553,-0.36417521951316495,-0.277926833315756,13.023320367534636,0.4765404517955951,11.70689194374594
416.5,21.129505313483115,-0.914211138147397,-0.21557668528416832,0.3218091147733342,0.7510197706027206,-1.2059732862023043,0.47783177628007034,-0.3070687974983632,-0.4028855964484323,0.09467228666908771,11.395750218675998,-1.2258242536516368
416.75,21.129505313483115,-0.4250308670945942,0.14411679093956697,11.546853304650657,1.1488010684658938,0.11001652444704627,9.771983824434553,-0.22212713689994423,0.22715762844244036,0.12684876298352876,11.395750218675998,11.70689194374594
417.0,3.9633299478973134,0.5161447540379938,0.5909976310755465,11.546853304650657,0.9505394222191004,-0.6016719583427329,0.8175932563012983,-0.06560914851508115,0.025169490775922593,-0.215026297857408,11.395750218675998,-0.6434335639469441
417.25,2.0106765092026055,2.006790760810704,3.0296902158176056,11.546853304650657,0.9052512289139952,1.0429424329032255,9.771983824434553,0.18269885281813844,0.36569638501145313,0.3788395367286899,0.8757646495404701,11.70689194374594
417.5,1.715004087294706,2.085853845209644,2.4441851150680165,1.1550910499514853,1.125150567517672,0.365558180160596,0.5700492550187334,0.6324809619946821,0.15069884186810878,0.5921835644657452,11.395750218675998,0.1730753566420023
417.75,2.1818970001734,0.6074824725445317,0.8620445406437365,0.9630173976487226,1.3704616145869915,0.8241908210083579,0.7071524296421303,1.4815661960909714,0.17363647784040825,1.7933803894869194,0.19225369536164905,11.70689194374594
418.0,21.129505313483115,0.07822913131692384,0.1689232375756866,0.6613317888814509,1.4109693874876688,0.07844668954858243,0.2782310795937335,8.825098603847394,-0.026411660763775727,13.023320367534636,0.02397427663381305,11.70689194374594
418.25,21.129505313483115,0.5677704210199499,0.3079122988751219,0.48528834365057294,1.809757089646511,-0.16491447868445766,0.17194860078219745,8.825098603847394,-0.16609159325180833,13.023320367534636,-0.5823512947497699,11.70689194374594
418.5,21.129505313483115,3.081543282525976,1.0630497185334709,0.6135300002256506,3.9025748224902,-0.15969426976423923,0.10969568741617693,8.825098603847394,-0.123868084248073,13.023320367534636,-0.9539110285620941,11.70689194374594
418.75,21.129505313483115,2.685866841881052,2.022840322939807,1.0960247914613876,1.8396976174426636,0.07098924823398468,0.3091740797540541,8.825098603847394,0.12274003185212187,-0.14525230845815798,-0.9268579339982187,11.70689194374594
419.0,21.129505313483115,1.7342216798919834,4.265634939393685,1.0560214819216394,0.876820307561346,0.06353180691938692,0.5531712549312857,1.1222486123111837,0.2195117497850072,-0.3014131418755271,-0.73244247475952,1.5187448661510932
419.25,2.6509037462739555,1.106410247153368,29.173131365486967,0.6945475332646355,0.31021468909969796,-0.010794024849437367,1.586887608113222,0.21197003624932312,0.16747412787770097,0.1614734494523296,-0.5941201550967666,-0.24695567462250376
419.5,1.32790837854129,-0.15607197267810857,29.173131365486967,0.4185680223243501,-0.18317501685203025,-0.4055412517688119,9.771983824434553,-0.15441681447233585,0.04582477491018232,13.023320367534636,-0.4369982273472523,-0.7294810425013177
419.75,0.769592178817079,-1.2582619118103644,0.7661019602716853,0.4481733597093624,-0.37917225343356836,-0.42617350607253235,9.771983824434553,-0.3483798261899219,-0.08415516226618137,13.023320367534636,-0.11480657005544669,-0.30866490650547607
420.0,1.0214025613713493,-1.5286648808277439,0.010964540613336352,0.7014795147011262,-0.13989963213826315,-1.0093454168740768,0.20093473136716183,-0.32960208587557704,-0.17761747003390907,13.023320367534636,0.5252971589474387,11.70689194374594
420.25,2.4056990925380033,-1.6459959421503718,0.49140704384524236,0.5244251555107599,0.3683345371745828,0.0672605275766858,9.771983824434553,-0.2679669147261391,-0.34628327086504657,13.023320367534636,0.5986614831884569,11.70689194374594
420.5,21.129505313483115,-1.9947399582662444,-0.5873085841401381,0.027199903722480052,3.1824925489390288,-1.7158136907436374,-0.6490804904282067,-0.26597868339873787,-0.623360784003072,-1.4595914170415245,-0.7680547404848477,11.70689194374594
420.75,21.129505313483115,-1.1004967616627077,-0.729580851612001,0.10547352744285404,1.1155897267088166,19.88093635633146,9.771983824434553,-0.2054480852089673,-0.4833384987393335,-1.7427094341778298,-1.096207249121236,11.70689194374594
421.0,1.7623011056338609,0.7313118695711821,-0.588402986197614,0.5849355768001264,0.04150474215607442,-1.8286696359712171,-0.974654666028102,-0.10228097077603707,-0.18594805424275415,-1.6982919070915903,-0.7911339341523347,0.10681251731728411
421.25,1.353010148050897,2.514744001675127,2.0658868038671914,0.7381612498025559,-0.33665167194155304,19.88093635633146,9.771983824434553,-0.06373137448364667,0.03863536662035711,-0.9348000832391452,-0.09478422323133541,11.70689194374594
421.5,0.9371134616496155,0.5627161599168214,-0.9247492185285308,1.0782615890303802,-0.7271365386611257,-2.52618898026326,-1.26219218925701,-0.18700171678252261,-0.0032457896076722773,-1.759147416642816,0.08006741620975844,-1.2876905064808764
421.75,0.10082819325059658,-2.0113468161765238,-0.5267516702931401,1.296330171719983,-1.27487207657898,19.88093635633146,9.771983824434553,-0.6142505375818523,0.1206859151978861,-1.107923515583149,11.395750218675998,11.70689194374594
422.0,21.129505313483115,28.87307667314094,29.173131365486967,-0.5565306997420064,20.122792855787505,19.88093635633146,9.771983824434553,8.825098603847394,9.116119214463948,13.023320367534636,-0.4444875021135229,11.70689194374594
422.25,21.129505313483115,28.87307667314094,29.173131365486967,11.546853304650657,20.122792855787505,19.88093635633146,9.771983824434553,8.825098603847394,0.9774807951980078,13.023320367534636,11.395750218675998,11.70689194374594
422.5,21.129505313483115,28.87307667314094,-0.339973719150592,11.546853304650657,0.7009511568931879,-1.9333223957527386,-1.0186842314736173,8.825098603847394,0.8901808373929874,-0.8122147033672799,-0.6615236279932022,0.09126744363684067
422.75,21.129505313483115,28.87307667314094,29.173131365486967,11.546853304650657,-0.21512835323952106,19.88093635633146,9.771983824434553,8.825098603847394,9.116119214463948,13.023320367534636,0.007620146021752809,11.70689194374594
423.0,-2.583475769360978,-3.530152277666665,-0.5209148593199355,-0.4142806640140204,20.122792855787505,-3.2361373934129665,-1.4728002773047257,-1.302289034158643,-1.223162847039918,-2.2120662951993517,11.395750218675998,-2.022705555957195
423.25,-0.9124906074793364,0.3688491447468177,29.173131365486967,11.546853304650657,20.122792855787505,1.4565818444862475,9.771983824434553,-0.23350423838451792,-0.4033420668160403,-0.4250477546706895,11.395750218675998,-0.7959009027723032
423.5,-0.7380993666757495,28.87307667314094,29.173131365486967,11.546853304650657,1.6177854702476486,-1.0048709520853183,-0.5297114463314759,0.26984965933589206,-0.0747975197302184,-0.6614749067202785,11.395750218675998,0.34815371172982457
423.75,-0.6958227022385163,28.87307667314094,3.7870164395909054,11.546853304650657,0.6845970870885666,19.88093635633146,9.771983824434553,0.5146230271981762,0.06990358680150167,0.13209492760001373,11.395750218675998,-0.22591486782271164
424.0,-0.8324291742013259,28.87307667314094,-0.6814271610830628,11.546853304650657,0.10012779237879378,-0.4473029231305593,-0.21587848818371821,0.3287233980861617,-0.18332334962900845,-1.0570357188032449,11.395750218675998,11.70689194374594
424.25,-2.8881319824617897,28.87307667314094,-4.902171096081661,11.546853304650657,-2.2923468195003407,-2.7787476594509704,-1.0912107101102582,-0.7782796220924534,-1.3808733590484645,-2.915402098116102,11.395750218675998,11.70689194374594
424.5,1.550917783447695,28.87307667314094,29.173131365486967,0.1990552768354783,20.122792855787505,19.88093635633146,9.771983824434553,8.825098603847394,9.116119214463948,13.023320367534636,11.395750218675998,-0.3708452012272497
424.75,-2.725366824378442,28.87307667314094,29.173131365486967,-0.8330878758019995,20.122792855787505,19.88093635633146,9.771983824434553,8.825098603847394,9.116119214463948,13.023320367534636,11.395750218675998,-1.8400901954485518
425.0,21.129505313483115,-0.9651147678289064,-0.7667905215661804,11.546853304650657,-0.2850734517885167,0.3998624102077457,1.044345518345703,-0.015682450738117075,-0.029264600561325415,-0.17760365692648197,11.395750218675998,11.70689194374594
425.25,21.129505313483115,0.20241954699379772,-0.2972920389090331,11.546853304650657,0.30090544936475966,-0.25191796068809813,0.43221225430457794,0.321101844664457,0.12182709111690597,0.4405694070493297,-0.2788064032025564,11.70689194374594
425.5,21.129505313483115,0.8565853411987264,0.8605853379004352,11.546853304650657,1.0931972311301814,1.2147121645161272,9.771983824434553,0.4962871160676982,0.4656633955175941,13.023320367534636,11.395750218675998,2.2727594501257316
425.75,21.129505313483115,0.6742709228358738,-0.1652341906402784,1.3949664909100485,20.122792855787505,-0.10401204128190933,0.7300233428041064,0.30939337129198313,0.3084093538766554,13.023320367534636,-0.1999397546434617,11.70689194374594
426.0,3.534486033012129,0.2944793028007827,-0.19806625236455444,0.792895019894847,20.122792855787505,-0.13682478306613943,0.9758550832082347,-0.008060897316412382,0.3020187687301441,13.023320367534636,-0.08102841243614446,0.511769537740148
426.25,0.028957863707300153,0.4240849982310087,-0.5533821203583862,0.37379897554701436,20.122792855787505,-0.8072487572484777,-0.16830209663286952,-0.30254004836372705,0.22738586362624436,13.023320367534636,-0.8210910332174172,-0.2687815861536314
426.5,-0.9106410034102074,0.5796840364773245,-0.5216444606915861,0.048140264311879,20.122792855787505,-0.6342361187498098,-0.47149457646462767,-0.4836900137491719,0.28512936512865,0.14381136191016355,-0.5467390290244423,-0.7142500107134084
426.75,-0.3235238260381315,-0.09000555968721345,0.07954706954849074,0.28469413083212364,0.7132796095151331,-0.039380883222062096,-0.2866927059419223,-0.27337932222850914,0.10562239306682375,-0.8386203986035875,0.07609351531336987,-0.1993783279035709
427.0,0.4762978192837738,-0.1936179123013495,1.1903651578864967,0.6350480259347571,0.643837713113972,0.3581007388459983,0.21842425319690828,-0.04738369468056993,0.051530654505281694,-0.6389163988693931,11.395750218675998,0.017624619837568304
427.25,1.1688424285962,-0.1986721734044781,2.0071538934493196,0.9975328885512492,0.8282613002953165,0.3302596246048333,0.8888966914533415,0.1957328137422131,-0.0018763785048484284,-0.26836230479167184,11.395750218675998,-0.3264082734336589
427.5,1.4439049765909482,-0.3373033350902908,0.9153054407742287,1.502556619455581,1.0182201111028406,0.2825320001914077,9.771983824434553,0.5794614599306495,-0.10663632787087289,0.09134971574531388,11.395750218675998,-0.7547614148503217
427.75,0.8705277151609733,-0.5531924879239263,-0.5504637148717839,1.4944693077796751,0.6614497882881796,0.055577202850482656,9.771983824434553,0.6114940757610025,-0.2555597853029665,-0.3038613520298868,11.395750218675998,-1.055613547898095
428.0,0.6353637692288636,-0.5885723156458263,-1.0192325961572806,0.9043843879984056,0.05358159370410246,-0.06374185818308144,9.771983824434553,0.28597642454703537,-0.35723855968763735,-0.8125644476750455,11.395750218675998,-1.1568920582403777
428.25,1.9456761376303597,-0.6943507801613032,-0.952838871337078,0.2350149305372737,-0.33992248590247726,0.18657958861024987,0.5657686028226416,0.27912807219709784,-0.4314149944239292,-1.1738503175969768,11.395750218675998,-1.1691396920492119
428.5,21.129505313483115,-1.1355155707343842,-0.7306752536694768,-0.264954230569617,-0.3059563409236485,1.3352741324354576,-0.0030689218637266584,0.49915900576283334,-0.43769146197853853,-1.4125508076470426,11.395750218675998,-0.543254200228531
428.75,21.129505313483115,-0.9676418983804705,-0.1480885584064898,-0.17974862541275227,0.30140865151259416,1.0747608491788425,-0.06935787872891944,0.17253678158919883,-0.26708566208506723,-1.2516684260748372,11.395750218675998,11.70689194374594
429.0,21.129505313483115,-0.30625573117107235,1.2151716045226164,0.18952380236030358,0.5932658972566047,0.45852761521591473,0.009650730376088929,0.004089405239928434,-0.1183904398367776,-0.9692498975540632,0.3281305375497018,11.70689194374594
429.25,21.129505313483115,0.6082045098449786,29.173131365486967,0.5524419138165765,0.5920078918870185,0.21939233039448,-0.051868356899173004,-0.04705232279266973,-0.00495755348620209,-0.7336971062738882,-0.19382606095671015,11.70689194374594
429.5,21.129505313483115,1.4074998014397424,29.173131365486967,0.34968145679922386,0.33914881260018176,0.32056495089585624,-0.17612957493429449,-0.1306684958394879,0.10094357179884225,-0.24038276017041868,-0.9681253663837915,11.70689194374594
429.75,21.129505313483115,0.03129670678787266,29.173131365486967,-0.27665194924369496,-0.2958922979669585,-0.07144788087483245,-0.39786735869184897,-0.38416799008314395,-0.036568126443052615,0.5405962790703097,-1.338768046143103,11.70689194374594
430.0,21.129505313483115,-0.7369509808876727,0.8146204514864488,-0.5006415994103003,-0.7364457783960641,-0.7229796703935231,-0.5243300549992463,-0.6367838259590662,-0.306113878515547,-0.49569610483935367,-1.3746859965527682,11.70689194374594
