cm-1,AuNP_0,AuNP_15,AuNP_30,AuNP_60,AuNP_120
1008.0,2.3590109306743248,2.360379919968679,2.389611582137064,1.6052939474922612,1.6084131525747758
1009.0,2.4687653902487385,2.4702068916424724,2.501331456031343,1.6778256045384095,1.6885015081154047
1010.0,2.558564493536895,2.56020399343072,2.593921214532766,1.7425860126153276,1.758255882295952
1011.0,2.626105699428842,2.628083163423551,2.662789629947048,1.796984755399939,1.8176762751164184
1012.0,2.6706214942212614,2.672319027014384,2.7079367022741883,1.8384314165691666,1.8667626865768037
1013.0,2.6921118779141535,2.6936742715065107,2.729362431514187,1.869516412446087,1.9029316213370875
1014.0,2.6928793916174714,2.694436958809801,2.730127636129901,1.8902397430307007,1.9274748270672803
1015.0,2.676761603847802,2.678420525440706,2.713293134584188,1.9006014083230078,1.9403923037673818
1016.0,2.647596083121734,2.649438407915677,2.684215359187047,1.9057822409691612,1.9442675467774122
1017.0,2.6084528842525376,2.610541355447875,2.6459551284013343,1.9006014083230078,1.9403923037673818
1018.0,2.563937089460118,2.565542804553752,2.6015732606899085,1.8928301593537775,1.9287665747372904
1019.0,2.516351239854428,2.5167308171431766,2.553365369899911,1.877287661415317,1.9119738550271586
1020.0,2.4679978765454207,2.467918829732602,2.5043922744942,1.8565643308307034,1.8925976399770066
1021.0,2.4196445132364133,2.4191068423220266,2.4554191790884885,1.8358410002460899,1.868054434246814
1022.0,2.372826177334041,2.3725829168213224,2.4079764929142056,1.8125272533383994,1.8435112285166213
1023.0,2.3283103825416216,2.3283470532304893,2.3620642159713507,1.7892135064307084,1.8176762751164184
1024.0,2.2868646425624726,2.287924626156107,2.3192127574913535,1.765899759523018,1.793133069386226
1025.0,2.247721443693276,2.249790260991595,2.2794221174742124,1.7425860126153276,1.768589863656033
1026.0,2.2124158133406673,2.2147066450402444,2.2426922959199294,1.721862682030714,1.7440466579258407
1027.0,2.1801802378013293,2.1826737783020547,2.2082580882127885,1.7011393514461002,1.7220869475356682
1028.0,2.1502472033719435,2.1536916607770253,2.1776499035842187,1.683006437184563,1.7014189848155061
1029.0,2.124151737459146,2.1269976051618675,2.149337332802791,1.6648735229230258,1.682042769765354
1030.0,2.100358812656301,2.10259161145658,2.1240855804842216,1.6493310249845656,1.6652500500552219
1031.0,2.0796359426667266,2.0812363669644536,2.1018946466285082,1.636378943369182,1.6497490780151005
1032.0,2.060448100083787,2.061406497078907,2.081234122004224,1.6208364454307216,1.6342481059749787
1033.0,2.0435627986108003,2.0438646891032324,2.063634415842796,1.6104747801384147,1.6213306292748773
1034.0,2.0282125245444487,2.029373630340718,2.0483303235285115,1.6001131148461079,1.6097049002447859
1035.0,2.0143972778847323,2.016407946184784,2.0353218450613695,1.5897514495538008,1.5980791712146947
1036.0,2.003652086038286,2.0057303239387205,2.02460898044137,1.5819802005845707,1.5890369375246236
1037.0,1.9944419215984754,1.997340763602528,2.0161917296685132,1.5767993679384174,1.582578199174573
1038.0,1.987534298268617,1.9904765778729159,2.009304888127085,1.5716185352922638,1.5774112084945324
1039.0,1.9829292160487118,1.9859004540531746,2.0047136604327997,1.5716185352922638,1.573535965484502
1040.0,1.9790916475321239,1.9813243302334334,2.0008876373542286,1.569028118969187,1.5709524701444817
1041.0,1.976789106422171,1.9790362683235623,1.9978268188913715,1.569028118969187,1.5683689748044614
1042.0,1.975254079015536,1.977510893716982,1.9970616142756574,1.569028118969187,1.5670772271344513
1043.0,1.9760215927188534,1.977510893716982,1.9970616142756574,1.569028118969187,1.5670772271344513
1044.0,1.9775566201254884,1.9790362683235623,1.9985920235070858,1.569028118969187,1.5670772271344513
1045.0,1.9806266749387589,1.9820870175367233,2.0024180465856567,1.5742089516153406,1.5696607224744716
1046.0,1.9844642434553468,1.9859004540531746,2.007009274279943,1.5767993679384174,1.573535965484502
1047.0,1.9898368393785697,1.9920019524794963,2.012365706589942,1.5845706169076474,1.5774112084945324
1048.0,1.9952094353017928,1.9981034509058182,2.0192525481313703,1.5897514495538008,1.5838699468445832
1049.0,2.0021170586316512,2.0057303239387205,2.025374185057084,1.6001131148461079,1.5903286851946339
1050.0,2.009792195664827,2.014119884274913,2.0322610265985124,1.607884363815338,1.5967874235446846
1051.0,2.0182348464013202,2.0225094446111056,2.0391478681399406,1.6182460291076448,1.6045379095647454
1052.0,2.025909983434496,2.030899004947298,2.0452695050656544,1.626017278076875,1.6122883955848062
1053.0,2.033585120467672,2.0377631906769103,2.04986073275994,1.6311981107230284,1.618747133934857
1054.0,2.0397252300942124,2.043102001799942,2.05521716506994,1.6389693596922585,1.626497619954918
1055.0,2.0450978260174355,2.0484408129229736,2.059808392764225,1.644150192338412,1.6342481059749787
