cm-1,laser-disk-center_CB-5e-3_0-s,laser-disk-center_CB-5e-3_1-s,laser-disk-center_CB-5e-3_3-s,laser-disk-center_CB-5e-3_4-s,laser-disk-center_CB-5e-3_5-s
454.1614,-0.26861840504213746,-0.2538630736482349,-0.26722490576549435,-0.3074292132865765,-0.2486019158995609
455.1257,-0.2692511906928906,-0.2547408680052025,-0.26749711988575536,-0.3080092454078844,-0.24861484802285705
456.0899,-0.2696131315642661,-0.25502015933857075,-0.26740828209665823,-0.3081414736296057,-0.24845318711053638
457.0542,-0.26963671531906763,-0.2546615459084741,-0.2670329193272395,-0.3078228231502896,-0.24815965995423833
458.0184,-0.2694512085602054,-0.25387844478216265,-0.2665874477293592,-0.30728391180405856,-0.24787685335433954
458.9827,-0.2692266584727661,-0.25300293286533926,-0.2662670998966022,-0.30680013288862845,-0.24772598325579298
459.9469,-0.269046381078149,-0.2522995944790676,-0.26613355421447166,-0.30649560439587453,-0.2477129980649685
460.9112,-0.26887387907039534,-0.2518528325664825,-0.2661097124225962,-0.30628031035520026,-0.2477290105429845
461.8754,-0.26862922004493917,-0.25155669477795706,-0.26606801662515106,-0.30595429768137383,-0.24762633088046632
462.8397,-0.2682662707879321,-0.25120392668388036,-0.2658919572259435,-0.30537559684795385,-0.24731477007645639
463.8039,-0.26786655061019293,-0.2507100312630696,-0.26561872519234386,-0.3046459004230732,-0.2468856914617245
464.7682,-0.2674576408140541,-0.2500636424009405,-0.26528558899865695,-0.30389756944616686,-0.2464535465469
465.7324,-0.2671438293397979,-0.24950379153973937,-0.26510862952854725,-0.30335635449864473,-0.2462619128862345
466.6967,-0.267020822681351,-0.24932481754132566,-0.26532656385340947,-0.3031688047679433,-0.24649768242209694
