cm-1,182-17ppt-pp-1024scans_CB-1e-2_0,182-17ppt-pp-32scans_CB-1e-2_0,182-17ppt-pp-512scans_CB-1e-2_0,512scans_CB-1e-3_0
834.75,0.7175861193876558,0.7124574860079758,0.7149084533053005,0.6643212949261842
835.0,0.7254113260084327,0.7163696290554863,0.721402565986273,0.6688256098185484
835.25,0.7332365326292096,0.7222378436267521,0.7291955012034402,0.6739733982669649
835.5,0.7404096386982552,0.7307141535630249,0.7369884364206074,0.6791211867153811
835.75,0.7475827447673007,0.7417985588643048,0.7447813716377747,0.6849124487198496
836.0,0.7541037502846148,0.7515789164830812,0.7525743068549419,0.6907037107243179
836.25,0.7606247558019289,0.760055226419354,0.7603672420721089,0.6971384462848383
836.5,0.7664936607675115,0.7665754648318716,0.7681601772892761,0.7035731818453588
836.75,0.7736667668365571,0.7724436794031374,0.7759531125064434,0.7100079174058792
837.0,0.7814919734573339,0.778311893974403,0.7830966364555132,0.7164426529663996
837.25,0.7899692806298423,0.7854841562281725,0.7915389829407776,0.7235208620829722
837.5,0.7984465878023506,0.7933084423231934,0.7993319181579449,0.7312425447555967
837.75,0.8075759955265902,0.8017847522594662,0.8084236759113067,0.7396077009842733
838.0,0.8160533026990985,0.8096090383544873,0.8168660223965711,0.7479728572129498
838.25,0.824530609871607,0.8167813006082568,0.8259577801499327,0.7563380134416263
838.5,0.8330079170441153,0.8233015390207744,0.8337507153671,0.7640596961142508
838.75,0.840833123664892,0.8304738012745436,0.8421930618523644,0.7717813787868754
839.0,0.848658330285669,0.8376460635283128,0.8499859970695316,0.7795030614594999
839.25,0.8571356374581772,0.8467743973058376,0.8577789322866989,0.7878682176881765
839.5,0.8656129446306857,0.8572067787658656,0.8662212787719633,0.795589900360801
839.75,0.874090251803194,0.8676391602258937,0.8746636252572276,0.8039550565894775
840.0,0.8825675589757023,0.8780715416859218,0.8824565604743949,0.811676739262102
840.25,0.8903927655964792,0.8865478516221946,0.8908989069596593,0.8193984219347265
840.5,0.898217972217256,0.8930680900347121,0.8986918421768265,0.8264766310512991
840.75,0.9040868771828388,0.8995883284472297,0.9064847773939938,0.8335548401678715
841.0,0.9099557821484214,0.9054565430184955,0.9136283013430636,0.83934610217234
841.25,0.9151725865622727,0.9113247575897613,0.9194730027559391,0.8451373641768082
841.5,0.9203893909761239,0.9178449960022789,0.9246682929007172,0.8502851526252247
841.75,0.9256061953899752,0.9243652344147963,0.9285647605093007,0.855432941073641
842.0,0.9301708992520951,0.9315374966685657,0.9318118168497871,0.8605807295220573
842.25,0.934735603114215,0.9374057112398315,0.9350588731902734,0.8650850444144217
842.5,0.9386482064246033,0.9426219019698455,0.9376565182626625,0.8689458857507338
842.75,0.9419087091832604,0.9465340450173562,0.9409035746031489,0.8728067270870461
843.0,0.9438650108384546,0.9491421403823631,0.9435012196755378,0.8753806213112543
843.25,0.9445171113901861,0.949794164223615,0.9448000422117324,0.8766675684233585
843.5,0.9445171113901861,0.949794164223615,0.9454494534798296,0.8773110419794105
843.75,0.9438650108384546,0.9491421403823631,0.9441506309436352,0.8773110419794105
844.0,0.9425608097349918,0.9478380926998595,0.9422023971393433,0.8766675684233585
844.25,0.9406045080797976,0.9465340450173562,0.9396047520669543,0.8753806213112543
844.5,0.9386482064246033,0.9445779734936007,0.936357695726468,0.8734502006430982
844.75,0.9360398042176776,0.9426219019698455,0.9337600506540789,0.8715197799749421
845.0,0.9327793014590207,0.9387097589223351,0.9305129943135925,0.8695893593067858
845.25,0.9288666981486322,0.9321895205098175,0.9272659379731062,0.8676589386386298
845.5,0.9243019942865124,0.9217571390497893,0.9233694703645227,0.8650850444144217
845.75,0.9184330893209297,0.9093686860660061,0.9188235914878418,0.8612242030781093
846.0,0.912564184355347,0.8989363046059781,0.9129788900749665,0.856076414629693
846.25,0.9066952793897645,0.8924160661934605,0.907134188662091,0.8502851526252247
846.5,0.9008263744241817,0.8898079708284533,0.9006400759811183,0.8432069435086521
846.75,0.8949574694585989,0.8878518993046981,0.8928471407639511,0.8361287343920797
847.0,0.8877843633895535,0.885243803939691,0.8844047942786867,0.8296939988315593
847.25,0.880611257320508,0.880027613209677,0.8759624477934222,0.824546210383143
847.5,0.874090251803194,0.8741593986384113,0.8681695125762551,0.8206853690468306
847.75,0.8675692462858798,0.8676391602258937,0.8616753998952824,0.8174680012665704
848.0,0.8603961402168343,0.8604668979721244,0.8558306984824071,0.8136071599302582
848.25,0.8525709335960575,0.8519905880358516,0.8493365858014345,0.8091028450378939
848.5,0.844093626423549,0.8415582065758235,0.8415436505842672,0.8026681094773734
848.75,0.8349642186993095,0.8317778489570472,0.8337507153671,0.795589900360801
849.0,0.8251827104233382,0.8226495151795226,0.8246589576137383,0.7885116912442285
849.25,0.81670540325083,0.8148252290845014,0.8162166111284738,0.780790008571604
849.5,0.8082280960783217,0.8070009429894804,0.8084236759113067,0.7730683258989794
849.75,0.7997507889058133,0.799828680735711,0.8006307406941394,0.765990116782407
850.0,0.7919255822850365,0.7920043946406901,0.7928378054769722,0.7589119076658345
850.25,0.7847524762159909,0.783528084704417,0.785044870259805,0.7524771721053141
850.5,0.7769272695952141,0.7757037986093962,0.7772519350426379,0.7460424365447936
850.75,0.7697541635261685,0.7685315363556268,0.7694589998254707,0.7396077009842733
851.0,0.7619289569053915,0.7613592741018576,0.7616660646083034,0.7338164389798048
851.25,0.7547558508363461,0.75483903568934,0.7545225406592336,0.7280251769753364
851.5,0.7482348453190321,0.7489708211180741,0.748028427978261,0.7228773885269201
851.75,0.7423659403534495,0.7424505827055565,0.7421837265653856,0.7170861265224517
852.0,0.7371491359395981,0.7365823681342908,0.7363390251525103,0.7119383380740353
852.25,0.7312802309740155,0.7300621297217732,0.7317931462758294,0.707434023181671
852.5,0.7260634265601642,0.7241939151505074,0.7265978561310512,0.7022862347332548
852.75,0.7208466221463128,0.7189777244204933,0.721402565986273,0.6977819198408904
853.0,0.7156298177324616,0.7144135575317311,0.7155578645733977,0.6932776049485261
853.25,0.7110651138703419,0.7098493906429689,0.7103625744286196,0.6894167636122139
853.5,0.7071525105599533,0.7046331999129547,0.7058166955519387,0.6855559222759017
853.75,0.7038920078012962,0.7000690330241925,0.7019202279433552,0.6823385544956414
854.0,0.7012836055943708,0.6974609376591855,0.699322582870966,0.6797646602714332
854.25,0.6993273039391764,0.6961568899766819,0.6973743490666743,0.677834239603277
854.5,0.6973710022839822,0.6961568899766819,0.6960755265304797,0.675903818935121
854.75,0.6960668011805193,0.6968089138179338,0.6947767039942851,0.6746168718230169
855.0,0.695414700628788,0.6961568899766819,0.6941272927261879,0.6739733982669649
855.25,0.6941104995253251,0.6955048661354303,0.6941272927261879,0.6733299247109128
855.5,0.6934583989735938,0.6942008184529267,0.6934778814580905,0.6726864511548607
855.75,0.6928062984218625,0.693548794611675,0.6934778814580905,0.6720429775988087
856.0,0.6928062984218625,0.6928967707704231,0.6934778814580905,0.6713995040427566
856.25,0.6928062984218625,0.6928967707704231,0.6928284701899934,0.6707560304867046
856.5,0.6928062984218625,0.6922447469291715,0.6934778814580905,0.6707560304867046
856.75,0.6941104995253251,0.6915927230879195,0.6941272927261879,0.6713995040427566
857.0,0.695414700628788,0.6915927230879195,0.6954261152623823,0.6720429775988087
857.25,0.6973710022839822,0.6928967707704231,0.6973743490666743,0.6733299247109128
857.5,0.6999794044909079,0.6955048661354303,0.6986731716028687,0.6746168718230169
857.75,0.7025878066978334,0.6994170091829407,0.7006214054071606,0.6771907660472251
858.0,0.7051962089047591,0.7046331999129547,0.7032190504795496,0.6797646602714332
858.25,0.7084567116634162,0.7098493906429689,0.7058166955519387,0.6829820280516935
858.5,0.7110651138703419,0.7144135575317311,0.709063751892425,0.6855559222759017
858.75,0.7149777171807302,0.7183257005792417,0.7129602195010085,0.6887732900561618
859.0,0.7182382199393873,0.7209337959442486,0.7162072758414949,0.6919906578364221
859.25,0.7221508232497756,0.7222378436267521,0.7201037434500785,0.6945645520606302
859.5,0.7260634265601642,0.7235418913092557,0.7233507997905649,0.6977819198408904
859.75,0.7299760298705527,0.7254979628330109,0.7272472673991485,0.7003558140650986
860.0,0.7332365326292096,0.728106058198018,0.7304943237396347,0.7022862347332548
860.25,0.7371491359395981,0.7326702250867801,0.7343907913482183,0.704860128957463
860.5,0.7404096386982552,0.7372343919755425,0.738287258956802,0.707434023181671
860.75,0.7443222420086437,0.7424505827055565,0.7421837265653856,0.7106513909619313
861.0,0.7475827447673007,0.7470147495943188,0.7460801941739692,0.7138687587421915
861.25,0.7508432475259578,0.749622844959326,0.7499766617825527,0.7170861265224517
861.5,0.7541037502846148,0.7522309403243328,0.7532237181230391,0.7196600207466599
861.75,0.7567121524915403,0.7554910595305916,0.7558213631954283,0.7222339149708681
862.0,0.759320554698466,0.760055226419354,0.7584190082678172,0.7248078091950763
862.25,0.7619289569053915,0.7639673694668644,0.7610166533402063,0.7273817034192843
862.5,0.763885258560586,0.7665754648318716,0.7636142984125952,0.7299555976434926
862.75,0.7658415602157801,0.7672274886731232,0.765562532216887,0.7318860183116487
863.0,0.7677978618709743,0.7672274886731232,0.7662119434849843,0.7338164389798048
863.25,0.7691020629744372,0.7685315363556268,0.7668613547530816,0.7344599125358569
863.5,0.7697541635261685,0.770487607879382,0.767510766021179,0.7357468596479609
863.75,0.7710583646296314,0.7724436794031374,0.7681601772892761,0.736390333204013
864.0,0.7710583646296314,0.7737477270856408,0.7694589998254707,0.7376772803161171
864.25,0.7717104651813627,0.773095703244389,0.7694589998254707,0.7376772803161171
864.5,0.7710583646296314,0.7711396317206338,0.7688095885573734,0.737033806760065
864.75,0.7697541635261685,0.7691835601968786,0.767510766021179,0.735103386091909
865.0,0.7677978618709743,0.7672274886731232,0.765562532216887,0.7331729654237529
865.25,0.7658415602157801,0.7659234409906198,0.7636142984125952,0.7305990711995446
865.5,0.7632331580088544,0.765271417149368,0.7610166533402063,0.7280251769753364
865.75,0.7599726552501974,0.7639673694668644,0.7584190082678172,0.7267382298632324
866.0,0.7573642530432718,0.7620112979431092,0.7558213631954283,0.7248078091950763
866.25,0.7541037502846148,0.7587511787368504,0.7519248955868445,0.7228773885269201
866.5,0.7495390464224949,0.7535349880068364,0.748028427978261,0.7196600207466599
866.75,0.7443222420086437,0.7463627257530672,0.7434825491015801,0.7164426529663996
867.0,0.7384533370430609,0.7378864158167944,0.7376378476887047,0.7119383380740353
867.25,0.7319323315257468,0.7294101058805214,0.7317931462758294,0.706790549625619
867.5,0.7254113260084327,0.7209337959442486,0.7252990335948567,0.7016427611772027
867.75,0.7182382199393873,0.7137615336904793,0.718804920913884,0.6958514991727344
868.0,0.7110651138703419,0.7065892714367101,0.7116613969648141,0.6900602371682659
868.25,0.7038920078012962,0.7000690330241925,0.7045178730157441,0.6836255016077455
868.5,0.6960668011805193,0.6928967707704231,0.6967249377985769,0.6765472924911731
868.75,0.6875894940080111,0.6850724846754022,0.6882825913133125,0.6688256098185484
869.0,0.6791121868355028,0.6759441508978775,0.6791908335599507,0.661103927145924
869.25,0.6693306785595317,0.666815817120353,0.6694496645384916,0.6540257180293515
869.5,0.660201270835292,0.6576874833428284,0.6603579067851301,0.646304035356727
869.75,0.6504197625593209,0.6485591495653038,0.650616737763671,0.6392258262401546
870.0,0.6412903548350811,0.640082839629031,0.6421743912784066,0.632147617123582
870.25,0.6321609471108415,0.6316065296927582,0.6330826335250448,0.6244259344509575
870.5,0.6230315393866016,0.6218261720739818,0.6233414645035859,0.616060778222281
870.75,0.6132500311106305,0.6120458144552055,0.6136002954821269,0.6070521484375524
871.0,0.6028164222829281,0.6029174806776809,0.6025603039244735,0.5980435186528238
871.25,0.5923828134552256,0.5931371230589046,0.5915203123668199,0.5883914153120431
871.5,0.5826013051792545,0.58400878928138,0.5811297320772637,0.5793827855273145
871.75,0.5728197969032833,0.5742284316626037,0.5713885630558048,0.571017629298638
872.0,0.5630382886273122,0.5637960502025756,0.562296805302443,0.5626524730699614
872.25,0.5532567803513411,0.5527116449012958,0.5532050475490812,0.554930790397337
872.5,0.5434752720753698,0.5416272396000159,0.5441132897957195,0.5472091077247123
872.75,0.5336937637993987,0.5311948581399879,0.5350215320423577,0.5394874250520879
873.0,0.5232601549716961,0.5207624766799598,0.5252803630208988,0.5311222688234113
873.25,0.5134786466957252,0.5116341429024353,0.5148897827313426,0.5227571125947347
873.5,0.5030450378680225,0.5025058091249106,0.5051486137098836,0.5143919563660582
873.75,0.49391563014378287,0.49402949918863776,0.49540744468842457,0.5066702736934336
874.0,0.48478622241954306,0.48490116541111317,0.48631568693506294,0.49894859102080913
874.25,0.4769610157987661,0.47577283163358863,0.47787334044979835,0.4912269083481846
874.5,0.46913580917798936,0.46664449785606404,0.4694309939645339,0.4841486992316121
874.75,0.4613106025572124,0.45882021176104293,0.4616380587473669,0.4770704901150397
875.0,0.4528332953847041,0.4516479495072737,0.4538451235301997,0.4699922809984672
875.25,0.44500808876392717,0.4457797349360079,0.44540277704493525,0.4629140718818947
875.5,0.4371828821431502,0.4392594965234904,0.437609841827768,0.4558358627653223
875.75,0.4293576755223733,0.4333912819522246,0.430466317878698,0.44940112720480185
876.0,0.42218456945332783,0.426871043539707,0.4233227939296281,0.4423229180882294
876.25,0.4143593628325509,0.4190467574446859,0.41617926998055826,0.4358881825277089
876.5,0.406534156211774,0.41057044750841315,0.40903574603148823,0.42945344696718846
876.75,0.3993610501427286,0.40144211373088856,0.4018922220824184,0.423018711406668
877.0,0.39218794407368307,0.39426985147711924,0.39474869813334845,0.4172274494021997
877.25,0.3863190391081004,0.3870975892233499,0.3882545854523758,0.4114361873977313
877.5,0.3797980335907863,0.3805773508108323,0.38111106150330587,0.4056449253932629
877.75,0.37392912862520367,0.3734050885570631,0.37526636009043046,0.40049713694484645
878.0,0.368060223659621,0.3649287786207902,0.3694216586775551,0.3947058749403781
878.25,0.3621913186940382,0.3564524686845174,0.36357695726467976,0.3895580864919618
878.5,0.3556703131767242,0.3486281825894963,0.35838166711990155,0.38441029804354543
878.75,0.3498014082111415,0.34275996801823055,0.35318637697512345,0.37861903603907704
879.0,0.34328040269382737,0.3381958011294683,0.3473416755622481,0.3734712475906607
879.25,0.3374114977282447,0.33428365808195776,0.3414969741493727,0.3689669326982964
879.5,0.3321946933143935,0.32971949119319544,0.33630168400459454,0.36381914424988004
879.75,0.32697788890054225,0.32515532430443317,0.33045698259171913,0.3599583029135678
880.0,0.32241318503842237,0.31993913357441905,0.32526169244694103,0.35545398802120354
880.25,0.31784848117630254,0.31472294284440505,0.32071581357026013,0.35030619957278714
880.5,0.3126316767624512,0.30885472827313926,0.31552052342548204,0.3451584111243708
880.75,0.3074148723486,0.30363853754312525,0.31032523328070394,0.34001062267595444
881.0,0.3021980679347486,0.29907437065436293,0.3051299431359258,0.33550630778359014
881.25,0.2976333640726288,0.2951622276068524,0.300584064259245,0.33035851933517385
881.5,0.2930686602105089,0.29059806071809013,0.2953887741144668,0.32585420444280955
881.75,0.28915605690012053,0.285381869988076,0.290842895237786,0.3213498895504452
882.0,0.28459135303800065,0.2795136554168103,0.28564760509300785,0.3168455746580809
882.25,0.28002664917588077,0.2742974646867962,0.2804523149482297,0.3123412597657166
882.5,0.27546194531376095,0.2690812739567822,0.27590643607154886,0.3084804184294044
882.75,0.27154934200337244,0.2651691309092717,0.27200996846296527,0.30461957709309206
883.0,0.2669846381412526,0.2625610355442647,0.26876291212247894,0.30075873575677986
883.25,0.26307203483086417,0.26060496402050937,0.2655158557819926,0.29689789442046755
883.5,0.2591594315204757,0.2593009163380059,0.2622687994415063,0.29303705308415534
883.75,0.2558989287618187,0.2573448448142507,0.2596711543691172,0.2891762117478431
884.0,0.25198632545143024,0.25473674944924357,0.2564240980286309,0.2853153704115308
884.25,0.24937792324450458,0.2514766302429848,0.2531770416881446,0.28145452907521856
884.5,0.24611742048584753,0.24626043951297077,0.24992998534765826,0.2788806348510104
884.75,0.24285691772719048,0.240392224941705,0.24668292900717192,0.2756632670707502
885.0,0.24024851552026485,0.23517603421169098,0.2434358726666856,0.27308937284654194
885.25,0.23698801276160783,0.2319159150054322,0.24018881632619926,0.26987200506628173
885.5,0.2343796105546822,0.2293078196404251,0.23694175998571293,0.2666546372860215
885.75,0.23177120834775658,0.22865579579917342,0.23304529237712931,0.26343726950576135
886.0,0.22916280614083093,0.2273517481166699,0.23044764730474027,0.26021990172550113
886.25,0.22590230338217387,0.22604770043416633,0.22720059096425393,0.25764600750129296
886.5,0.22329390117524825,0.22343960506915933,0.22460294589186489,0.25442863972103275
886.75,0.2200333984165912,0.2214835335454041,0.2226547120875731,0.2518547454968246
