cm-1,ambient_CB-1e-6_0000-s,ambient_CB-1e-6_0030-s,ambient_CB-1e-6_0060-s,ambient_CB-1e-6_0120-s,ambient_CB-1e-6_0180-s,ambient_CB-1e-6_0240-s,ambient_CB-1e-6_0300-s,ambient_CB-1e-6_0900-s,ambient_CB-1e-6_1200-s
455.5,2.1467610713576626,2.548078371981249,2.167056766572591,2.2416636992162338,2.175058391886596,2.1807735283008634,2.0736160330049516,2.0651282697583735,2.0932152568231612
456.0,2.1801234804582417,2.508096836837292,2.11013863824683,2.179359513407946,2.1330113604496335,2.125063632439539,2.043373078119135,2.067023392255688,2.057542540487043
456.5,2.294421190024263,2.505248003905616,2.0964220622932856,2.10741375154453,2.119783794679563,2.0798439475013106,2.0314019067876297,2.0516460425532315,2.0249042162631943
457.0,2.534219855945322,2.6503297684193172,2.1767571493578513,2.121047355707551,2.178176075073796,2.0950070786993678,2.088504989283965,2.0691527371087504,2.0598660104447815
457.5,2.4132245052120265,2.5796471817321844,2.285669128886978,2.1560971104541142,2.2468610031384117,2.129444930809066,2.1626845031049653,2.085081631015215,2.1321680069316367
458.0,2.186705848735312,2.413688667065451,2.231776675387257,2.106505998765034,2.218708969192192,2.13829680240214,2.1565192405670484,2.0591580380549606,2.133329670831583
458.5,2.1889916804689693,2.362387078539702,2.1509042166235406,2.0582800328435886,2.1731451282212664,2.1753784779046548,2.123885434850689,2.0505068584221395,2.1004383645086966
459.0,2.4430478269183147,2.3952129651539655,2.154585796931025,2.0742172533477383,2.1762999278446653,2.271990104520945,2.127624460948283,2.094835545888068,2.1051401288881775
459.5,2.449858466938551,2.4651715540159223,2.169025718560538,2.102867635129634,2.170277061792233,2.3475359353837084,2.1177876716279513,2.1313583884675666,2.111106206756685
460.0,2.252281760025259,2.4846193088139876,2.1316909528963772,2.088344334951879,2.118108666358793,2.311271129574939,2.0672234945509866,2.1067633272891246,2.0907739447310205
460.5,2.1625334218297456,2.441893293214359,2.1020887368586725,2.0628996073944057,2.075804057103263,2.256072690640222,2.038858687012756,2.093046554020436,2.0877209935879564
461.0,2.1817233250139467,2.4920419550331294,2.147879135023872,2.0743998937753565,2.088994100607665,2.253410709463571,2.0755551651105146,2.133223094366185,2.132291558899155
461.5,2.266139561896928,2.5445917807586387,2.2336771943741223,2.0993812522809403,2.122941013112271,2.2431582002883497,2.1335118074262724,2.162687369194205,2.1650615714372545
462.0,2.2409345017374713,2.4353183359075663,2.2628256798146933,2.104226253546291,2.1266102727944594,2.181563186246454,2.1366529820191196,2.126964751370857,2.123825409798025
462.5,2.1287324717620906,2.35434463419997,2.2733150872346033,2.1263065576392783,2.118442925362896,2.1291790856295423,2.1192169923862725,2.0946467683676104,2.07997624652695
463.0,2.1026736063296427,2.392229946044164,2.347177991820927,2.1932669542006904,2.123570256362593,2.1262611286278665,2.1368731000705905,2.1079180399876285,2.091083782745066
463.5,2.177271624795075,2.4520689915646794,2.38061292805845,2.234800941202107,2.1087983835345185,2.1425326061045085,2.1592252052204794,2.1059098136555794,2.1168576566234885
464.0,2.2926787785540195,2.4172324073703737,2.2750295161504273,2.179407488667922,2.064435036352446,2.138420579918125,2.1490466237466928,2.0624643034796213,2.0966094570362803
464.5,2.420465252651968,2.4008335245853134,2.1820535405564336,2.1116421105798318,2.0500919672102493,2.1355025357454838,2.151675358532635,2.052151959422157,2.0645607047107397
465.0,2.441447798792562,2.5107545043576676,2.1678321699991665,2.0919137917014243,2.0940740369599236,2.17386313076758,2.195799863382429,2.1096837481726816,2.064373339883547
465.5,2.319342118608829,2.6557500212121203,2.1792459500640367,2.0820829611534895,2.14414591150053,2.209835674620937,2.2202864093750345,2.161319625682319,2.0686532880913115
466.0,2.227373721279327,2.5777776086386086,2.138969092676452,2.0510065688903296,2.134262915530465,2.1840607600905675,2.1710026164330087,2.1152997398392337,2.052450869207893
466.5,2.2541616696592155,2.447579224380915,2.0924725232245294,2.032728661412655,2.098133565154159,2.157774097505153,2.113949004758662,2.0531699501785874,2.0455202625856166
467.0,2.3889487364720314,2.391646273599828,2.0981708316229124,2.045508451633369,2.0950265235431065,2.1704633385132945,2.1051363651067367,2.0465112454173147,2.080650068133392
467.5,2.3356550470015556,2.314188315922939,2.1196704676179126,2.051291692098057,2.103241397387897,2.170530147821132,2.1126317161721677,2.047658326814234,2.122101554857217
468.0,2.1624097073747772,2.1980539743859966,2.1153667952373696,2.020556477832204,2.078948538535821,2.1473989988607642,2.0994645207746188,2.007451165005429,2.112305021647644
468.5,2.0940899926891823,2.1392052031429136,2.1094661481472468,1.9986948708347811,2.0523397985619463,2.1597470068220397,2.0961162610805966,1.9801983059562418,2.0905393568262847
469.0,2.1565644733199107,2.1630260401154198,2.12230857060948,2.0228225608992623,2.05317816751337,2.2295780899048654,2.1241032774446844,2.0119042366168243,2.100382211169912
469.5,2.2751301820346717,2.2074285006774605,2.121871100392325,2.0596634123599755,2.060363658219841,2.287127887329667,2.143125122870692,2.0725082633581953,2.10946643208073
470.0,2.2360939451284265,2.2121254947848463,2.0894106388691775,2.067323623646556,2.0593149787362646,2.2518006522291416,2.1209926691446395,2.0964083199663657,2.081210393965684
470.5,2.1479671584465985,2.2197381942143117,2.0735920026749586,2.078055449338935,2.077050405330724,2.2005248117834824,2.1010801261816088,2.0958113731996666,2.0570002216440137
471.0,2.169290862179224,2.291582771640058,2.102655914418964,2.129059902655384,2.1334691129069867,2.197691676992598,2.1206995603857606,2.1239464413514657,2.068191594206241
471.5,2.2943449434121836,2.3912983078912626,2.140460973156465,2.1880847290278203,2.1815678780053576,2.1980141139050833,2.1454419036658785,2.1398745134828836,2.0793829384979836
472.0,2.4252044839545945,2.3887058517703585,2.144814194527732,2.1894308913669676,2.1521284500172486,2.149467354703941,2.1227116573979936,2.0795712945928173,2.057869944081825
472.5,2.3561161683335823,2.325483249320721,2.149839785017755,2.164838703703964,2.0964426676938968,2.108596351963325,2.1001521466457183,2.011130068611821,2.0400656576425984
473.0,2.2235943332564028,2.311142042502686,2.2039504119524977,2.1678912768184815,2.081069840182303,2.1265730084658405,2.1240405796251363,1.9988242523234636,2.0781452548674064
473.5,2.1703856772684627,2.313351885733415,2.2742826154036884,2.1616435677784946,2.0838807126450867,2.1583660497739663,2.1387076948053316,2.0145861262624094,2.1383929517999714
474.0,2.1567909092147595,2.3008115160482783,2.3112470312821523,2.12450875011579,2.074683433519011,2.1573237578622533,2.1111959232455915,2.0148193806049193,2.156411601078527
474.5,2.1961285009744302,2.324117495515133,2.31652465498691,2.0988925659613766,2.0744064453749735,2.155855004495196,2.0952107335204477,2.014471321584339,2.1563922777016535
475.0,2.261761508806683,2.3994778753766757,2.3318041722717013,2.115426124824005,2.1043212800062476,2.1866245209511743,2.117647551071639,2.0458447387757572,2.171966476177316
475.5,2.231945439824137,2.416180517296465,2.310437960985201,2.1353725918508717,2.1413551872139154,2.2052833248296886,2.13180225618017,2.0832800898282446,2.171019912287433
476.0,2.1593565577879548,2.321656450866882,2.2175453667274687,2.1198244853395742,2.148282986376018,2.1720879049801396,2.101301987786501,2.084177551999884,2.131384458082735
476.5,2.158909370021113,2.259291187564315,2.145833285431482,2.115880335785064,2.1390855633103234,2.1421333433980085,2.072680101015627,2.0777674130301462,2.1178787082361032
477.0,2.2551064497835402,2.275993743408036,2.1365701540027175,2.159375981608829,2.14455517573106,2.1545661457133862,2.0823094569390315,2.105902130361589,2.1572224215432754
477.5,2.2998224849003392,2.307703725420423,2.1457138931490842,2.2043220968501536,2.1381881812155425,2.1727131149422725,2.1012454548556234,2.1283900583666995,2.179708214668459
478.0,2.2169031362043086,2.312657530685053,2.1297267221964082,2.196708953617219,2.1061752385690236,2.151201830628635,2.0904683823137704,2.092251300534577,2.143781383884193
478.5,2.171548679822139,2.3229282341420157,2.1092008347155837,2.1713485092339266,2.091574045205699,2.116897541736163,2.0785813108146245,2.0468119674214478,2.1027971573162523
479.0,2.2274487312563838,2.3691310436889377,2.1221267265956296,2.1732915320000514,2.1193443420593927,2.1064734452607414,2.099993308461342,2.0433081031570337,2.0966244495055837
479.5,2.3087050757989425,2.3881488920815546,2.142364919480496,2.1748079088618564,2.147028837866901,2.1000577856300406,2.119953777950826,2.0652976708972646,2.098206343828418
480.0,2.2515688092696893,2.330071272342621,2.132597315650313,2.1436453852512574,2.1220491093049065,2.0775229477578496,2.0989307130136208,2.0770732168828308,2.072647003889803
480.5,2.150208357804329,2.287429863232019,2.128461017443824,2.1213564690512743,2.080601069340072,2.068804494774458,2.072016240176649,2.090177383150849,2.049532030122253
481.0,2.1307223301066296,2.3166526949874573,2.157524349313102,2.138657593195456,2.068058267637635,2.0944564743011,2.0654227264578826,2.1242077489831708,2.061059996215342
481.5,2.1896103585746896,2.3547942141343716,2.174232336112307,2.1616753580445414,2.0757577013385,2.129063507964643,2.054047774789911,2.1442042259318534,2.088097194776388
