cm-1,CB-5e-3_0,CB-5e-3_20,CB-5e-3_86400,no-agent_86400
556.3718,0.092827914045418,-1.0252816405814442,-0.8461688641975212,-0.7043999637658346
557.3361,0.07813185012115254,-1.0605687816684084,-0.881070617387785,-0.7326235239963775
558.3004,0.0627081063382887,-1.0984453060301957,-0.9192785103335689,-0.7633284199909111
559.2646,0.04601201077244903,-1.139765490251146,-0.9612102728605499,-0.7969944543932483
560.2288,0.027598755653599448,-1.1852587263833567,-1.0074525383081046,-0.8341282818361051
561.1931,0.007149737681988634,-1.2355141706918888,-1.0589121640273838,-0.8752856678266376
562.1573,-0.015498353101206536,-1.2911910973353227,-1.1167240537539653,-0.9211036404699966
563.1216,-0.040442861341848234,-1.3529421420917858,-1.1818195744971398,-0.9723418283996124
564.0858,-0.0677401324114238,-1.4214381962856477,-1.2547549889329368,-1.030031913294376
565.05,-0.09756996759699635,-1.497482918850306,-1.3361169304007319,-1.0955765582588073
566.0143,-0.13038908507232913,-1.5827367346961663,-1.4273791753008105,-1.1704808879340285
566.9786,-0.16701678318624366,-1.6804005878971378,-1.5312868053447664,-1.2556744757779719
567.9428,-0.20838848672391966,-1.7954901897830293,-1.651688902497769,-1.351324440089992
568.907,-0.2552637129693083,-1.93468333618917,-1.7929337998049109,-1.4577095469127759
569.8713,-0.30811109049990143,-2.1067240188663856,-1.960847869260811,-1.5776199298826945
570.8356,-0.36781015682184265,-2.325760286151719,-2.1659468198445095,-1.719333774525919
571.7998,-0.41005727503360223,-2.4975097098866295,-2.3143746454424114,-1.818430332939852
572.764,-0.4579902367486185,-2.710238685945578,-2.4946245324035172,-1.9408008527351532
573.7283,-0.5153124903879422,-2.9841436570543873,-2.719673279075239,-2.096048806416599
574.6926,-0.5858598730909967,-3.3538383835829824,-3.0027177379095864,-2.2923552177084097
575.6568,-0.6724842394122069,-3.8936154705556305,-3.3567757342904216,-2.5369531644634136
576.6211,-0.7770408637785945,-4.876180831612108,-3.7979160132212866,-2.8390475791405674
577.5853,-0.9017826448647499,14.231264624073281,-4.355656728200298,-3.2172447701555447
578.5496,-1.0530789001109957,14.255266518392869,-5.100518026699227,-3.717919888921435
579.5138,-1.2483802033501599,14.279268412712455,-6.255317743680471,-4.4889924160431205
580.4781,-1.5364493507724568,14.303270307032042,-10.418554916142863,-7.2539205144100904
581.4423,-2.118341973941749,14.327280499327193,18.590181322109203,12.330408000226754
582.4066,8.519955051570355,14.35128239364678,18.62100488131256,12.350847310200677
583.3708,8.533205375718897,14.375284287966366,-10.495387366222797,-7.312447250748558
584.3351,8.546457990329694,14.399290331273736,-6.086440870914623,-4.389346805119257
585.2993,8.559708314478236,14.423292225593322,-4.855943074770367,-3.5726965599917624
586.2635,8.572960929089033,-4.985904962498156,-4.054588612716477,-3.039263074711574
587.2278,8.586211253237575,-3.5084159766852387,-3.1897424140715684,-2.45540120095657
588.1921,8.599463867848373,-2.8824859882143437,-2.640235345771373,-2.079175157916433
589.1563,8.612714191996915,-2.4615238792571557,-2.2390463424261084,-1.799872075451688
590.1205,8.625966806607714,-2.1339388893244493,-1.924647104189168,-1.5769899680904127
591.0848,8.639219421218511,-1.8636327502178545,-1.66619009501771,-1.390555549192403
592.0491,-2.100151122707917,-1.6359487476982404,-1.4458147007707534,-1.2292835637900346
593.0133,-1.480466788506423,-1.4433282558241334,-1.253558278233356,-1.0869856883881774
593.9775,-1.1553029177162986,-1.2797137524336333,-1.084213590688242,-0.9603587750361626
594.9418,-0.933266651891304,-1.1396688188358226,-0.9354016028399407,-0.8476857097067944
595.9061,-0.7674264194145636,-1.0183549054791885,-0.805936260361975,-0.7479750887045356
596.8703,-0.6375654551871821,-0.9122391492672526,-0.6947615166797375,-0.660435484988045
597.8345,-0.5326281559939169,-0.8190927139634578,-0.6005916803782289,-0.5842560391555918
598.7988,-0.4460482246404649,-0.7379360235524448,-0.5219587827805059,-0.5186591034759289
599.7631,-0.3743196505522068,-0.6684384037079781,-0.45727337255623934,-0.46292815382412816
600.7273,-0.31590049453868474,-0.6104243522468741,-0.4051204964846784,-0.41653215678807537
601.6915,-0.2702112696492366,-0.5633491070733395,-0.3640212631064483,-0.3790107420843475
602.6558,-0.22693550483849526,-0.5258400585594148,-0.3324436589422503,-0.34897043281515444
603.6201,-0.1956819183148528,-0.4970241352061075,-0.30907295396037715,-0.32663120330011186
604.5843,-0.17323951104220897,-0.47479680445081285,-0.2918532673797368,-0.3102764694854894
605.5485,-0.15657731431775185,-0.45728367808320086,-0.278766548543757,-0.2980043332625641
606.5128,-0.14333867152671326,-0.44290440665706055,-0.26796109278001873,-0.2880432346634837
607.4771,-0.13221916441453918,-0.4304533358127845,-0.25784995300587243,-0.2791296462841213
608.4413,-0.12258570921378673,-0.4187756777809742,-0.24731655444747963,-0.27060933354748956
609.4055,-0.11393829801406223,-0.40668117094669387,-0.23569897648948454,-0.2621773850532862
610.3698,-0.10524324519942177,-0.3929714631688327,-0.22267299898019757,-0.25351927921570677
611.334,-0.09488577487967975,-0.3768073801785783,-0.20806209909915072,-0.2440196108469797
612.2983,-0.08093067549509521,-0.35798508220619496,-0.19165986289931927,-0.2327880245255963
613.2625,-0.061832343115601054,-0.33691411583565606,-0.17334779151178656,-0.21907803496006284
614.2268,-0.036819579099743024,-0.3139482652551434,-0.1529570879865851,-0.20235610019719671
615.191,-0.005967968701955262,-0.2887558188914761,-0.13005089430831582,-0.18213566926439478
616.1553,0.030189955603339407,-0.2601528630810251,-0.10400581265039395,-0.15785440498353262
617.1195,0.07065486513403055,-0.2270697057938032,-0.07440773635399754,-0.1291902248140359
618.0838,0.11480444129527648,-0.19201926445980946,-0.043635418320710266,-0.09798672978345739
619.048,0.1588985882699373,-0.15435341739962272,-0.011264873433842762,-0.06447166715556875
620.0123,0.20118120864665837,-0.11649921874109087,0.020914709247000823,-0.030605164990290996
620.9765,0.24044751927900337,-0.08061317541676516,0.05146581695920843,0.0017939756164685582
621.9408,0.27615834535200845,-0.04791674528071507,0.07950844108366412,0.03141736465343951
622.905,0.3082426596311279,-0.018766164572901544,0.10460574491771507,0.05756556999326116
623.8693,0.33688324100435724,0.006978636534199918,0.1266686997922638,0.08009891112281836
624.8336,0.36226007399574006,0.02957547614137052,0.1458863497661755,0.09930461952761502
625.7978,0.38447966510016085,0.0492076980187023,0.16261797445865203,0.11567899769201359
626.762,0.40356239943169453,0.06605038945060085,0.1772246117904573,0.1296486742554871
627.7263,0.4195387172337175,0.0803193392916145,0.18994650969322127,0.1415206451806343
628.6906,0.43259082477866156,0.09233227702609828,0.2008405731993194,0.15152067916362358
629.6548,0.44313228793139436,0.10243029093962056,0.20992790192749758,0.15991150171692864
630.619,0.45176368879995227,0.11088916425005917,0.21731218238805797,0.16699283050089322
631.5833,0.45912855565966354,0.1178877598207014,0.22322519069601277,0.17303166614727683
632.5475,0.4657130391242754,0.12359116587539806,0.22802769836279835,0.17822494679574183
633.5118,0.47155816137278544,0.12763037144080697,0.23171821349618016,0.18234453653530872
634.476,0.47699200821868315,0.13099022174677097,0.23515212316521733,0.18599534707913837
635.4402,0.4820769031399429,0.13403213511899073,0.2384890065571425,0.18934092823858648
636.4045,0.48695102972444404,0.1370982785798581,0.24169630845212284,0.19250868563468324
637.3688,0.49179664005386314,0.14041983372859304,0.24463602881846142,0.19556931772768418
638.333,0.4966999998081323,0.14406019709850643,0.24726991127671483,0.19857006281911935
639.2972,0.501580099918196,0.14794526776780942,0.249731959718666,0.20155536801693547
640.2615,0.5062377961432426,0.15191248839519847,0.2522795788366424,0.20456713655644648
641.2258,0.5105004563430691,0.15581772314512263,0.25515546752808793,0.20763797947154328
642.19,0.5143497373507014,0.15960500217240098,0.25847572697797083,0.21080481824696706
643.1542,0.517932898023568,0.16330262157370765,0.2621991170223785,0.21412764587897662
644.1185,0.5214729043261235,0.1670183720516222,0.2662021835789011,0.21766963520462185
645.0828,0.5251541833630023,0.17089651391132907,0.2703897119538541,0.22147219481731578
646.047,0.5290606652297745,0.17511101421053268,0.27479004809969415,0.22556058678556554
647.0112,0.5331906435320596,0.17986023605509646,0.27954945073727405,0.22998166076369334
647.9755,0.537528403408322,0.18534378724721837,0.2848824326571774,0.2348748351046069
648.9398,0.542115026589578,0.19164190921060464,0.29093381396988777,0.24045040327929118
649.904,0.5471825139976954,0.19903851717918605,0.29795476538946686,0.24708086597064166
650.8683,0.5530545949869535,0.2077410605420688,0.3061292691975553,0.25508138073262104
651.8325,0.560108096407641,0.21808062852426638,0.3157376412886542,0.26476664580885545
652.7968,0.568692153421376,0.23054999640466156,0.32718610260548864,0.27650856124564654
653.761,0.5790422942619001,0.2456931379713687,0.340911457881592,0.29072856194250857
654.7253,0.5911896463112666,0.2637884088146905,0.357096144224505,0.3076707183459408
655.6895,0.604804886906368,0.28443555608328547,0.3753179561318467,0.32702838780898774
656.6537,0.6190782689259884,0.30624885934780194,0.3943245566364334,0.34761255719672757
657.618,0.6327310731020813,0.3269568722671606,0.41214659470677806,0.36736184171898106
658.5823,0.6442831111065995,0.3440017438736821,0.4266433648318809,0.3838701618438138
659.5465,0.6525534206005649,0.3554741099900329,0.4362744349976915,0.39525929161061424
660.5107,0.6571213810953623,0.36086986860068504,0.4407144128514785,0.4009533265205492
661.475,0.6585149899501488,0.36126236284487395,0.44097192410753694,0.4018991524980806
662.4393,0.6579837172299664,0.3587833426450549,0.43891689583629356,0.40010324908239436
663.4035,0.6569756160774172,0.35568404877180837,0.4364625199829773,0.3977215483298583
664.3677,0.6566310160310648,0.3535319688092207,0.4348940617076631,0.39628249371406243
665.332,0.6574948638707575,0.3529643872806261,0.4346616994921301,0.3963796555160128
666.2963,0.6593830980496368,0.3536896303449414,0.4354916711113362,0.3977003493912509
667.2605,0.661315171676088,0.3546297909763707,0.4366243370085617,0.3991570697892195
668.2247,0.662066076821958,0.35462813138125787,0.4373690576429357,0.39959094139938334
669.189,0.6614159749199561,0.35369087504127605,0.4378120430728695,0.398972992338979
670.1533,0.6603742497814948,0.3529627276855133,0.4386772340051843,0.39839249473678096
671.1175,0.6600554632447629,0.35345977642181176,0.4405476938942662,0.39885498491406474
672.0817,0.6610000269743425,0.3555500364664458,0.44359829382275207,0.4007423970814061
673.046,0.663248024059706,0.35917957097824776,0.4477394136928371,0.4040024405235735
674.0103,0.6665844029996769,0.36409695129762104,0.4527620820279516,0.4084079332818249
674.9745,0.6707204510269393,0.3699735775922214,0.45843233815659695,0.4137140276152454
675.9387,0.6754180516854027,0.3765003502722805,0.46457483145934664,0.4197532519088368
676.903,0.6805319667634409,0.38345944747923694,0.47110596268919974,0.42645140987747343
677.8672,0.6859728911377082,0.39073594225152586,0.47799962373205135,0.43376115722493225
678.8315,0.6916718818943121,0.39828336592598745,0.4852317311846864,0.4416022913001486
679.7957,0.6975680814511216,0.4060701861954777,0.4927394124457912,0.4498568046782085
680.76,0.7035665501476428,0.4139914336691086,0.5003666049312576,0.4583275472300633
681.7242,0.7095357696411603,0.4218446377431128,0.50788787306807,0.46676331153321604
682.6885,0.7152736524468639,0.4293136455484923,0.515020503277779,0.47483692730182636
683.6527,0.7205133139027333,0.43601094162639664,0.5214603626719964,0.4821537409621543
684.617,0.7249722483941652,0.44155108501186674,0.526916532264982,0.488318745624816
685.5812,0.728425692860019,0.44563410388825486,0.531147698487796,0.4930196102609965
686.5455,0.7307566504882796,0.4481243263550857,0.5340045655532508,0.4961047624596533
687.5097,0.7319750160758914,0.44908066803886526,0.5354650747690214,0.4976091804694885
688.474,0.7321978551487369,0.4487429404334003,0.5356504956610312,0.49772153484410747
689.4382,0.7316091147305622,0.44746795648795373,0.534805445273883,0.4967350775675786
690.4025,0.7304278088222458,0.4456548488271655,0.5332594186639527,0.49499676460177566
691.3667,0.7288844953544347,0.44367121776853213,0.5313691379208973,0.4928687444812409
692.331,0.7272082892665546,0.4418020987726852,0.5294660162482517,0.49068984690804845
693.2952,0.7256155705278906,0.44023419628982063,0.5278077780295362,0.48874131113438923
694.2595,0.7242877437490844,0.4390658413303746,0.5265510186675144,0.4872114543982253
695.2237,0.7233622366654714,0.43834931114040165,0.5257671358619832,0.486196025238933
696.188,0.7228719403150415,0.4380646905785481,0.5254100407992677,0.48565933877652356
697.1522,0.7227705644556095,0.4381547236134201,0.5253789774716695,0.4854925737928124
698.1165,0.7229292934899214,0.4384849830408772,0.5255146863831491,0.48552366556943644
699.0807,0.723161821218108,0.43881856165855987,0.5256117126602612,0.4855296719353753
700.045,0.7232534168037087,0.43883100862190627,0.5254293288345859,0.48525019926140167
701.0092,0.7229802333704856,0.4381543087146419,0.5247125278977446,0.48439835524502944
701.9734,0.7221175307619204,0.43642749999972186,0.5231991097895127,0.48267064174853025
702.9377,0.7204407520584766,0.43333028062036644,0.5206301246434627,0.47976038079338407
703.902,0.7177388998771694,0.42860707292919653,0.5167611152605887,0.47537926681453113
704.8662,0.7138445185224935,0.42208113004669384,0.5113999472338251,0.4693008244845161
705.8304,0.708676800486072,0.4136960257390214,0.5044680298115302,0.461425772107528
706.7947,0.7022854946080958,0.40356461247385295,0.4960650000822261,0.4518537446950212
707.759,0.6948762385898715,0.39200304312018647,0.4865103361115714,0.44091827221441804
708.7232,0.6868034127515823,0.3795320156446785,0.47631735539198633,0.42916946712257953
709.6874,0.6785245140241584,0.366827815055815,0.4661257067190392,0.4172917018208796
710.6517,0.6705352900581981,0.3546443124336081,0.4566010404386723,0.40600892006275946
711.616,0.6632589953739101,0.3436494948109797,0.44829887328079776,0.3959267048611024
712.5802,0.6570219521288476,0.33436862404114676,0.44163235283065816,0.38750259997418374
713.5444,0.652021666883309,0.3271182678918852,0.4368342142768452,0.3810040653440997
