Sample,Amplitude,Amplitude Error,Agent Loading,Time Value
laser-disk-center_CB-5e-3_0-s,-0.000378795797141306,8.746573241878646e-05,5e-3,0.0
laser-disk-center_CB-5e-3_1-s,-0.007181263936030515,9.524157608016345e-05,5e-3,1.0
laser-disk-center_CB-5e-3_3-s,-0.0006386912008654502,0.00014436785888823512,5e-3,3.0
laser-disk-center_CB-5e-3_4-s,0.0001546154517527992,0.00011765205619599707,5e-3,4.0
laser-disk-center_CB-5e-3_5-s,-0.000816611712314343,9.383873157037721e-05,5e-3,5.0
