cm-1,CB-5e-3_0,no-agent_0,CB-5e-3_60,no-agent_60,CB-5e-3_300,no-agent_300,CB-5e-3_3600,no-agent_3600
1336.449,-0.04338852759358834,0.13625673191530943,-0.03091824635941204,-0.013009643483699644,-0.0254101279755988,-0.002319394878214463,0.0070508361309212595,0.003737030841495039
1337.414,-0.04336773663557382,0.13618731342477652,-0.03088677594170231,-0.013001082307394647,-0.025296662192486857,-0.0021730587429979646,0.007108648758379209,0.0037116530294755475
1338.378,-0.04333857252723264,0.13613942965701273,-0.03083569352455029,-0.012983474705925247,-0.025176534326930147,-0.0020671768427901675,0.007151203834245928,0.0037004779473731276
1339.342,-0.04329858718647775,0.13612856139665938,-0.030758824310278255,-0.012948814073111476,-0.025050059951254994,-0.002014235892686263,0.007187946509506454,0.00370965954450994
1340.307,-0.0432527477363843,0.1361553140375292,-0.030656975232673644,-0.012894986110351692,-0.02492200771394819,-0.002004096816123949,0.0072300172186559875,0.003736486545258699
1341.271,-0.043208859656070374,0.13619737449337949,-0.030538355965921592,-0.012825318238396012,-0.024801669466840596,-0.002007295048328168,0.007286549734075665,0.0037720733135611028
1342.235,-0.043172741575423994,0.13622732707297405,-0.03041549152576611,-0.012750659235315147,-0.024698687697681205,-0.0019904532936357317,0.007358685777313146,0.003804142567436138
1343.199,-0.04314006500147967,0.13623643680844266,-0.03029774936095692,-0.012681788557914185,-0.024617690800589554,-0.0019328170664660615,0.007441131912102069,0.003825295279921022
1344.163,-0.0431044436331408,0.13623831064643463,-0.030192777800435732,-0.01262917371730288,-0.024554891907649663,-0.0018348967230219615,0.007526761028175336,0.0038382869507122305
1345.128,-0.04306122966238707,0.13624413395834808,-0.030103874747507694,-0.012595448921575082,-0.02450043814956164,-0.001715847632781892,0.007607927050925993,0.0038494076031910154
1346.092,-0.04301443226712914,0.13624690147292084,-0.030032618985669952,-0.012577771998840062,-0.024446931108452603,-0.001597615112466305,0.0076792327512197325,0.0038657500976872175
1347.056,-0.042971005419672186,0.13622363705354373,-0.029976063452394494,-0.012567824397222508,-0.024391109870283815,-0.001494421088259923,0.007738117904980013,0.0038887330062668036
1348.021,-0.04293332624320219,0.13616747957033853,-0.02992789301369276,-0.012557564849909634,-0.02433143163701542,-0.001402454900515169,0.0077872811267739985,0.003914182257167319
1348.985,-0.04289742103925903,0.13609774396876081,-0.029879371734213886,-0.012541828922612179,-0.024262742060650676,-0.0013043304145899438,0.007831116314678976,0.003936069769571263
1349.949,-0.04285647775333965,0.1360471503429779,-0.029820676072197863,-0.01251867561989258,-0.02417641549760321,-0.001178782788700877,0.007872252888016802,0.003953327362114813
1350.913,-0.04280261994742491,0.13602852727616552,-0.029746508331909827,-0.012487169104664861,-0.024064737957673808,-0.0010068948195974682,0.007915499916336634,0.003969020102978881
1351.877,-0.04273141269019771,0.1360237994387704,-0.02965595632732922,-0.012446477521741496,-0.023929392493269575,-0.0007846517051510165,0.00796791531466027,0.003992142487469027
1352.842,-0.04263710831067111,0.13600203408978687,-0.029553054727393172,-0.012393238789739542,-0.023781774771730244,-0.0005193345271881546,0.00804271537484225,0.004028280355710733
1353.806,-0.04251686845280215,0.13594884591909198,-0.029443767825313136,-0.012324160148541697,-0.023639697097697615,-0.00022758089792019944,0.00815021018843402,0.004080413729597966
1354.77,-0.04237108339054675,0.13587464193461038,-0.029334516007310796,-0.0122383404216948,-0.023516027809367634,7.846270502618996e-05,0.008292717796153527,0.004147035588926354
1355.734,-0.042206458740056366,0.1358037820302375,-0.0292268078887279,-0.012136888749448892,-0.02341553555522708,0.00039474745577545875,0.00846252292814851,0.004225363219187595
1356.699,-0.04203214819956945,0.13575013260711383,-0.029116222875772424,-0.012023895086476003,-0.02333246990621837,0.0007302556234968941,0.008643676080374616,0.004314039281642314
1357.663,-0.04185712807007181,0.1357097441913179,-0.02899307776299523,-0.01190254821099499,-0.02325091199165768,0.001101284582933287,0.00882569417316712,0.004415560735274725
1358.627,-0.04168193054332147,0.1356728728252915,-0.02884625089776087,-0.01176959002352136,-0.023151015818577977,0.0015255947299421164,0.009010791454376003,0.004532302072415875
1359.591,-0.041497153564926226,0.13564577424510008,-0.028669602566469377,-0.011621207854445611,-0.023018054678417135,0.00201026300386889,0.009213152949290154,0.004665076335568811
1360.556,-0.0412895987792864,0.1356545668695239,-0.028460852304069285,-0.011449845685814329,-0.022844384708159568,0.0025485527028366326,0.009449420114407055,0.004815322507908357
1361.52,-0.041044435776077644,0.13572949156092548,-0.02822161397813547,-0.011251517544853932,-0.0226331265674768,0.003117531821466142,0.009728415343503948,0.004985261998449087
1362.484,-0.04075506537750015,0.13588259853900703,-0.027954729398962784,-0.011023415920306501,-0.02239122284754809,0.0036919547395921994,0.010047370826768362,0.005179177738200731
1363.448,-0.04042159402190549,0.13610062679644075,-0.027659005707908944,-0.010763253210406335,-0.022121338381351358,0.004260967881968568,0.010401442897028487,0.005405502916975129
1364.413,-0.040050869243247286,0.1363603695704032,-0.027329811806715662,-0.010469677650473696,-0.02182161479852043,0.004838623056045697,0.01079153109247336,0.005672378165357085
1365.377,-0.039648851589215696,0.1366479316314771,-0.026960165963917797,-0.010141268154563218,-0.021484443299631537,0.005461359694703594,0.01122749573555991,0.005986607186300883
1366.341,-0.03921898256651276,0.13696463908039513,-0.026545121324557615,-0.009778336668370226,-0.02110379294689258,0.0061672843944180645,0.011719370136858342,0.006349040442675816
1367.305,-0.038760800942281536,0.13731256755308688,-0.026085309402033994,-0.009384418576441714,-0.020680750711649813,0.006977866139453611,0.012265597403349131,0.006753622638852562
1368.27,-0.03827679027805958,0.13767998394089503,-0.025591290503738925,-0.00896779777002019,-0.020227834296181028,0.007888205510263348,0.012849570676157473,0.007183752739622661
1369.234,-0.037779936052743324,0.1380374545732074,-0.02508099259338443,-0.00854240782349678,-0.019766748063819454,0.008872818720454072,0.013440567266364957,0.007613610692274585
1370.198,-0.03729514484060955,0.13835191341653508,-0.024578904357215065,-0.0081274160668175,-0.01932249235552887,0.009897443856944401,0.014007068739732089,0.008013770481531046
1371.162,-0.036851190476043544,0.13860891750420162,-0.02410726910050173,-0.0077406380652486305,-0.018913650874971013,0.01092536929687951,0.014526344458173957,0.008361439702495171
1372.127,-0.03646368391728146,0.1388164522688804,-0.02367878725937697,-0.007392021420407725,-0.01854625455993797,0.011921482533506687,0.014991959263876588,0.00865178772606942
1373.091,-0.03612457132905148,0.13899988659415488,-0.023291774798110527,-0.007078030747747768,-0.018215920461452918,0.012857645928178153,0.015417475424921067,0.00890080325419637
1374.055,-0.03580351778114468,0.1391864343733237,-0.022927917828135518,-0.006782791477440071,-0.01790851795201459,0.013721440813292437,0.01583036345369616,0.00913716389482834
1375.019,-0.035462063549179274,0.13939763032915597,-0.02255662303368507,-0.006482491754741557,-0.017604130911472324,0.014525796212653812,0.016262591553535873,0.009395976755209461
1375.984,-0.03506668055239804,0.13964837868075702,-0.022144104447920327,-0.006148987145807456,-0.01727320073192643,0.015306811321673757,0.016739761965205567,0.009705579258144347
1376.948,-0.034595442490369305,0.13995485209141129,-0.021658610980509835,-0.005755692945269594,-0.016881645602133143,0.016107968488830907,0.017276544080711307,0.010088219512293514
1377.912,-0.034034689774636404,0.14033348267889442,-0.02107849575550388,-0.005278381370791157,-0.0163965758729704,0.016964039983409458,0.01788255603915143,0.010556926608814422
1378.876,-0.03337367213168674,0.14079790621813248,-0.020392531868033872,-0.004700484639887153,-0.015792921076290788,0.01788645778435216,0.01856751977249224,0.011119388732045425
1379.841,-0.03260351969888611,0.14135691533354938,-0.01959959662761297,-0.004012609721065058,-0.015061810123365228,0.018865150862590392,0.019341088017454725,0.01178030043702498
1380.805,-0.03171891055865403,0.14201564145841528,-0.018706005168229733,-0.0032159350758405323,-0.014208747998108593,0.01987606442909879,0.020206789731549775,0.012540784334740544
1381.769,-0.030718922245276517,0.1427743152189447,-0.01771870413727159,-0.0023181553646982357,-0.013248110773164868,0.02089490552862404,0.02115587171624545,0.013398561184702425
1382.733,-0.02960788325171906,0.14362841057568007,-0.01664151769920942,-0.001328767601029146,-0.012192626532362721,0.02191027620597025,0.02217387216527162,0.014349242598505113
1383.698,-0.028386928920398853,0.1445732285195031,-0.015467499206655787,-0.00024690526901291124,-0.011044293900435613,0.022927620260633948,0.023255186263758016,0.015393066705752002
1384.662,-0.02704601856681398,0.14561312212021052,-0.014174966699583241,0.0009477774228121452,-0.009784809682456316,0.023970958457893654,0.02441590190623963,0.01654527380106071
1385.626,-0.025555491370315746,0.14677867817948642,-0.0127266608874592,0.0022942043650958917,-0.008375323418694297,0.025086086761014037,0.02570058083069719,0.017840732862071947
1386.59,-0.023865569661801138,0.14812299838319534,-0.0110728676321625,0.003845094380348067,-0.006762889085509556,0.026354594114949587,0.027174439555837027,0.019329961383221315
1387.555,-0.021916967279423293,0.14971025447549266,-0.009158083922749114,0.005653408915508124,-0.00489659434758734,0.027922884702410493,0.028917709968598083,0.021068681691704432
1388.519,-0.01965249134891701,0.1515908671125005,-0.00692985906303618,0.007764588060194916,-0.0027349589758110097,0.030014494540223643,0.03101754348045049,0.023103975411964968
1389.483,-0.017024918721617915,0.1537886484508552,-0.004345390478212222,0.0102132924472222,-0.00024400634971225084,0.032876061769329376,0.033559015645505,0.025470473392040255
1390.447,-0.014001111590724712,0.15631020016594377,-0.0013732077505675367,0.013029087596380136,0.0026130101749305937,0.03664844470170078,0.036600354262691454,0.02819617286958718
1391.412,-0.010558966258553012,0.15915690601505258,0.00201037087235504,0.016236929163294646,0.005881357695150149,0.041217833904113245,0.04013892991268799,0.03130648567514002
1392.376,-0.006695537930708277,0.16233014975546806,0.0058150285960046465,0.019847111355911388,0.009603287839082954,0.04617522991564194,0.044090912555799444,0.0348177066772743
1393.34,-0.0024438579756401904,0.1658143929459953,0.010018872955887569,0.02383779797555772,0.013781465439706916,0.05096420838024628,0.04830282713792442,0.03871479969246103
1394.304,0.0021119518294286676,0.16955299378837885,0.014546332848607199,0.02813526585623874,0.018339907693559882,0.05515903015354959,0.05260213531487811,0.042924488839882514
1395.269,0.0068307187508127015,0.17343213536298707,0.019255387927576053,0.0326062448647855,0.023109117197810215,0.058680760142851965,0.05684736740762069,0.04730359019086579
1396.233,0.011530007453852072,0.17729661487601514,0.023953356437987183,0.03707226740283988,0.027853536742647653,0.061774777610460165,0.06094798143766175,0.05166013726655559
1397.197,0.016020251234329066,0.1809851928924964,0.028434856188901087,0.041343947772707446,0.032335014412467646,0.06477849605391943,0.06484107892701294,0.05579206008920958
1398.161,0.020139841195048937,0.1843681594637997,0.03252867688107196,0.04525744516307752,0.03637174548371165,0.06788105348198782,0.0684609243926281,0.059534641010304416
1399.126,0.02379362144967219,0.18736869588073776,0.036137004105832336,0.048713387539672984,0.03987256461766178,0.07105223680745956,0.07173430926496743,0.0627929683736278
1400.09,0.026971054601389398,0.18997253502912248,0.03925461033560279,0.05169621227836048,0.042844028705987386,0.07415067736215872,0.07461168974838772,0.06555496560643587
1401.054,0.029747215167536287,0.19222752319995787,0.04196432907786681,0.05427645376691603,0.045367415154514604,0.07706586601630541,0.07710559018229043,0.06788679871995905
1402.018,0.03225312875894496,0.1942327062804091,0.04440653172755927,0.05658499055484443,0.04757070607336664,0.0797742583370771,0.07928970350293253,0.06990464094214183
1402.983,0.03463227427358594,0.1961128081668369,0.046726957543505386,0.05876750128186196,0.04959222733225195,0.08229654076256065,0.08127449991945418,0.07174027999920879
1403.947,0.03699002567955326,0.1979741527619955,0.04902980623651666,0.060936806307777446,0.051547443339015925,0.08464261420309044,0.08316173104008628,0.0735040039160489
1404.911,0.03936317516705351,0.199861412334785,0.05134549570197133,0.06313591947791276,0.05350704229475669,0.0867958410464551,0.08501325741413755,0.07526412187032326
1405.875,0.04170936027214586,0.2017363112073312,0.05362873239554032,0.06532868975224318,0.055481122513916896,0.08873226857486988,0.08684347165263277,0.0770409429153504
1406.84,0.043918736615968616,0.20349227902394157,0.05577296597320523,0.06741574509649159,0.05742318967375039,0.09042954318665206,0.08862313876442782,0.07881201483138113
1407.804,0.04584161639670735,0.20499502213997384,0.05764112294333629,0.0692614931150905,0.059241377163703035,0.09185768996082377,0.09028562372828743,0.08051906390261206
1408.768,0.04731951290881451,0.20611788352130986,0.05908925333507178,0.07072628611843328,0.060814435083280015,0.09295543212930206,0.09173062803613227,0.08207064836133747
1409.732,0.04821178561036254,0.20675963555679633,0.05998523051173958,0.07168139451624955,0.06200540504285364,0.09362501946737711,0.09282495084073726,0.08334273670270072
1410.697,0.04840678067051236,0.20683578256713422,0.06021766252659681,0.07201448319758988,0.0626710172062696,0.09374097239665352,0.09341598202856742,0.08418299401755533
1411.661,0.047821937407865035,0.20627308343228704,0.0596952956935086,0.07162576420058345,0.06266982504414789,0.09317607612764639,0.09335021194789862,0.08442656658331883
1412.625,0.04639981459200159,0.20500953717734233,0.05834908454753316,0.07043579535482106,0.06187493341771164,0.09182533337756618,0.09250042514022526,0.08392101743530045
1413.589,0.04410667126546163,0.20300874810284084,0.05613306894686479,0.06839286299614458,0.0601905485941234,0.08963539491134669,0.09078881155219433,0.082551466049117
1414.554,0.040944565236376296,0.20026968127364558,0.053037214845277195,0.06549419427392893,0.05757333197390039,0.08661653590053767,0.0881916026170412,0.08026552391202049
1415.518,0.036960400338355084,0.19683199863297704,0.04909997439194526,0.06178765552208989,0.0540444619664986,0.08282962482825983,0.08474038596425074,0.07708084663317728
1416.482,0.032254370539713736,0.19278179294666892,0.04441902165922556,0.05737327732692803,0.04969485846549319,0.0783499562462998,0.08050996165400487,0.0730844875918875
1417.446,0.02698116624479236,0.1882574803029458,0.039151533315278195,0.05239334158614386,0.04468427119519137,0.07324670043201055,0.07561865355578667,0.06842374695711147
1418.411,0.021343517033957773,0.18344937057109884,0.03350675079959123,0.04702614259493144,0.03923079569667974,0.06760559722746266,0.07023709714453488,0.06329776911432121
1419.375,0.015571116869984716,0.17857331259083575,0.02772450886741963,0.04148220903700158,0.03358594311404418,0.06157791621116636,0.0645896234055501,0.05793893453792044
1420.339,0.00988780560630935,0.17382292860045187,0.022035871254589796,0.035983230319831194,0.027993685919130484,0.055409649072871776,0.05893100923207015,0.05258084836884464
1421.303,0.004474883235174354,0.16933214612547412,0.016629976224059515,0.030730030149943265,0.022650625671242926,0.04939809531258399,0.05349779857019315,0.04742343741840557
1422.268,-0.0005408112077514967,0.16517071518161863,0.011634003557543108,0.02587528861488244,0.01768790020376798,0.04380642861221409,0.048465989526369484,0.04261019178190918
1423.232,-0.005079023205354147,0.16137578965202443,0.007125313646400632,0.021510371142745816,0.013188785547265264,0.03879860940784865,0.04393698773260351,0.038233335652900824
1424.196,-0.00909043632138755,0.15797906910986015,0.003146428392821809,0.017677286420503705,0.009202195412316098,0.03443087895303633,0.039948262414231515,0.034345597729276235
1425.16,-0.012551669597948005,0.15500906472088033,-0.00028539083695793043,0.014380332366624999,0.005753761284536932,0.030694016812379862,0.03649756472578088,0.030972457878599247
1426.125,-0.015465064678770932,0.15247183042321288,-0.003179757080232296,0.011600722918124641,0.0028398014867872254,0.027551651600492968,0.033559673000335466,0.02811493665631299
1427.089,-0.017857550466813712,0.15034767650380385,-0.005567053148301887,0.009304767939907645,0.0004325105907580286,0.024960096826415874,0.031100439384333944,0.025748914935444494
1428.053,-0.01976716093305169,0.1486026432525835,-0.007491800735786123,0.0074509093332302875,-0.001510713667605356,0.022864744376448847,0.029087272917234484,0.02383465909074075
1429.017,-0.02123906141801815,0.14720888255416364,-0.008995749895165042,0.00599609859213788,-0.0030314917717868114,0.021207141453497756,0.027490973205515544,0.022326005997656884
1429.982,-0.022314691919939948,0.14614961635144705,-0.010117177355224955,0.004901030559019599,-0.004165658712620845,0.019938838242043327,0.026288463634865648,0.021180296438669526
1430.946,-0.02303999832726215,0.14540578915346936,-0.010888220131152131,0.004133713469788337,-0.004943474369843413,0.019045714887141414,0.025455941040897576,0.020365961232070778
1431.91,-0.023455994884805226,0.1449429511694552,-0.011337541914439182,0.0036736282298183444,-0.0053929896169061745,0.01855151996409569,0.024968495135299095,0.019860139935934225
1432.874,-0.023594187344645755,0.14471719693383922,-0.011488578868999243,0.0035047269661168377,-0.005536364643835951,0.018491297932165165,0.024801319422625954,0.019648340662967233
1433.839,-0.023464368035131893,0.14469860269530363,-0.011354171767275758,0.0036166808101053202,-0.0053899040208264986,0.018860217419296648,0.024928707869244848,0.019723317469523487
1434.803,-0.023059015312749842,0.14488979182703715,-0.010938811371216156,0.00399725455840052,-0.00496521379676845,0.01957056520610206,0.025322601803181875,0.02007772235641236
1435.767,-0.022368833561458985,0.1453193043230712,-0.010245795584125573,0.004630816265603446,-0.004272848112797983,0.020466920816955052,0.025948576589894433,0.020699920991582015
1436.731,-0.021407411410814887,0.14600743529027246,-0.009291578838452032,0.005495668375572657,-0.003336019066696336,0.0213953608210908,0.026769197601668883,0.02156538602588224
1437.696,-0.0202211559821196,0.14693068968304956,-0.008116016646478964,0.0065597498029554184,-0.0021959965060292744,0.02228304037649616,0.027748587103811107,0.022632002538025997
1438.66,-0.018887802751499046,0.14801428695138485,-0.006783979467900107,0.007775194213835926,-0.000914211843655909,0.02315598764951401,0.028851040349740238,0.023839149534690577
1439.624,-0.01749995308485409,0.14915473358156853,-0.005380616359328094,0.009074967944352337,0.00043391313443061515,0.024082930608788206,0.030031649625248968,0.025112428524070838
1440.588,-0.016149818074129664,0.15024801715090838,-0.004001847189233786,0.010373043303860878,0.0017612454025710959,0.02508972730192735,0.031223364737630228,0.02636907245972787
1441.553,-0.014926734975777253,0.15120353038542397,-0.002749240362600121,0.011570880113271988,0.0029723418638462856,0.026119592095433106,0.032337996346734225,0.027521109462462716
1442.517,-0.013918657347677367,0.15194398467501616,-0.0017226451646019645,0.01256716534287102,0.003965412911218494,0.027060144553448667,0.03327967444018155,0.028475464875860716
1443.481,-0.0132108777889203,0.15239950027672325,-0.0010124381794313782,0.013269493745576455,0.004642841505075959,0.027798902168876673,0.03396041726355835,0.029143656543001353
1444.445,-0.012879073967500876,0.15251481338392078,-0.0006914188683455357,0.013605043331846568,0.0049241216386124225,0.028258835178841025,0.03431068359532632,0.029450775694357927
1445.41,-0.012975152319554316,0.15226049032599662,-0.0008063543069375834,0.013529517812945372,0.004763916087611669,0.02839407957258331,0.03428442399973052,0.029347563520541374
1446.374,-0.013516391337492014,0.151642094960373,-0.0013669627847343918,0.013033212211684981,0.004160962562768342,0.028170747698237554,0.033861191281781326,0.028824528855930467
1447.338,-0.014474301022532964,0.15069987156146192,-0.00234107220247195,0.01214409765874613,0.003156986738341813,0.02756805104647632,0.03305295621891766,0.027913240882233115
1448.302,-0.015776396857230673,0.1494970117120076,-0.003653357045297645,0.010924563293193598,0.0018274805275088177,0.02659446153026609,0.03190646019934762,0.02668139644384446
1449.267,-0.017320852818544712,0.14810593204333009,-0.005201687562985152,0.009462508479843113,0.0002694298252284724,0.025308806207916434,0.03049812937151799,0.02521771582728845
1450.231,-0.01899754069200912,0.14659896270191908,-0.006876706685299007,0.007854809687409162,-0.0014178302128885626,0.02382186639918203,0.028921584902335543,0.023614253133536583
1451.195,-0.020710417605020993,0.14503188640338133,-0.008586178371928307,0.006193802841707634,-0.0031450978092660074,0.02227616757963178,0.027272593011311713,0.021955068112589095
1452.159,-0.022394875478152942,0.14344194928134166,-0.010265512835801014,0.004551166131397393,-0.004847330001087865,0.020809267757794025,0.025636471435915874,0.02030870807171044
1453.124,-0.024016605682735972,0.14184457446388773,-0.011881941548331982,0.0029732754831832873,-0.00648280111409478,0.019509730746728175,0.02407286647760672,0.01872422770920104
1454.088,-0.025564857945257445,0.14025708774537604,-0.013422658821155488,0.0014799567790347804,-0.008031174265034302,0.01837228286567195,0.022605477507903534,0.017229590244203008
1455.052,-0.027039135553409848,0.1387176289360121,-0.0148870682249504,6.961562984244113e-05,-0.009484209509830024,0.017281855802767133,0.021218078241780697,0.015831769472244506
1456.016,-0.028436209877194356,0.13728760226537864,-0.016277204636224136,-0.0012705723985348214,-0.010843379519338139,0.016053530493865462,0.019868736360579318,0.014522124690573577
1456.981,-0.0297544843413368,0.1360228192773592,-0.017597628985079546,-0.0025584921926289214,-0.01211769563665499,0.014531103917162946,0.018515173569413918,0.013279020123795582
1457.945,-0.031001941822207946,0.13493189962671692,-0.01885928750376351,-0.0038109541593545336,-0.013329318051807402,0.012687493170164271,0.01713704646616286,0.01207183910861623
1458.909,-0.03219908944221801,0.13395998310270246,-0.020082493873272593,-0.0050385297917198615,-0.014505245730492587,0.010651682277190717,0.01574494192335883,0.010871087592728678
1459.873,-0.03337342377553298,0.13301946057212252,-0.021288473960623968,-0.006244477189209393,-0.01567075952240884,0.008642784167978196,0.014366987808221049,0.009659041929937015
1460.838,-0.034541336328300795,0.13204076940306023,-0.022489472108939906,-0.007424845039682363,-0.016837395349263155,0.00685616319695898,0.013037989329141316,0.0084400224716172
1461.802,-0.03570062737458819,0.13100687208392708,-0.02367973452947526,-0.008569685741521218,-0.018000279371793323,0.005380893533395288,0.011786108950961504,0.007240869825923908
1462.766,-0.0368273837647334,0.12995400575865995,-0.0248363162354049,-0.009666140199952048,-0.01914051231401127,0.004184754689016936,0.010626085260933013,0.0061004331367261215
1463.73,-0.037889248239846955,0.1289456502927711,-0.025926764454843067,-0.010699858912989952,-0.020231586100505194,0.0031555703704482484,0.009558091247169123,0.005052295481806211
1464.695,-0.038859788609278995,0.12803738660392966,-0.026922415496297203,-0.01165708160940786,-0.02124397718696723,0.0021765710784883378,0.008573615894496492,0.0041130578963726365
1465.659,-0.03972687090094595,0.12725377638396881,-0.027806043077609574,-0.012525607746455334,-0.022155069556676968,0.0011908350846514576,0.007665013128308172,0.003279284510433485
1466.623,-0.040497555525504624,0.1265804054944888,-0.028577401610236194,-0.013296980129725806,-0.022958201127189663,0.00023201187457561523,0.006833666853510396,0.0025324420371412694
1467.587,-0.04119068207119002,0.12597567473206808,-0.029248454764677623,-0.013969708352008284,-0.02366441692992688,-0.000600072878471286,0.006090821297466324,0.0018529766342053717
1468.552,-0.04182338711261138,0.12539625519667724,-0.0298357271415373,-0.014546495942662248,-0.024293422703488422,-0.0012028375777262338,0.005448412639992232,0.0012273693438556205
1469.516,-0.04239843804691057,0.12482358147805749,-0.030350340393450657,-0.015035037562172351,-0.02486050617390544,-0.001539842790309222,0.004909900643353696,0.0006543274625307028
1470.48,-0.04289781131321494,0.12427820813756672,-0.030792154184106843,-0.015441780088241949,-0.025364510242648044,-0.001673692210430524,0.004463833494451628,0.00014265838370493522
1471.444,-0.04329411677571012,0.12381219904310467,-0.031152502746310422,-0.01577126406376966,-0.025787377159931738,-0.0017420118941121592,0.004086235040785523,-0.0002941257385544551
1472.409,-0.04356837292835898,0.12348136573855494,-0.031422369472088825,-0.016026622809961834,-0.026109190805605847,-0.0018879057206195665,0.00375060350340098,-0.0006428087112587741
1473.373,-0.04372093456566689,0.12331321039998412,-0.03159838628998147,-0.01621183883352878,-0.026324165687020968,-0.0021883354053351474,0.003442234892669252,-0.0009007370902558357
1474.337,-0.04377500524828485,0.12328939824334782,-0.03169135909592437,-0.016334041826640295,-0.026447764848167323,-0.0026316648268350303,0.0031627206992325243,-0.0010776980022453953
1475.301,-0.043766277303452825,0.12335815368351437,-0.031724092540431806,-0.016405848259640584,-0.02650856511637378,-0.003150424895108915,0.0029263497412476557,-0.001196286544738636
1476.266,-0.043728172373576374,0.12345714998604343,-0.03172261900916781,-0.016442300847170827,-0.02653335507578668,-0.003674118406676544,0.002743189926907509,-0.00128252347968424
1477.23,-0.04368740648490968,0.12354210691777123,-0.03171191836546494,-0.01646040062962618,-0.026538895123293386,-0.004160623962933397,0.002608328393794945,-0.0013582691046743302
1478.194,-0.04366214511612754,0.12359249874561655,-0.0317098484048798,-0.016475276973229848,-0.026535003064601968,-0.004592895666705924,0.002503117023298461,-0.001435651020224927
1479.158,-0.043662038677775926,0.12360740296472184,-0.031728758722767814,-0.016501067950106578,-0.02653202265929773,-0.004967803333283605,0.002404444603483938,-0.0015194046035922188
1480.123,-0.04369340251205038,0.1235903077965798,-0.03178348988400212,-0.016550906474029497,-0.026547906466389732,-0.005296676870368631,0.002294251175325009,-0.0016103701120910485
1481.087,-0.04376255196114646,0.12354031956460967,-0.031886075727238734,-0.016635724508588075,-0.026602780987579528,-0.005599590288604507,0.002162814806855373,-0.001713646921085668
1482.051,-0.04387594428506182,0.12344703126088685,-0.032045988953460516,-0.01676317858757087,-0.026713581937713563,-0.005896447479900479,0.0020040809141102663,-0.0018375389500317764
1483.015,-0.044044613592913395,0.12329674945393167,-0.03226329973082289,-0.016936124747121747,-0.026889811550173583,-0.006190820937676148,0.0018155584682584625,-0.001991561177510953
1483.98,-0.044276329884368734,0.12307805814613154,-0.03252948262844129,-0.01715185945788122,-0.02713441516667201,-0.0064683526407593814,0.0015963479311109027,-0.0021857490653807675
1484.944,-0.044569567543054744,0.12279058256988808,-0.03283394225484599,-0.017407166213124176,-0.027444587699863684,-0.006713221546863349,0.0013493555029706866,-0.0024244127594627665
1485.908,-0.04491261835029431,0.12244372074343787,-0.033169556542260996,-0.017697778288951235,-0.02781201907848855,-0.006926380320899936,0.0010790096795377565,-0.002707953678231249
1486.872,-0.045283875320710563,0.12205707589500453,-0.03353404502563486,-0.01802045491619432,-0.028221947530392668,-0.007136272815238599,0.0007905001042105032,-0.0030308404111843807
1487.837,-0.04566169598947612,0.1216562475343859,-0.0339237238768076,-0.018369702384552437,-0.02865109083061117,-0.007394513053855953,0.00048617941532951155,-0.003380421472678662
1488.801,-0.04602830515187207,0.12127199543292688,-0.03432855904955291,-0.018736356422709634,-0.0290725902678141,-0.007753157369437709,0.0001667741629705684,-0.0037392351590819126
1489.765,-0.046372030068671834,0.12092617142444147,-0.03472911396481708,-0.019106573573920083,-0.029463829825281052,-0.008235580076072153,-0.00016603766816751774,-0.004090323240780566
1490.729,-0.046689464712623883,0.12062090880141278,-0.035105531034613814,-0.019465945413123104,-0.029815692969140245,-0.008805913339826435,-0.0005107095643520395,-0.0044217826394561
1491.694,-0.046982312097353984,0.12033271251824935,-0.03544644301776367,-0.019801952519746358,-0.030132597711960318,-0.009364569653660625,-0.0008585713613454334,-0.004732041699726075
1492.658,-0.047256142496596404,0.1200252301179071,-0.0357499904581478,-0.020108647129199016,-0.030425133258469256,-0.00979145199593157,-0.0011945142773338838,-0.005024648552681146
1493.622,-0.04751666810188755,0.11967251615126664,-0.0360225586579102,-0.02038738447222408,-0.030699575991601884,-0.010018043345225882,-0.001500630582830706,-0.005304505266299882
1494.586,-0.04776371151597475,0.11927958673849101,-0.03626705959550116,-0.020642465933353744,-0.030950981944912342,-0.010081973965563436,-0.001764177973411754,-0.005569213535290893
1495.551,-0.04799141862951943,0.11887968088272996,-0.036483844111697826,-0.02087819636318348,-0.031167043797673714,-0.01011418084433487,-0.0019850803343071893,-0.005810224506892122
1496.515,-0.048195886702962557,0.11850955463690264,-0.03667603468941676,-0.02109560171644458,-0.03134187086646115,-0.010263395388535167,-0.0021744262035782074,-0.0060208637485054065
1497.479,-0.04837828655817185,0.1181841122201144,-0.03685356012265112,-0.02129481716960501,-0.0314830368871066,-0.010612356545762442,-0.0023479990166804126,-0.0062055060411303565
1498.443,-0.04854794929063845,0.11788827644359913,-0.03702957694054377,-0.021480525374157913,-0.03160838922784368,-0.011142511166857532,-0.0025167558407089233,-0.006375547587215403
1499.408,-0.048717860379258814,0.11758252373986486,-0.0372148910390307,-0.02166123551545907,-0.031737668690864,-0.011754312573276745,-0.002680852364965688,-0.0065452931722219405
1500.372,-0.04889940872765522,0.11722358286543569,-0.03741115136976451,-0.021847255665707298,-0.03188388386873074,-0.012304337062534223,-0.002830525140337228,-0.006726023335648172
