cm-1,CB-5e-3_0,CB-5e-3_1,CB-5e-3_5,CB-5e-3_10,CB-5e-3_20,CB-5e-3_30,CB-5e-3_120
549.6221,-0.5856019945965174,-0.4426253069383232,-0.5848506249020732,-0.6053940620782787,-0.6909393963154701,-0.5386975747367537,-0.24199717458917647
550.5864,-0.6113302799126381,-0.46807596018780834,-0.6139040824954242,-0.6324891417908838,-0.7232836474858937,-0.5645586360209944,-0.2551705765261659
551.5506,-0.6395546515820214,-0.4959653703431912,-0.6457671535411257,-0.6619824795640125,-0.7576748356459954,-0.5926202699103744,-0.27137280954189263
552.5148,-0.6706087415247968,-0.5267063100205666,-0.6806078021018842,-0.6946099601125967,-0.7948544354041298,-0.6230089031244475,-0.2900680379370504
553.4791,-0.7044614426664437,-0.5604687027668688,-0.7183658350479314,-0.7308840496422915,-0.8353802069250065,-0.6556830731369083,-0.31029058735566417
554.4434,-0.7408300566484104,-0.5971346641214119,-0.7588613938657685,-0.770926581058937,-0.8794510444474022,-0.69063292410134,-0.3310501769854322
555.4076,-0.7795792164211358,-0.6364517868155208,-0.8021222322739113,-0.8146893797464705,-0.9271833264006595,-0.7280056140004493,-0.3525507134749346
556.3718,-0.8075957518124056,-0.6653465779569321,-0.8337520999964994,-0.8475346933416001,-0.9631878543253963,-0.7553165042782846,-0.3683878073275503
557.3361,-0.8376513388466792,-0.6953872910179819,-0.8673571674264485,-0.8824895663922965,-1.001943817424127,-0.7841193657895654,-0.3886494173446683
558.3004,-0.87084429653971,-0.7272582222824707,-0.9034067247132088,-0.9200134032082613,-1.0441654445190724,-0.8147312849034959,-0.41493375867566445
559.2646,-0.9079618731620487,-0.7621283041503515,-0.9421447883169779,-0.960515688026029,-1.0904447476203678,-0.8476097088365263,-0.4459244719436305
560.2288,-0.9490478237196144,-0.8013250643320484,-0.9837137312093626,-1.004345163174925,-1.1410790950223872,-0.8833874508999727,-0.47779327434889884
561.1931,-0.9937852662554806,-0.8458468036658016,-1.0285518458801721,-1.0520212766890185,-1.1965227129025322,-0.9228713310729234,-0.508053881363764
562.1573,-1.0422699148450947,-0.8961668300313004,-1.0777725250111654,-1.1045951428361758,-1.2578444145282786,-0.9669544929548085,-0.5391695197176953
563.1216,-1.0960266998119161,-0.952388513586264,-1.1333722341459687,-1.1637605531898547,-1.3270374237680693,-1.0168277946782,-0.579943278216347
564.0858,-1.1582470019001332,-1.0151041086932358,-1.1981295890772916,-1.2314926670086355,-1.4069228471632977,-1.07418474254293,-0.6424259537542312
565.05,-1.2331795005516386,-1.0861424175260976,-1.2751501227756863,-1.3098759091657908,-1.5007265857922016,-1.1413333038944034,-0.7371305257420132
566.0143,-1.3244459480141475,-1.1683546155994524,-1.367144688708135,-1.4007862969564089,-1.611418819568877,-1.2208210451029866,-0.8681755643347651
566.9786,-1.433295071136259,-1.2647568458713851,-1.476049198850594,-1.5063138407164947,-1.7408954659827178,-1.3147635745805706,-1.0306630081385397
567.9428,-1.558251847648139,-1.3777004254226,-1.6035360850720695,-1.6294883048867006,-1.8897197343556607,-1.4243007719437786,-1.2128147961558706
568.907,-1.6976973423307995,-1.5096322533289521,-1.753290464490821,-1.7761541780331527,-2.058822652122448,-1.5502163469111356,-1.405728897536434
569.8713,-1.8556754748718731,-1.6661275919668364,-1.9344011392639326,-1.9576422694904179,-2.2535661899942045,-1.6949028911645232,-1.622252635652613
570.8356,-2.0497863545661335,-1.860842984398934,-2.1672004114885306,-2.196971318451053,-2.4912782787264875,-1.8660707353128667,-1.9221731605992498
571.7998,-2.191263038664171,-2.0066051729961867,-2.347527133823046,-2.3865583308696205,-2.657147121679197,-1.9816237374148495,-2.167222492449592
572.764,-2.383324269799932,-2.1916621818220126,-2.5784434784434,-2.6345329779564457,-2.8714142114433767,-2.114084613973307,-2.5863358314762923
573.7283,-2.6575423612675393,-2.4439218294160465,-2.8969642553400607,-2.988332245602411,-3.1721570910430255,-2.27354881043004,-3.310309398538898
574.6926,-3.07279787759408,-2.8214484077953212,-3.395056276726961,-3.5963318567327818,-3.638848604826204,-2.472040799270365,-4.624316535880887
575.6568,-3.837253892093359,-3.519022800758983,-4.525793951244596,-8.176149478351956,-4.57691167999931,-2.726847395252646,-7.58464186362014
576.6211,11.758657356578366,12.315975534360511,12.44974995707553,12.037497021029624,13.410020689286073,-3.0700626328778418,59.50970000680732
577.5853,11.778435986597508,12.336458401913893,12.470604894131721,12.057695450633975,13.43254127765321,-3.580701852440073,59.6092615147131
578.5496,11.798211198256812,12.35693772939338,12.491456226808884,12.07789038932412,13.455057973765184,-4.606780428626312,59.70880581530675
