cm-1,laser-disk-center_CB-5e-3_0-s,laser-disk-center_CB-5e-3_1-s,laser-disk-center_CB-5e-3_2-s,laser-disk-center_CB-5e-3_3-s,laser-disk-center_CB-5e-3_4-s
508.1594,-0.33296571985791423,-0.3414507936244824,-0.3454233367527525,-0.3298338337982351,-0.33146247097142023
509.1236,-0.3345629571119993,-0.34294002169499554,-0.34649129069944257,-0.33096134306174785,-0.33250411649709344
510.0879,-0.33718999673108585,-0.34561289162392544,-0.3485835156501349,-0.33321096159168834,-0.3345821304705366
511.0521,-0.3399514429597352,-0.34849737567912875,-0.35085594556594085,-0.3358650291241983,-0.3368955473313682
512.0164,-0.3428719688066118,-0.3515847273482051,-0.3533803215746869,-0.33899666828930747,-0.3395286747180223
512.9806,-0.3459638770090894,-0.3549073870662374,-0.356212800584492,-0.34250005579537973,-0.3425013881561385
513.9449,-0.3492717089619882,-0.3585244213344549,-0.35941954394329817,-0.3461821240481298,-0.34581328516747806
514.9091,-0.3528503502026232,-0.3624289681004029,-0.3630200568821856,-0.34988442717579504,-0.34942052861378053
515.8734,-0.35671607824414814,-0.36651372813691635,-0.36694373326503954,-0.3535430143276634,-0.3532652167431128
516.8376,-0.3607775702234684,-0.37057711142965655,-0.37103151955272107,-0.357153647512336,-0.35725354899553713
517.8019,-0.3648998063350021,-0.37446261671744263,-0.37514734808985667,-0.36074943128748427,-0.3613103940919718
518.7661,-0.36898430408869426,-0.3781566627415983,-0.3792490211888627,-0.36437430661624554,-0.36539907681302164
519.7303,-0.3730484175507381,-0.3818262517626775,-0.38340903174678576,-0.36812940781449804,-0.3695685682654726
520.6946,-0.37721465012036354,-0.385720052969988,-0.3877404303064935,-0.3721572819269458,-0.37391253914629413
521.6589,-0.3816188424895983,-0.3900354870548217,-0.3923193265809781,-0.3765788421928934,-0.378505473463223
522.6231,-0.38634962300644105,-0.3948185328011533,-0.3971655900241668,-0.38142625218804854,-0.38333159329197847
523.5873,-0.391420838057235,-0.3999859600109195,-0.40227353558739587,-0.38661934303456563,-0.388294524889282
524.5516,-0.3968080354020177,-0.40541502824657905,-0.40763668545623954,-0.39203705620675744,-0.39328647533334177
525.5159,-0.4037869622274409,-0.4123344423157562,-0.4145458468682852,-0.39887906414961743,-0.3995534329199694
526.4801,-0.411126117200438,-0.41954133654378833,-0.4217887760655514,-0.4059614647393299,-0.40600896204597886
527.4443,-0.4188143894025592,-0.4270926551847627,-0.42936472203063586,-0.41332774612085854,-0.41281447304617713
528.4086,-0.4268731300478965,-0.43504864263618137,-0.4372936972314354,-0.42101399113824917,-0.42011236335291835
529.3729,-0.4353469467068414,-0.4434604504267991,-0.4456320756066311,-0.42903627444692294,-0.4279830995655583
530.3371,-0.4442791816575394,-0.45235303827886275,-0.45443003423190026,-0.43740532697609746,-0.4364408756153785
531.3013,-0.4536565676849995,-0.4617081351579494,-0.46367692518494835,-0.4461381515905405,-0.4454449766437353
532.2656,-0.463382684504369,-0.47142889531493104,-0.4732614265634921,-0.45526426802397046,-0.454929979596505
533.2299,-0.47334428638315823,-0.48136805586805775,-0.4830378883533393,-0.4648349775725162,-0.4648448414153425
534.1941,-0.4834759146557298,-0.4914143561027019,-0.4929244187057852,-0.47491769915294274,-0.4751503121544691
535.1583,-0.4938383983633815,-0.5016182298796523,-0.503024112872597,-0.4856004121615236,-0.4858609904992518
536.1226,-0.5045630111917134,-0.5121898177483077,-0.5135789190816314,-0.4969280863481532,-0.4969933162080053
537.0869,-0.5157789800094374,-0.5234072848338189,-0.5248620950039627,-0.5088586267759105,-0.5085542632513302
538.0511,-0.5275662203844307,-0.5354520565114557,-0.5370373841563622,-0.5212868901873534,-0.5205456566549604
539.0153,-0.5400059760466395,-0.5483702857794951,-0.5501361061091348,-0.5341711587552745,-0.5330319434680857
539.9796,-0.553206058523868,-0.5621186402191111,-0.5640837082824282,-0.5476004867349197,-0.5461563557928395
540.9438,-0.5659227862202632,-0.5751969757184004,-0.5773431501138125,-0.5603341816484869,-0.5586840188986261
541.9081,-0.5795736514488586,-0.5889890156717862,-0.5911596108393888,-0.5738377716414574,-0.5720424117090717
542.8723,-0.5941473482692631,-0.6034881927646504,-0.6054413464494295,-0.5880842191870911,-0.5861752397528665
543.8366,-0.6095457490325503,-0.6186688473476459,-0.6201886481547523,-0.6029716773158685,-0.6009334790688148
544.8008,-0.6257028022096596,-0.6345596115793514,-0.6355707668748555,-0.6184981998113108,-0.6162720530168168
545.7651,-0.6426558062319763,-0.6512983378657456,-0.6518921603366034,-0.6348504338064949,-0.6323418898898594
546.7293,-0.6605376791133594,-0.6691000617337842,-0.6694706823263321,-0.6523142298635167,-0.6494819136770862
547.6936,-0.6794946927451341,-0.6881668513391962,-0.688495080076621,-0.6711099229192402,-0.6680599341909342
548.6578,-0.6996781667982797,-0.7086429859840511,-0.7090318154951223,-0.6913314019312989,-0.6883590728879102
549.6221,-0.7212720395606869,-0.730641940289278,-0.7311069362162387,-0.7129974570189115,-0.7105000560897307
550.5864,-0.744486246564521,-0.754271380469563,-0.7547710003184017,-0.7361246846431547,-0.7344176305057543
551.5506,-0.7695120338252847,-0.7796258916145153,-0.7800960044852456,-0.7607775988524728,-0.7598871895357514
552.5148,-0.7965276290101161,-0.8068454534252758,-0.807222870980135,-0.7871123972658293,-0.7867145339924294
553.4791,-0.8257716409323884,-0.8361883689198946,-0.8364237980482653,-0.8154653322698753,-0.8149850519558971
554.4434,-0.8576498118542785,-0.8681291653387075,-0.8681810559853848,-0.8464132022883166,-0.8452591092452568
555.4076,-0.892623376869619,-0.9032119366203432,-0.9030432870231903,-0.8806132493245862,-0.8783910406615663
556.3718,-0.9193829384177078,-0.9299664272631752,-0.9296643398229992,-0.9069554806596577,-0.9036129622709909
557.3361,-0.9478338130011649,-0.9584390589026625,-0.958109529388083,-0.9353207850601636,-0.9309724223703454
558.3004,-0.9775841387113149,-0.988178584068503,-0.9880711215343142,-0.9651826907463483,-0.9601116363854463
559.2646,-1.0086089398161124,-1.01909496772439,-1.0195426995325427,-0.9962458926424745,-0.9908071479428403
560.2288,-1.0416091710910442,-1.0519477512990028,-1.0531333149384214,-1.0289781993251343,-1.023495267369611
561.1931,-1.0779100118081142,-1.088197199125201,-1.0899139811065,-1.0646170077444936,-1.0592707155195797
562.1573,-1.1188744255006704,-1.1293851699189474,-1.1309438035497248,-1.1046591794977523,-1.099466502491879
563.1216,-1.1653157514562678,-1.1764495366915477,-1.1768555779155696,-1.1502035430665996,-1.1451663780173094
564.0858,-1.2175693262533542,-1.2297560616250662,-1.2280731755981826,-1.2019105772268088,-1.1971991172700336
565.05,-1.2760275868133806,-1.2896587769026595,-1.2853407420422829,-1.2603761618588873,-1.2563490764554095
566.0143,-1.3419932853923573,-1.3573691117219702,-1.350479648068346,-1.326855409172013,-1.3238033094137256
566.9786,-1.4181246618353196,-1.4354364098702763,-1.426618824679281,-1.40370504387761,-1.401467478596714
567.9428,-1.5082421459424264,-1.5276824346837117,-1.517911565167555,-1.4944077125845927,-1.4922016392846207
568.907,-1.6172500717201013,-1.639223279059131,-1.6293703878620143,-1.603746145589591,-1.6003502810989625
569.8713,-1.7524358093876748,-1.7778387932423225,-1.7682418494649017,-1.7392721388431631,-1.7334463948434295
570.8356,-1.9268822312255665,-1.957313668077257,-1.9475739869265107,-1.9145833416697826,-1.905386535159641
571.7998,-2.064333084969195,-2.0993748110927206,-2.0895408471933217,-2.0533087666697627,-2.0410446533693016
572.764,-2.2376785265440473,-2.2785621894547625,-2.2679217400117366,-2.228510171538335,-2.2132097142164313
573.7283,-2.4682114386326903,-2.5165131367820788,-2.504249671886882,-2.461367162253448,-2.4429338379167924
574.6926,-2.802546839838595,-2.86122556955883,-2.8459408037612084,-2.798773258668211,-2.7764622664571394
575.6568,-3.3998964767369433,-3.477423184074182,-3.455536362682433,-3.401699347012102,-3.3729327371571705
576.6211,9.68585468168932,10.024010025528796,9.890994513118057,9.787803628146879,9.683507525039532
577.5853,9.702863773650764,10.041640706689954,9.908407806191535,9.805011201578258,9.700537209785812
578.5496,9.71986963504224,10.05926804339389,9.9258177930933,9.822215510759314,9.717563655405312
579.5138,9.736875064090121,10.076894919809709,9.943227323602422,9.839419376162699,9.734589658333912
580.4781,9.75388013810368,10.094521424971793,9.960636485015902,9.856622881676167,9.751615298800155
581.4423,9.770890530757406,10.112153416164995,9.978051064103008,9.873831752045493,9.768646249817392
582.4066,9.787894818058097,10.129779090478197,9.995459400713663,9.891034454566073,9.785671085805333
583.3708,9.804898673843415,10.147404305368568,10.0128672817882,9.908236714150227,9.802695479944184
584.3351,9.821905050381098,10.16503212246913,10.030277731100472,9.925441518459055,9.81972238853926
585.2993,9.838908120532604,10.18265650763612,10.047684788485798,9.942642976145535,9.836745979295566
586.2635,-3.925383916670666,-4.016806967449326,-3.9840632229016086,-3.9317835679638375,-3.9038777855415168
587.2278,-2.674973544450371,-2.727442962449381,-2.7098620008048027,-2.6703367634462882,-2.6544013739406567
588.1921,-2.211786929503161,-2.2517819734637508,-2.2398233137595045,-2.203945545377602,-2.192417518408776
589.1563,-1.9083285664795029,-1.9404806116387123,-1.932316866651684,-1.8987338378081202,-1.8898390193094963
590.1205,-1.6767849187261177,-1.7023527165629353,-1.6971816859278492,-1.6658870544039812,-1.6584845837108726
591.0848,-1.4893789715987917,-1.5085987480631593,-1.5061437972978189,-1.477251293815598,-1.4705352556420594
592.0491,-1.3341073115873685,-1.3471346274094278,-1.347628652723568,-1.320742320007631,-1.314372102043738
593.0133,-1.2034332799683602,-1.210692146513638,-1.2146393237476123,-1.1889079465438759,-1.1830215926117362
593.9775,-1.091200278682286,-1.0935206971300468,-1.1011893553518044,-1.0758344999806544,-1.0708450602087631
594.9418,-0.9925959054796727,-0.9911183073604147,-1.002102854727846,-0.9769857247224072,-0.9732005140939766
595.9061,-0.9045485314152668,-0.9006259412898538,-0.9137784435279311,-0.8895470019001086,-0.886890863279204
596.8703,-0.8258037073802531,-0.8207991683255995,-0.8346608250205909,-0.8123439517940839,-0.8103355592988221
597.8345,-0.7564815822131623,-0.7515338915581781,-0.7648509827485633,-0.7453053824536728,-0.7432584272348415
598.7988,-0.6971370479775086,-0.6929534444098908,-0.7050167064884508,-0.6885328964265245,-0.6858558865764297
599.7631,-0.6481177642594586,-0.6449107096512928,-0.6556452571123864,-0.6418697128880393,-0.6382456216039227
600.7273,-0.6091020241799967,-0.6066948998367382,-0.6164382962444384,-0.6046307938877087,-0.6000154816221265
601.6915,-0.5790109829747776,-0.577082605084329,-0.5863264852319866,-0.5756814638635073,-0.570191187055844
602.6558,-0.5555354616718927,-0.5539133439622937,-0.5630143636660624,-0.5528790320746827,-0.5467235438998257
603.6201,-0.5378584568313179,-0.5365434283547393,-0.5457380192571538,-0.5358232082067516,-0.5290721135515825
604.5843,-0.5242189225904217,-0.5234869648742959,-0.5327999247911603,-0.523134001474172,-0.5157543177555226
605.5485,-0.5132679675974515,-0.5136080375305374,-0.5228455472935047,-0.5137135315085684,-0.5056080474976812
606.5128,-0.5039324117223608,-0.505859056648337,-0.5147079285874597,-0.5064466677141636,-0.4976132886068186
607.4771,-0.49531787744932787,-0.4991277088924397,-0.5073547603270686,-0.5000818388920065,-0.4907733173211127
608.4413,-0.48673321223141125,-0.4921932277864463,-0.5000114104948702,-0.49335957450894646,-0.48411761381318996
609.4055,-0.4776844908159736,-0.4839247812434952,-0.4922133199106228,-0.4853999765905026,-0.4768015098945274
610.3698,-0.46784006918613474,-0.47352001784960157,-0.4836792751723129,-0.4758615396188541,-0.4681853968444003
611.334,-0.45690924417080364,-0.4607403853948461,-0.4740221702981831,-0.4648228134512871,-0.4578088673465878
612.2983,-0.4444117110678499,-0.44576902016507647,-0.46256187099282636,-0.4522515975141026,-0.4452668165495096
613.2625,-0.42967832155873287,-0.4289518206989843,-0.4484128048194116,-0.43774177517715646,-0.4301744578037174
614.2268,-0.41185967079148955,-0.4103051116052018,-0.4306847963575666,-0.42046524662128654,-0.4121350280126285
615.191,-0.39016027027222727,-0.38932866186657694,-0.40878833372354784,-0.3995486243266085,-0.3907909512053698
616.1553,-0.36412011513134324,-0.3653037657659661,-0.38253082427898016,-0.3745280707083558,-0.36593924822370477
617.1195,-0.334149266128459,-0.3381037127096564,-0.35250047912063387,-0.3458423314523283,-0.33792185719639667
618.0838,-0.30322687546626687,-0.3101553197838218,-0.3214708635846193,-0.31621238650156364,-0.30918226935353016
619.048,-0.2721741550948815,-0.28193345129706376,-0.29017227190173006,-0.28639919198694713,-0.2801138212384293
620.0123,-0.24283288182865592,-0.2549777803938132,-0.26032534067645113,-0.25789617674556226,-0.2521562969171237
620.9765,-0.21611082531861356,-0.22992102260935576,-0.23293489193629743,-0.23136648063151194,-0.22612235071069545
621.9408,-0.19198770107022511,-0.20659116132852906,-0.20822365261511863,-0.20682075688578966,-0.2022297503208098
622.905,-0.17002537385717803,-0.18462139055006196,-0.18596641667707242,-0.18409089119730612,-0.18045605373153897
623.8693,-0.1499351201677896,-0.16399316905179548,-0.16589224663692068,-0.1632327858530346,-0.16078732589054312
624.8336,-0.1317633837043824,-0.1451088378743152,-0.1479289969883521,-0.144482497436812,-0.14329767238830426
625.7978,-0.11575189735333052,-0.12852402284440897,-0.13219124500817006,-0.12812911135255606,-0.12799760121590364
626.762,-0.10207340012079988,-0.1145669240109359,-0.11877612827352335,-0.11429226571709754,-0.11475530573312687
627.7263,-0.09065881972056591,-0.10317337253811298,-0.10757926001061457,-0.10281350157827086,-0.10332866912153793
628.6906,-0.08119996206664283,-0.09392047970274166,-0.09822594345346303,-0.09331471492745942,-0.09347823930172197
629.6548,-0.07325766369021686,-0.086238433756064,-0.0902225992359782,-0.08529144392187447,-0.08501711605022765
630.619,-0.06639608097496821,-0.07961427034529751,-0.0831365629582989,-0.07826673625655049,-0.07778889958085429
631.5833,-0.06031611900972336,-0.07372196395956734,-0.0767534054067634,-0.07196399409252863,-0.071634285096133
632.5475,-0.05488987148547546,-0.06843408914549658,-0.0710610799024155,-0.06630712181896221,-0.06636710045096572
633.5118,-0.05050028222095993,-0.06410211209958075,-0.06647183318816167,-0.06169489005687216,-0.06217829237597139
634.476,-0.04669286989917324,-0.06028787516868157,-0.06253021748749289,-0.05773758857858469,-0.058543048757385634
635.4402,-0.04334312694235908,-0.05687625348008157,-0.05906468118574502,-0.05431337941780999,-0.05538622860910054
636.4045,-0.040225105884073416,-0.05366902856481761,-0.055858005300166394,-0.05119820022437866,-0.05262653558954947
637.3688,-0.03710749739488314,-0.05045016871338688,-0.05274993921026829,-0.048147535519022906,-0.05012778038807868
638.333,-0.03386954668701375,-0.04711396797307969,-0.04967629547755449,-0.04501677092133809,-0.047708728943123585
639.2972,-0.030543880656802355,-0.04370123251435884,-0.046628281162595216,-0.04178940056811863,-0.04519048830561817
640.2615,-0.02724826354280829,-0.04035271902868013,-0.04358685399453862,-0.038542663314279996,-0.04246227908928824
641.2258,-0.024071433808367165,-0.03716761681394743,-0.04048286331080978,-0.035348445914203705,-0.0395061610553853
642.19,-0.021018315205732708,-0.03412756482300876,-0.037236850047497765,-0.03220751339341486,-0.036373400238698554
643.1542,-0.018001721672359746,-0.031076649737774242,-0.03380651232739987,-0.029028346981855198,-0.033110096680404946
644.1185,-0.014894385834264535,-0.027838236993271065,-0.030209782597230964,-0.025690009473368827,-0.029707986426058316
