cm-1,CB-5e-5_0,CB-5e-5_1,CB-5e-5_2,CB-5e-5_3,CB-5e-5_4,CB-5e-5_5,CB-5e-5_6,CB-5e-5_7,CB-5e-5_8,CB-5e-5_9
448.3759,-0.07911252734934957,-0.08028414585430879,-0.021793085401678583,-0.028792964692861422,0.013599862018686036,-0.0006058131990814002,0.01245543229405764,-0.005075056224674666,0.01305147039749786,0.07403863330029936
449.3401,-0.07926263581995217,-0.0809402529292183,-0.02143463814713696,-0.02918908883940778,0.015810248139469112,-0.0013030934461725377,0.012868156999597782,-0.004927170359106368,0.012893668519773957,0.06945295033297617
450.3044,-0.07949696284680553,-0.08134488920178015,-0.021322883192831932,-0.0293807561720006,0.017040966938752695,-0.0020749897685686867,0.012925883922691849,-0.004541074167442966,0.012798110771848465,0.06579383200330206
451.2687,-0.07979907823491177,-0.08143346211946857,-0.02147168204112945,-0.029433837863442044,0.017080541918398362,-0.0026729732146890694,0.01252204529727087,-0.003986198693942021,0.01280776432105546,0.06410766760031032
452.2329,-0.08007359710852048,-0.08131882899512088,-0.021792766345606143,-0.029450445728830193,0.015886896413460135,-0.002948014064760478,0.011738696385417406,-0.003333837690282845,0.012895580478357791,0.06447576807089307
453.1972,-0.08021795155915218,-0.08120870104238709,-0.022191757094060443,-0.029491945960320776,0.013659056307630146,-0.002925154528085832,0.010859979033233979,-0.002650365376202304,0.012997647591409334,0.06577399974749733
454.1614,-0.08021455161333854,-0.08125893854272283,-0.022626263235322967,-0.02956924637589884,0.010839353198108151,-0.002759539939039066,0.010214490233103416,-0.002050127984790483,0.013083103099321819,0.06640340010713108
455.1257,-0.08011490386136497,-0.08150195869340822,-0.023089714440273964,-0.029661891578179136,0.008048411060513508,-0.0026331583740802915,0.009961963283134386,-0.001674708943813478,0.01316033149297777,0.06553796264560832
456.0899,-0.08000797988017803,-0.08184523273204783,-0.023543063439582342,-0.02975666134358241,0.005876439210975733,-0.0026440648518190383,0.009994149947342813,-0.0016523480613569695,0.013248388737877367,0.06385485956576625
457.0542,-0.07997013865585831,-0.08215993486175571,-0.023878153934643893,-0.029836523541828572,0.004572817044971583,-0.002780605828333066,0.01001594413788967,-0.002001952400278453,0.013350308519619469,0.06298757628905689
458.0184,-0.08005360818851358,-0.08235993476939174,-0.02399606370318363,-0.029882318240851278,0.0038742161692185183,-0.0029575055922622853,0.009776527784670336,-0.0025953034491673216,0.013458121553739065,0.06413285884832572
458.9827,-0.08025375626770537,-0.08244835912697326,-0.023893769132422,-0.029874538971611346,0.003142685546789771,-0.003108664278523383,0.009255495358327669,-0.0032573187367364717,0.013551918022829016,0.06712903035035353
459.9469,-0.08051620101902361,-0.08250026533734697,-0.02369050444459481,-0.029821285631015153,0.0018295204499367993,-0.0032134119084725977,0.008662206770603016,-0.0038454095068816848,0.01361110837639545,0.0707316797017882
460.9112,-0.08075170163123396,-0.08258103366709384,-0.023572976801351137,-0.02979450512421043,-2.7874196023508428e-05,-0.003290938099191928,0.008270277481714048,-0.00429676810656845,0.013605841282083066,0.07369280464932346
461.8754,-0.08092918570614924,-0.08267628142493415,-0.023656940487764563,-0.029889453016095052,-0.001707740108257776,-0.0033438007777520477,0.0081762100933332,-0.004614701157788641,0.01352488272754727,0.07563437182748668
462.8397,-0.08111263780777699,-0.08268462843001022,-0.0239349051060413,-0.03016394916251429,-0.0022274809963214216,-0.0033418143390982415,0.008221970098590997,-0.004784528361314461,0.013420783112113263,0.07692854786570717
463.8039,-0.08149384939722286,-0.08257455230056952,-0.024369837892051858,-0.03064646465251401,-0.0010783717964983853,-0.0033293793019794427,0.008013608104163948,-0.004831479387009648,0.013329574986255022,0.07794847122115918
464.7682,-0.08208618554067004,-0.08229362513842112,-0.02476678074571559,-0.031138815962947385,0.0015068718950989309,-0.003279067665087383,0.007387739776550561,-0.004731244706648285,0.013324485359201731,0.07879974103853028
465.7324,-0.08283165041115326,-0.08199692987562406,-0.025034190543921357,-0.031474195740691074,0.004499007868457929,-0.0032984190891307847,0.006351877810381655,-0.004617824878923984,0.013339298852677883,0.0791229612150919
466.6967,-0.08355794096793619,-0.08190096695633889,-0.02510695387821026,-0.031547068903541836,0.006702947419515456,-0.003503091124498915,0.005163119398021615,-0.004718157899814373,0.013255618017356346,0.07847594881180754
467.6609,-0.08407762182262062,-0.0821292071038308,-0.02495969837091433,-0.03138672916102303,0.0074492758258340236,-0.003929094426856956,0.004151286919113312,-0.0052496524427599715,0.013034815262653742,0.07645999407177134
468.6252,-0.08428157024733607,-0.08262735678135706,-0.02464642240731756,-0.031145108685733888,0.0069443942126644264,-0.004485032161921998,0.003510183339798801,-0.006287142831671399,0.012764023664346834,0.07292299345984005
469.5894,-0.08416978624208254,-0.08317622764328803,-0.024325585556794732,-0.030996233811287247,0.006090151616629517,-0.004979080455601482,0.003227635210952159,-0.007711375515785652,0.012616822944024716,0.06810572749153766
470.5536,-0.08381559127789898,-0.08355506282565613,-0.024219796209053537,-0.031041416402946772,0.005884406342867429,-0.005232415073935897,0.0031697921734924806,-0.009244165495606227,0.01267280884161089,0.06290414507440664
471.5179,-0.08335036823550063,-0.08368286943111104,-0.024490418827709734,-0.031263433249297846,0.006795782017850798,-0.005204236563742828,0.0032402079221795113,-0.010570754803617572,0.012860418521985039,0.058722612258280425
472.4821,-0.08293317935141964,-0.08367295390769701,-0.025091338680432156,-0.0315472308367067,0.008497831466816328,-0.0050218112642168,0.0034447357631486194,-0.011458873758599624,0.012991191801304898,0.05670402740256084
473.4464,-0.08273919949879535,-0.08376872680824078,-0.025794656982637467,-0.031784482355207894,0.010083826368233696,-0.004907479153830504,0.00382384440808694,-0.011839540550864358,0.01288941600243338,0.05694960393403348
474.4106,-0.08287882854250433,-0.08416951088268185,-0.026365103270487154,-0.03192775110348705,0.010610715454148082,-0.005037871465811261,0.004355800483725993,-0.011801893666685992,0.012481037051745136,0.05841575271632727
475.3749,-0.08334032372553342,-0.08488400898937558,-0.026731145914530106,-0.03202268604071848,0.009572671095940191,-0.0054535810912630985,0.004910643462232885,-0.011540240211216864,0.011820761743185318,0.05966163062519606
476.3391,-0.08400435212740628,-0.0857323735719313,-0.027002918619028832,-0.032172506604847904,0.007139211904297821,-0.006075604920606229,0.0053154638250975435,-0.011303892843092635,0.011047734453200904,0.059945881692734904
477.3034,-0.08472985914337736,-0.08647183668635668,-0.02732409307539576,-0.03246739661404974,0.004023551540287025,-0.006785631080744135,0.005444131866795181,-0.011351545406319722,0.01033629499900013,0.05964366956519428
478.2676,-0.08542752112089295,-0.08695671614596191,-0.027715326309344476,-0.032927532940665666,0.0011237419447412262,-0.0074957398657133955,0.00528336296179125,-0.011853137851527286,0.009850088284101633,0.059542191811782524
479.2319,-0.08624229311014985,-0.08738216465303462,-0.028263145585730943,-0.03366893745865532,-0.0010815619708204193,-0.008321847028501259,0.00472701430355978,-0.012953821425929372,0.009559192658934233,0.059720357163232346
480.1961,-0.08697870411477603,-0.08772423984616042,-0.028727869305017386,-0.034426930410053326,-0.002314256891265592,-0.009035450155296538,0.00408819018248823,-0.01432609147560493,0.009547108143121524,0.06007823305909598
481.1604,-0.08759312092154285,-0.0881281471377326,-0.029135596995920596,-0.035115288861897805,-0.002976252224756762,-0.009581954888781982,0.003450860320056115,-0.015597158472575983,0.009673481573791368,0.05993258908807111
482.1246,-0.08806538892780479,-0.0886666464312702,-0.029584256612954912,-0.0356785830918568,-0.003705062527203491,-0.009965144757693353,0.002802280688758951,-0.01641265200731371,0.009754503748665332,0.059054560473737326
483.0889,-0.08846224026799342,-0.08931596465478299,-0.030158438824815652,-0.03611726327412864,-0.0049423088330899844,-0.010251732427946502,0.0020833709669133226,-0.016606696035891585,0.009639491571016413,0.05785535265261222
484.0531,-0.08887847992862388,-0.08999542676045172,-0.030846627933260186,-0.03644682641259052,-0.006683776118023703,-0.01052273154668417,0.0012564701262628825,-0.016292400957872533,0.00929001165971458,0.05700236142452633
485.0174,-0.08935727859222531,-0.09060210823328413,-0.03156595097844834,-0.03667969278098728,-0.008500966684064295,-0.010826425999728936,0.0003674385824389686,-0.015765032645722817,0.008779173828629246,0.05672779970316505
485.9816,-0.0898255495048302,-0.09107151671245449,-0.03221186886724836,-0.036851435856975596,-0.009823564606079024,-0.011187472413837395,-0.0005042709822526337,-0.015347492539683193,0.008223403296604388,0.05661917592544157
486.9459,-0.09015807801229073,-0.09140982953450089,-0.03273530261381885,-0.0370439322873725,-0.010272737997236646,-0.011677995381379102,-0.001318189856124793,-0.01524815607791178,0.007678672567470771,0.055942270942357805
487.9101,-0.09031660523196892,-0.09171000041282218,-0.033165453268697076,-0.03737060977683656,-0.009831605737401451,-0.012422186909281947,-0.0021217060249466143,-0.015507311558669107,0.007129381264622301,0.054223026127852604
488.8744,-0.09042756772747255,-0.09212052035659453,-0.03360976481925576,-0.037918805358503914,-0.008823463350866072,-0.013490842707211199,-0.0029653054438320207,-0.015992387179610008,0.006537373927353566,0.05157014547817781
489.8386,-0.09070404717897178,-0.09278744122533189,-0.034197647892459944,-0.038668306534736616,-0.0077165254175339815,-0.01479187395792137,-0.0038791540539128023,-0.016511499898303975,0.005913070897368406,0.048580769143029556
490.8029,-0.09132868453350934,-0.09377574251881525,-0.03501183817983958,-0.0394998560069411,-0.006910136592570696,-0.01608740721464518,-0.004811980700471508,-0.016926352865047303,0.00534345791913414,0.04586505634473672
491.7671,-0.09229951576147313,-0.09503454067298811,-0.0360589431100577,-0.0402702238907978,-0.006567736811835566,-0.017153288195321463,-0.0056672772140567,-0.01722212609947861,0.0049310675387025825,0.043686610427665785
492.7314,-0.09344413427047767,-0.09641057002593632,-0.03723328092404874,-0.04089240673549016,-0.0066128302149377986,-0.01793255396413414,-0.006365762228639726,-0.017505334295615356,0.004689795777304745,0.04192520880392957
493.6956,-0.09452975595324185,-0.09771298266358613,-0.03836827096240789,-0.04138777971877985,-0.006863193203700165,-0.01853163563197127,-0.006877165109808327,-0.0178816026981042,0.004507483327192637,0.04031439445364513
494.6599,-0.09589020026111891,-0.09925876785031447,-0.03974775070111746,-0.042307307479453334,-0.007704684457488606,-0.019539211023321977,-0.007779692569241919,-0.018710644676426736,0.003918727324048075,0.03797751036780754
495.6241,-0.09713757997501468,-0.1005612910443229,-0.04085497544126532,-0.04338316551748367,-0.008673367488488836,-0.020582139514388337,-0.008696534455387046,-0.019622549511976967,0.003068575442012084,0.035872260570205
496.5884,-0.09845093589630324,-0.10169074516867875,-0.04172220323575728,-0.04472311063809597,-0.009913914337166495,-0.021660149131767146,-0.009795390368414755,-0.0205274389722082,0.001966831910039944,0.03422158681673897
497.5526,-0.10001322307869646,-0.10279001049735796,-0.04250021404850349,-0.046357968438553186,-0.011530817665582026,-0.022795431528079595,-0.011231306297915649,-0.021382300037195837,0.0007433056570624711,0.033048397415011685
498.5169,-0.10188640337732187,-0.10399116387516733,-0.04337555180316246,-0.04824221626754958,-0.013520140998336413,-0.02407431588128555,-0.013063419670998855,-0.022239033956844522,-0.0004420617867707425,0.03198940763625664
499.4811,-0.10401049277355064,-0.10534606659895983,-0.044491832541831665,-0.050288876583575004,-0.01580324942899427,-0.025575688249120366,-0.01523039450166537,-0.023173776344549278,-0.0014961704276507224,0.03054513221104365
500.4454,-0.10624507523114021,-0.10680914180989298,-0.0458867531104658,-0.05239302641178938,-0.018358095541936254,-0.027296085274069792,-0.017597138387825093,-0.024217758147935566,-0.002412664928638561,0.028289255688254085
