Created as New Dataset,Sample 161 By irlear Date Thursday, June 06 2019
cm-1,%T
4000.00,79.31
3999.50,79.33
3999.00,79.36
3998.50,79.38
3998.00,79.40
3997.50,79.42
3997.00,79.44
3996.50,79.46
3996.00,79.48
3995.50,79.51
3995.00,79.53
3994.50,79.55
3994.00,79.57
3993.50,79.59
3993.00,79.61
3992.50,79.63
3992.00,79.65
3991.50,79.68
3991.00,79.70
3990.50,79.72
3990.00,79.75
3989.50,79.77
3989.00,79.79
3988.50,79.81
3988.00,79.83
3987.50,79.86
3987.00,79.88
3986.50,79.91
3986.00,79.94
3985.50,79.97
3985.00,79.99
3984.50,80.01
3984.00,80.02
3983.50,80.04
3983.00,80.05
3982.50,80.07
3982.00,80.08
3981.50,80.10
3981.00,80.12
3980.50,80.15
3980.00,80.17
3979.50,80.19
3979.00,80.22
3978.50,80.24
3978.00,80.26
3977.50,80.28
3977.00,80.30
3976.50,80.32
3976.00,80.34
3975.50,80.36
3975.00,80.38
3974.50,80.40
3974.00,80.42
3973.50,80.44
3973.00,80.47
3972.50,80.49
3972.00,80.50
3971.50,80.52
3971.00,80.53
3970.50,80.55
3970.00,80.57
3969.50,80.60
3969.00,80.62
3968.50,80.64
3968.00,80.66
3967.50,80.68
3967.00,80.69
3966.50,80.71
3966.00,80.73
3965.50,80.75
3965.00,80.77
3964.50,80.79
3964.00,80.80
3963.50,80.82
3963.00,80.84
3962.50,80.86
3962.00,80.88
3961.50,80.90
3961.00,80.91
3960.50,80.92
3960.00,80.94
3959.50,80.95
3959.00,80.96
3958.50,80.98
3958.00,80.99
3957.50,81.01
3957.00,81.02
3956.50,81.03
3956.00,81.04
3955.50,81.05
3955.00,81.05
3954.50,81.06
3954.00,81.07
3953.50,81.09
3953.00,81.09
3952.50,81.09
3952.00,81.08
3951.50,81.08
3951.00,81.09
3950.50,81.11
3950.00,81.12
3949.50,81.13
3949.00,81.15
3948.50,81.16
3948.00,81.18
3947.50,81.18
3947.00,81.18
3946.50,81.18
3946.00,81.18
3945.50,81.18
3945.00,81.18
3944.50,81.17
3944.00,81.17
3943.50,81.19
3943.00,81.21
3942.50,81.24
3942.00,81.26
3941.50,81.27
3941.00,81.29
3940.50,81.30
3940.00,81.31
3939.50,81.33
3939.00,81.34
3938.50,81.35
3938.00,81.36
3937.50,81.37
3937.00,81.37
3936.50,81.38
3936.00,81.39
3935.50,81.40
3935.00,81.41
3934.50,81.41
3934.00,81.41
3933.50,81.42
3933.00,81.43
3932.50,81.44
3932.00,81.44
3931.50,81.44
3931.00,81.45
3930.50,81.46
3930.00,81.47
3929.50,81.48
3929.00,81.48
3928.50,81.47
3928.00,81.46
3927.50,81.44
3927.00,81.42
3926.50,81.40
3926.00,81.40
3925.50,81.42
3925.00,81.45
3924.50,81.47
3924.00,81.48
3923.50,81.48
3923.00,81.46
3922.50,81.44
3922.00,81.43
3921.50,81.41
3921.00,81.41
3920.50,81.42
3920.00,81.42
3919.50,81.41
3919.00,81.41
3918.50,81.41
3918.00,81.41
3917.50,81.41
3917.00,81.40
3916.50,81.39
3916.00,81.37
3915.50,81.36
3915.00,81.35
3914.50,81.34
3914.00,81.32
3913.50,81.31
3913.00,81.30
3912.50,81.29
3912.00,81.28
3911.50,81.27
3911.00,81.25
3910.50,81.24
3910.00,81.22
3909.50,81.21
3909.00,81.19
3908.50,81.16
3908.00,81.13
3907.50,81.10
3907.00,81.07
3906.50,81.06
3906.00,81.07
3905.50,81.09
3905.00,81.12
3904.50,81.11
3904.00,81.08
3903.50,81.04
3903.00,81.02
3902.50,81.01
3902.00,80.98
3901.50,80.93
3901.00,80.89
3900.50,80.87
3900.00,80.86
3899.50,80.86
3899.00,80.85
3898.50,80.83
3898.00,80.82
3897.50,80.81
3897.00,80.79
3896.50,80.76
3896.00,80.74
3895.50,80.72
3895.00,80.71
3894.50,80.69
3894.00,80.67
3893.50,80.65
3893.00,80.65
3892.50,80.67
3892.00,80.69
3891.50,80.69
3891.00,80.66
3890.50,80.62
3890.00,80.60
3889.50,80.59
3889.00,80.57
3888.50,80.55
3888.00,80.51
3887.50,80.49
3887.00,80.49
3886.50,80.51
3886.00,80.53
3885.50,80.52
3885.00,80.50
3884.50,80.49
3884.00,80.49
3883.50,80.47
3883.00,80.44
3882.50,80.39
3882.00,80.34
3881.50,80.31
3881.00,80.33
3880.50,80.35
3880.00,80.36
3879.50,80.37
3879.00,80.37
3878.50,80.37
3878.00,80.35
3877.50,80.33
3877.00,80.30
3876.50,80.26
3876.00,80.21
3875.50,80.18
3875.00,80.18
3874.50,80.20
3874.00,80.20
3873.50,80.18
3873.00,80.16
3872.50,80.14
3872.00,80.11
3871.50,80.09
3871.00,80.10
3870.50,80.12
3870.00,80.10
3869.50,80.04
3869.00,79.99
3868.50,79.96
3868.00,79.93
3867.50,79.89
3867.00,79.85
3866.50,79.81
3866.00,79.79
3865.50,79.78
3865.00,79.75
3864.50,79.69
3864.00,79.62
3863.50,79.58
3863.00,79.53
3862.50,79.48
3862.00,79.41
3861.50,79.34
3861.00,79.28
3860.50,79.22
3860.00,79.16
3859.50,79.09
3859.00,79.00
3858.50,78.92
3858.00,78.83
3857.50,78.74
3857.00,78.64
3856.50,78.55
3856.00,78.49
3855.50,78.44
3855.00,78.34
3854.50,78.21
3854.00,78.10
3853.50,78.02
3853.00,77.93
3852.50,77.82
3852.00,77.69
3851.50,77.58
3851.00,77.49
3850.50,77.41
3850.00,77.31
3849.50,77.18
3849.00,77.05
3848.50,76.93
3848.00,76.81
3847.50,76.69
3847.00,76.57
3846.50,76.44
3846.00,76.30
3845.50,76.16
3845.00,76.02
3844.50,75.87
3844.00,75.70
3843.50,75.54
3843.00,75.41
3842.50,75.29
3842.00,75.17
3841.50,75.04
3841.00,74.92
3840.50,74.79
3840.00,74.67
3839.50,74.56
3839.00,74.46
3838.50,74.33
3838.00,74.17
3837.50,74.03
3837.00,73.95
3836.50,73.89
3836.00,73.81
3835.50,73.70
3835.00,73.57
3834.50,73.43
3834.00,73.33
3833.50,73.26
3833.00,73.19
3832.50,73.12
3832.00,73.05
3831.50,72.97
3831.00,72.89
3830.50,72.83
3830.00,72.78
3829.50,72.71
3829.00,72.65
3828.50,72.58
3828.00,72.52
3827.50,72.48
3827.00,72.44
3826.50,72.40
3826.00,72.36
3825.50,72.33
3825.00,72.29
3824.50,72.24
3824.00,72.19
3823.50,72.13
3823.00,72.07
3822.50,72.02
3822.00,72.02
3821.50,72.06
