Created as New Dataset,Sample 160 By irlear Date Thursday, June 06 2019
cm-1,%T
4000.00,79.27
3999.50,79.29
3999.00,79.31
3998.50,79.34
3998.00,79.36
3997.50,79.38
3997.00,79.40
3996.50,79.42
3996.00,79.44
3995.50,79.46
3995.00,79.49
3994.50,79.51
3994.00,79.53
3993.50,79.55
3993.00,79.57
3992.50,79.59
3992.00,79.61
3991.50,79.64
3991.00,79.66
3990.50,79.69
3990.00,79.71
3989.50,79.72
3989.00,79.74
3988.50,79.77
3988.00,79.79
3987.50,79.81
3987.00,79.84
3986.50,79.86
3986.00,79.89
3985.50,79.92
3985.00,79.95
3984.50,79.97
3984.00,79.99
3983.50,80.00
3983.00,80.01
3982.50,80.03
3982.00,80.05
3981.50,80.07
3981.00,80.09
3980.50,80.11
3980.00,80.13
3979.50,80.15
3979.00,80.18
3978.50,80.20
3978.00,80.23
3977.50,80.25
3977.00,80.27
3976.50,80.29
3976.00,80.31
3975.50,80.32
3975.00,80.34
3974.50,80.36
3974.00,80.38
3973.50,80.40
3973.00,80.43
3972.50,80.45
3972.00,80.47
3971.50,80.48
3971.00,80.50
3970.50,80.52
3970.00,80.54
3969.50,80.56
3969.00,80.58
3968.50,80.60
3968.00,80.62
3967.50,80.63
3967.00,80.65
3966.50,80.67
3966.00,80.69
3965.50,80.71
3965.00,80.72
3964.50,80.74
3964.00,80.76
3963.50,80.78
3963.00,80.80
3962.50,80.82
3962.00,80.84
3961.50,80.86
3961.00,80.87
3960.50,80.88
3960.00,80.89
3959.50,80.90
3959.00,80.92
3958.50,80.93
3958.00,80.94
3957.50,80.96
3957.00,80.97
3956.50,80.98
3956.00,80.99
3955.50,81.00
3955.00,81.01
3954.50,81.02
3954.00,81.04
3953.50,81.05
3953.00,81.05
3952.50,81.05
3952.00,81.05
3951.50,81.05
3951.00,81.06
3950.50,81.08
3950.00,81.10
3949.50,81.11
3949.00,81.12
3948.50,81.13
3948.00,81.15
3947.50,81.15
3947.00,81.15
3946.50,81.15
3946.00,81.15
3945.50,81.15
3945.00,81.15
3944.50,81.15
3944.00,81.15
3943.50,81.17
3943.00,81.20
3942.50,81.21
3942.00,81.23
3941.50,81.24
3941.00,81.25
3940.50,81.26
3940.00,81.27
3939.50,81.29
3939.00,81.30
3938.50,81.31
3938.00,81.32
3937.50,81.32
3937.00,81.33
3936.50,81.34
3936.00,81.35
3935.50,81.37
3935.00,81.37
3934.50,81.37
3934.00,81.38
3933.50,81.39
3933.00,81.40
3932.50,81.41
3932.00,81.40
3931.50,81.40
3931.00,81.41
3930.50,81.42
3930.00,81.43
3929.50,81.43
