Created as New Dataset,Sample 163 By irlear Date Thursday, June 06 2019
cm-1,%T
4000.00,79.28
3999.50,79.30
3999.00,79.33
3998.50,79.35
3998.00,79.37
3997.50,79.39
3997.00,79.41
3996.50,79.43
3996.00,79.45
3995.50,79.48
3995.00,79.50
3994.50,79.52
3994.00,79.54
3993.50,79.56
3993.00,79.58
3992.50,79.61
3992.00,79.63
3991.50,79.65
3991.00,79.68
3990.50,79.70
3990.00,79.72
3989.50,79.75
3989.00,79.77
3988.50,79.79
3988.00,79.81
3987.50,79.83
3987.00,79.86
3986.50,79.89
3986.00,79.92
3985.50,79.94
3985.00,79.97
3984.50,79.99
3984.00,80.00
3983.50,80.02
3983.00,80.03
3982.50,80.05
3982.00,80.07
3981.50,80.09
3981.00,80.11
3980.50,80.13
3980.00,80.15
3979.50,80.17
3979.00,80.19
3978.50,80.22
3978.00,80.24
3977.50,80.27
3977.00,80.29
3976.50,80.31
3976.00,80.33
3975.50,80.35
3975.00,80.36
3974.50,80.38
3974.00,80.41
3973.50,80.43
3973.00,80.45
3972.50,80.47
3972.00,80.49
3971.50,80.50
3971.00,80.52
3970.50,80.54
3970.00,80.56
3969.50,80.58
3969.00,80.60
3968.50,80.62
3968.00,80.64
3967.50,80.66
3967.00,80.67
3966.50,80.69
3966.00,80.71
3965.50,80.73
3965.00,80.75
3964.50,80.77
3964.00,80.78
3963.50,80.80
3963.00,80.83
3962.50,80.85
3962.00,80.87
3961.50,80.89
3961.00,80.90
3960.50,80.91
3960.00,80.92
3959.50,80.94
3959.00,80.95
3958.50,80.97
3958.00,80.98
3957.50,80.99
3957.00,81.01
3956.50,81.02
3956.00,81.03
3955.50,81.04
3955.00,81.05
3954.50,81.06
3954.00,81.07
3953.50,81.08
3953.00,81.09
3952.50,81.09
3952.00,81.08
3951.50,81.08
3951.00,81.09
3950.50,81.11
3950.00,81.12
3949.50,81.13
3949.00,81.15
3948.50,81.16
3948.00,81.18
3947.50,81.18
3947.00,81.18
3946.50,81.18
3946.00,81.18
3945.50,81.18
3945.00,81.18
3944.50,81.17
3944.00,81.17
3943.50,81.19
3943.00,81.21
3942.50,81.24
3942.00,81.25
3941.50,81.27
3941.00,81.28
3940.50,81.29
3940.00,81.30
3939.50,81.32
3939.00,81.33
3938.50,81.34
3938.00,81.35
3937.50,81.36
3937.00,81.37
3936.50,81.38
3936.00,81.39
3935.50,81.40
3935.00,81.41
3934.50,81.41
3934.00,81.41
3933.50,81.42
3933.00,81.43
3932.50,81.44
3932.00,81.44
3931.50,81.44
3931.00,81.45
3930.50,81.46
3930.00,81.47
3929.50,81.47
3929.00,81.47
3928.50,81.46
3928.00,81.45
3927.50,81.43
3927.00,81.41
3926.50,81.39
3926.00,81.39
3925.50,81.41
3925.00,81.44
3924.50,81.47
3924.00,81.48
3923.50,81.47
3923.00,81.46
3922.50,81.44
3922.00,81.42
3921.50,81.41
3921.00,81.41
3920.50,81.42
3920.00,81.42
3919.50,81.41
3919.00,81.40
3918.50,81.40
3918.00,81.41
3917.50,81.42
3917.00,81.41
3916.50,81.39
3916.00,81.37
3915.50,81.35
3915.00,81.34
3914.50,81.33
3914.00,81.32
3913.50,81.31
3913.00,81.30
3912.50,81.28
3912.00,81.27
3911.50,81.26
3911.00,81.25
3910.50,81.23
3910.00,81.22
3909.50,81.20
3909.00,81.18
3908.50,81.16
3908.00,81.12
3907.50,81.09
3907.00,81.07
3906.50,81.05
3906.00,81.06
3905.50,81.09
3905.00,81.11
3904.50,81.10
3904.00,81.07
3903.50,81.03
3903.00,81.01
3902.50,81.00
3902.00,80.97
3901.50,80.92
3901.00,80.88
3900.50,80.86
3900.00,80.85
3899.50,80.85
3899.00,80.84
3898.50,80.82
3898.00,80.81
3897.50,80.80
3897.00,80.78
3896.50,80.75
3896.00,80.73
3895.50,80.71
3895.00,80.70
3894.50,80.68
3894.00,80.66
3893.50,80.65
3893.00,80.64
3892.50,80.66
3892.00,80.68
3891.50,80.68
3891.00,80.64
3890.50,80.61
3890.00,80.59
3889.50,80.58
3889.00,80.56
3888.50,80.54
3888.00,80.51
3887.50,80.49
3887.00,80.49
3886.50,80.51
3886.00,80.54
3885.50,80.53
3885.00,80.51
3884.50,80.49
3884.00,80.48
3883.50,80.46
3883.00,80.43
3882.50,80.38
3882.00,80.33
3881.50,80.31
3881.00,80.32
3880.50,80.34
3880.00,80.35
3879.50,80.36
3879.00,80.36
3878.50,80.36
3878.00,80.35
3877.50,80.33
3877.00,80.30
3876.50,80.26
3876.00,80.21
3875.50,80.17
3875.00,80.17
3874.50,80.19
3874.00,80.19
3873.50,80.18
3873.00,80.16
3872.50,80.14
3872.00,80.11
3871.50,80.10
3871.00,80.11
3870.50,80.13
3870.00,80.11
3869.50,80.04
3869.00,79.99
3868.50,79.96
3868.00,79.92
3867.50,79.88
3867.00,79.84
3866.50,79.80
3866.00,79.79
3865.50,79.78
3865.00,79.75
3864.50,79.69
3864.00,79.62
3863.50,79.57
3863.00,79.52
3862.50,79.47
3862.00,79.40
3861.50,79.33
3861.00,79.27
3860.50,79.21
3860.00,79.14
3859.50,79.07
3859.00,78.99
3858.50,78.90
3858.00,78.82
3857.50,78.73
3857.00,78.64
3856.50,78.55
3856.00,78.49
3855.50,78.44
3855.00,78.35
3854.50,78.22
3854.00,78.11
3853.50,78.01
3853.00,77.92
3852.50,77.80
3852.00,77.68
3851.50,77.56
3851.00,77.47
3850.50,77.39
3850.00,77.28
3849.50,77.16
3849.00,77.02
3848.50,76.90
3848.00,76.78
3847.50,76.66
3847.00,76.53
3846.50,76.40
3846.00,76.27
3845.50,76.12
3845.00,75.98
3844.50,75.82
3844.00,75.66
3843.50,75.51
3843.00,75.37
3842.50,75.25
3842.00,75.13
3841.50,75.00
3841.00,74.88
3840.50,74.75
3840.00,74.63
3839.50,74.52
3839.00,74.41
3838.50,74.28
3838.00,74.13
3837.50,73.99
3837.00,73.89
3836.50,73.82
3836.00,73.74
3835.50,73.63
3835.00,73.49
3834.50,73.37
3834.00,73.27
3833.50,73.19
3833.00,73.12
3832.50,73.05
3832.00,72.98
3831.50,72.90
3831.00,72.82
3830.50,72.76
3830.00,72.71
3829.50,72.64
3829.00,72.58
3828.50,72.51
3828.00,72.45
3827.50,72.41
3827.00,72.37
3826.50,72.33
3826.00,72.29
3825.50,72.25
3825.00,72.22
3824.50,72.17
3824.00,72.12
