Created as New Dataset,Sample 016 By irlear Date Sunday, April 26 2009
cm-1,%T
4000.00,97.88
3999.75,97.88
3999.50,97.88
3999.25,97.88
3999.00,97.87
3998.75,97.87
3998.50,97.87
3998.25,97.88
3998.00,97.88
3997.75,97.89
3997.50,97.88
3997.25,97.88
3997.00,97.87
3996.75,97.87
3996.50,97.88
3996.25,97.88
3996.00,97.88
3995.75,97.89
3995.50,97.88
3995.25,97.87
3995.00,97.86
3994.75,97.85
3994.50,97.86
3994.25,97.88
3994.00,97.89
3993.75,97.90
3993.50,97.89
3993.25,97.89
3993.00,97.88
3992.75,97.88
3992.50,97.88
3992.25,97.89
3992.00,97.89
3991.75,97.88
3991.50,97.88
3991.25,97.88
3991.00,97.88
3990.75,97.88
3990.50,97.89
3990.25,97.89
3990.00,97.89
3989.75,97.89
3989.50,97.88
3989.25,97.88
3989.00,97.88
3988.75,97.88
3988.50,97.87
3988.25,97.87
3988.00,97.87
3987.75,97.87
3987.50,97.87
3987.25,97.89
3987.00,97.90
3986.75,97.91
3986.50,97.91
3986.25,97.90
3986.00,97.90
3985.75,97.89
3985.50,97.89
3985.25,97.90
3985.00,97.91
3984.75,97.91
3984.50,97.91
3984.25,97.90
3984.00,97.89
3983.75,97.88
3983.50,97.88
3983.25,97.88
3983.00,97.89
3982.75,97.89
3982.50,97.90
3982.25,97.90
3982.00,97.90
3981.75,97.90
3981.50,97.89
3981.25,97.89
3981.00,97.89
3980.75,97.89
3980.50,97.89
3980.25,97.90
3980.00,97.90
3979.75,97.91
3979.50,97.90
3979.25,97.89
3979.00,97.88
3978.75,97.87
3978.50,97.88
3978.25,97.89
3978.00,97.91
3977.75,97.92
3977.50,97.92
3977.25,97.92
3977.00,97.92
3976.75,97.91
3976.50,97.91
3976.25,97.91
3976.00,97.90
3975.75,97.90
3975.50,97.90
3975.25,97.90
3975.00,97.91
3974.75,97.92
3974.50,97.93
3974.25,97.92
3974.00,97.92
3973.75,97.91
3973.50,97.91
3973.25,97.91
3973.00,97.91
3972.75,97.92
3972.50,97.93
3972.25,97.93
3972.00,97.92
3971.75,97.91
3971.50,97.90
3971.25,97.89
3971.00,97.89
3970.75,97.89
3970.50,97.89
3970.25,97.90
3970.00,97.91
3969.75,97.91
3969.50,97.91
3969.25,97.91
3969.00,97.91
3968.75,97.91
3968.50,97.92
3968.25,97.92
3968.00,97.93
3967.75,97.93
3967.50,97.93
3967.25,97.93
3967.00,97.94
3966.75,97.94
3966.50,97.95
3966.25,97.95
3966.00,97.95
3965.75,97.94
3965.50,97.93
3965.25,97.92
3965.00,97.91
3964.75,97.91
3964.50,97.92
3964.25,97.92
3964.00,97.93
3963.75,97.92
3963.50,97.92
3963.25,97.92
3963.00,97.92
3962.75,97.92
3962.50,97.92
3962.25,97.93
3962.00,97.94
3961.75,97.96
3961.50,97.97
3961.25,97.97
3961.00,97.96
3960.75,97.94
3960.50,97.93
3960.25,97.92
3960.00,97.91
3959.75,97.92
3959.50,97.92
3959.25,97.93
3959.00,97.93
3958.75,97.92
3958.50,97.92
3958.25,97.92
3958.00,97.92
3957.75,97.93
3957.50,97.93
3957.25,97.94
3957.00,97.94
3956.75,97.94
3956.50,97.94
