Created as New Dataset,Sample 019 By irlear Date Sunday, April 26 2009
cm-1,%T
4000.00,98.41
3999.75,98.42
3999.50,98.42
3999.25,98.42
3999.00,98.41
3998.75,98.41
3998.50,98.40
3998.25,98.40
3998.00,98.40
3997.75,98.41
3997.50,98.41
3997.25,98.42
3997.00,98.42
3996.75,98.42
3996.50,98.42
3996.25,98.41
3996.00,98.41
3995.75,98.41
3995.50,98.41
3995.25,98.41
3995.00,98.41
3994.75,98.41
3994.50,98.41
3994.25,98.42
3994.00,98.42
3993.75,98.43
3993.50,98.43
3993.25,98.43
3993.00,98.43
3992.75,98.43
3992.50,98.43
3992.25,98.43
3992.00,98.43
3991.75,98.43
3991.50,98.42
3991.25,98.41
3991.00,98.41
3990.75,98.42
3990.50,98.43
3990.25,98.44
3990.00,98.44
3989.75,98.43
3989.50,98.43
3989.25,98.43
3989.00,98.43
3988.75,98.42
3988.50,98.42
3988.25,98.41
3988.00,98.40
3987.75,98.40
3987.50,98.40
3987.25,98.41
3987.00,98.42
3986.75,98.43
3986.50,98.43
3986.25,98.43
3986.00,98.44
3985.75,98.44
3985.50,98.44
3985.25,98.44
3985.00,98.44
3984.75,98.44
3984.50,98.43
3984.25,98.42
3984.00,98.41
3983.75,98.41
3983.50,98.42
3983.25,98.43
3983.00,98.44
3982.75,98.45
3982.50,98.45
3982.25,98.45
3982.00,98.44
3981.75,98.44
3981.50,98.44
3981.25,98.44
3981.00,98.44
3980.75,98.44
3980.50,98.44
3980.25,98.45
3980.00,98.46
3979.75,98.46
3979.50,98.45
3979.25,98.44
3979.00,98.43
3978.75,98.43
3978.50,98.43
3978.25,98.44
3978.00,98.45
3977.75,98.46
3977.50,98.46
3977.25,98.46
3977.00,98.45
3976.75,98.44
3976.50,98.44
3976.25,98.45
3976.00,98.46
3975.75,98.46
3975.50,98.47
3975.25,98.47
3975.00,98.47
3974.75,98.47
3974.50,98.47
3974.25,98.46
3974.00,98.46
3973.75,98.46
3973.50,98.45
3973.25,98.44
3973.00,98.44
3972.75,98.44
3972.50,98.45
3972.25,98.47
3972.00,98.48
3971.75,98.47
3971.50,98.46
3971.25,98.45
3971.00,98.44
3970.75,98.44
3970.50,98.45
3970.25,98.46
3970.00,98.47
3969.75,98.47
3969.50,98.47
3969.25,98.46
3969.00,98.45
3968.75,98.45
3968.50,98.45
3968.25,98.44
3968.00,98.44
3967.75,98.44
3967.50,98.44
3967.25,98.45
3967.00,98.45
3966.75,98.47
3966.50,98.48
3966.25,98.49
3966.00,98.49
3965.75,98.49
3965.50,98.48
3965.25,98.47
3965.00,98.46
3964.75,98.45
3964.50,98.45
3964.25,98.44
3964.00,98.45
3963.75,98.45
3963.50,98.46
3963.25,98.46
3963.00,98.46
3962.75,98.47
3962.50,98.47
3962.25,98.47
3962.00,98.48
3961.75,98.48
3961.50,98.48
3961.25,98.48
3961.00,98.48
3960.75,98.48
3960.50,98.48
3960.25,98.48
3960.00,98.48
3959.75,98.47
3959.50,98.47
3959.25,98.46
3959.00,98.46
3958.75,98.46
3958.50,98.47
3958.25,98.48
3958.00,98.49
3957.75,98.49
3957.50,98.49
3957.25,98.48
3957.00,98.47
3956.75,98.47
3956.50,98.47
3956.25,98.47
3956.00,98.47
3955.75,98.48
3955.50,98.48
3955.25,98.48
3955.00,98.47
3954.75,98.47
3954.50,98.47
3954.25,98.47
3954.00,98.48
3953.75,98.49
3953.50,98.48
3953.25,98.48
3953.00,98.47
3952.75,98.47
3952.50,98.48
3952.25,98.49
3952.00,98.49
3951.75,98.49
3951.50,98.48
3951.25,98.47
3951.00,98.47
3950.75,98.48
3950.50,98.49
3950.25,98.49
3950.00,98.49
3949.75,98.49
3949.50,98.48
3949.25,98.48
3949.00,98.48
3948.75,98.48
3948.50,98.49
3948.25,98.49
3948.00,98.49
3947.75,98.48
3947.50,98.48
3947.25,98.47
3947.00,98.47
3946.75,98.47
3946.50,98.47
3946.25,98.47
3946.00,98.47
3945.75,98.48
3945.50,98.48
3945.25,98.48
3945.00,98.48
3944.75,98.48
3944.50,98.48
3944.25,98.48
3944.00,98.49
3943.75,98.50
3943.50,98.51
3943.25,98.51
3943.00,98.50
