Created as New Dataset,Sample 030 By irlear Date Monday, April 27 2009
cm-1,%T
4000.00,99.15
3999.75,99.15
3999.50,99.15
3999.25,99.15
3999.00,99.14
3998.75,99.14
3998.50,99.13
3998.25,99.13
3998.00,99.13
3997.75,99.13
3997.50,99.13
3997.25,99.13
3997.00,99.13
3996.75,99.13
3996.50,99.13
3996.25,99.13
3996.00,99.14
3995.75,99.15
3995.50,99.17
3995.25,99.17
3995.00,99.17
3994.75,99.16
3994.50,99.15
3994.25,99.15
3994.00,99.15
3993.75,99.15
3993.50,99.15
3993.25,99.15
3993.00,99.15
3992.75,99.14
3992.50,99.14
3992.25,99.14
3992.00,99.14
3991.75,99.13
3991.50,99.12
3991.25,99.12
3991.00,99.11
3990.75,99.12
3990.50,99.13
3990.25,99.14
3990.00,99.15
3989.75,99.16
3989.50,99.15
3989.25,99.14
3989.00,99.13
3988.75,99.13
3988.50,99.13
3988.25,99.15
3988.00,99.16
3987.75,99.16
3987.50,99.16
3987.25,99.16
3987.00,99.16
3986.75,99.16
3986.50,99.16
3986.25,99.17
3986.00,99.17
3985.75,99.17
3985.50,99.17
3985.25,99.17
3985.00,99.17
3984.75,99.17
3984.50,99.18
3984.25,99.18
3984.00,99.18
3983.75,99.18
3983.50,99.19
3983.25,99.19
3983.00,99.18
3982.75,99.17
3982.50,99.17
3982.25,99.16
3982.00,99.16
3981.75,99.16
3981.50,99.16
3981.25,99.16
3981.00,99.17
3980.75,99.17
3980.50,99.18
3980.25,99.19
3980.00,99.19
3979.75,99.19
3979.50,99.19
3979.25,99.19
3979.00,99.18
3978.75,99.17
3978.50,99.17
3978.25,99.17
3978.00,99.17
3977.75,99.18
3977.50,99.18
3977.25,99.18
3977.00,99.18
3976.75,99.16
3976.50,99.15
3976.25,99.15
3976.00,99.16
3975.75,99.17
3975.50,99.18
3975.25,99.19
3975.00,99.19
3974.75,99.19
3974.50,99.18
3974.25,99.18
3974.00,99.18
3973.75,99.18
3973.50,99.19
3973.25,99.20
3973.00,99.20
3972.75,99.19
3972.50,99.18
3972.25,99.18
3972.00,99.17
3971.75,99.17
3971.50,99.17
3971.25,99.17
3971.00,99.18
3970.75,99.18
3970.50,99.19
3970.25,99.19
3970.00,99.19
3969.75,99.20
3969.50,99.19
3969.25,99.19
3969.00,99.19
3968.75,99.18
3968.50,99.18
3968.25,99.18
3968.00,99.18
3967.75,99.18
3967.50,99.18
3967.25,99.18
3967.00,99.19
3966.75,99.20
3966.50,99.20
3966.25,99.19
3966.00,99.19
3965.75,99.19
3965.50,99.19
3965.25,99.20
3965.00,99.20
3964.75,99.21
3964.50,99.21
3964.25,99.22
3964.00,99.22
3963.75,99.22
3963.50,99.21
3963.25,99.20
3963.00,99.19
3962.75,99.19
3962.50,99.20
3962.25,99.21
3962.00,99.21
3961.75,99.20
3961.50,99.19
3961.25,99.18
3961.00,99.19
3960.75,99.19
3960.50,99.20
3960.25,99.21
3960.00,99.20
3959.75,99.20
3959.50,99.19
3959.25,99.19
3959.00,99.19
3958.75,99.19
3958.50,99.19
3958.25,99.20
3958.00,99.20
3957.75,99.20
3957.50,99.20
3957.25,99.20
3957.00,99.21
3956.75,99.21
3956.50,99.22
3956.25,99.21
3956.00,99.20
3955.75,99.19
3955.50,99.18
3955.25,99.19
3955.00,99.21
3954.75,99.22
3954.50,99.22
3954.25,99.23
3954.00,99.23
3953.75,99.23
3953.50,99.23
3953.25,99.22
3953.00,99.21
3952.75,99.21
3952.50,99.22
3952.25,99.22
