Created as New Dataset,Sample 017 By irlear Date Monday, April 27 2009
cm-1,%T
4000.00,98.32
3999.75,98.33
3999.50,98.32
3999.25,98.32
3999.00,98.32
3998.75,98.31
3998.50,98.31
3998.25,98.31
3998.00,98.31
3997.75,98.31
3997.50,98.30
3997.25,98.30
3997.00,98.29
3996.75,98.29
3996.50,98.29
3996.25,98.30
3996.00,98.31
3995.75,98.31
3995.50,98.32
3995.25,98.32
3995.00,98.32
3994.75,98.31
3994.50,98.31
3994.25,98.32
3994.00,98.32
3993.75,98.33
3993.50,98.33
3993.25,98.32
3993.00,98.32
3992.75,98.31
3992.50,98.31
3992.25,98.30
3992.00,98.30
3991.75,98.30
3991.50,98.31
3991.25,98.31
3991.00,98.31
3990.75,98.31
3990.50,98.31
3990.25,98.31
3990.00,98.32
3989.75,98.32
3989.50,98.32
3989.25,98.31
3989.00,98.31
3988.75,98.31
3988.50,98.31
3988.25,98.31
3988.00,98.32
3987.75,98.33
3987.50,98.33
3987.25,98.33
3987.00,98.33
3986.75,98.33
3986.50,98.34
3986.25,98.35
3986.00,98.35
3985.75,98.35
3985.50,98.35
3985.25,98.34
3985.00,98.34
3984.75,98.33
3984.50,98.34
3984.25,98.34
3984.00,98.34
3983.75,98.35
3983.50,98.35
3983.25,98.35
3983.00,98.35
3982.75,98.34
3982.50,98.33
3982.25,98.33
3982.00,98.33
3981.75,98.33
3981.50,98.33
3981.25,98.33
3981.00,98.33
3980.75,98.33
3980.50,98.33
3980.25,98.34
3980.00,98.36
3979.75,98.36
3979.50,98.36
3979.25,98.35
3979.00,98.34
3978.75,98.33
3978.50,98.32
3978.25,98.32
3978.00,98.33
3977.75,98.33
3977.50,98.34
3977.25,98.36
3977.00,98.36
3976.75,98.36
3976.50,98.36
3976.25,98.35
3976.00,98.35
3975.75,98.36
3975.50,98.36
3975.25,98.37
3975.00,98.37
3974.75,98.37
3974.50,98.36
3974.25,98.35
3974.00,98.34
3973.75,98.34
3973.50,98.34
3973.25,98.35
3973.00,98.35
3972.75,98.35
3972.50,98.34
3972.25,98.35
3972.00,98.35
3971.75,98.35
3971.50,98.35
3971.25,98.36
3971.00,98.36
3970.75,98.37
3970.50,98.37
3970.25,98.37
3970.00,98.36
3969.75,98.36
3969.50,98.36
3969.25,98.35
3969.00,98.34
3968.75,98.34
3968.50,98.34
3968.25,98.34
3968.00,98.35
3967.75,98.35
3967.50,98.35
3967.25,98.35
3967.00,98.34
3966.75,98.35
3966.50,98.35
3966.25,98.36
3966.00,98.36
3965.75,98.36
3965.50,98.35
3965.25,98.35
3965.00,98.36
3964.75,98.37
3964.50,98.38
3964.25,98.38
3964.00,98.39
3963.75,98.38
3963.50,98.38
3963.25,98.37
3963.00,98.36
3962.75,98.36
3962.50,98.36
3962.25,98.37
3962.00,98.37
3961.75,98.37
3961.50,98.36
3961.25,98.36
3961.00,98.36
3960.75,98.36
3960.50,98.37
3960.25,98.37
3960.00,98.37
3959.75,98.36
3959.50,98.36
3959.25,98.36
3959.00,98.37
3958.75,98.38
3958.50,98.39
3958.25,98.40
3958.00,98.40
3957.75,98.39
3957.50,98.38
3957.25,98.37
3957.00,98.37
3956.75,98.37
3956.50,98.37
3956.25,98.36
3956.00,98.36
3955.75,98.36
3955.50,98.36
3955.25,98.36
3955.00,98.37
3954.75,98.38
3954.50,98.38
3954.25,98.38
3954.00,98.39
3953.75,98.39
3953.50,98.39
3953.25,98.39
3953.00,98.39
3952.75,98.38
3952.50,98.37
3952.25,98.37
3952.00,98.37
3951.75,98.38
3951.50,98.38
3951.25,98.38
3951.00,98.38
3950.75,98.37
3950.50,98.37
3950.25,98.37
3950.00,98.37
3949.75,98.37
3949.50,98.38
3949.25,98.38
3949.00,98.38
3948.75,98.37
3948.50,98.37
3948.25,98.37
3948.00,98.38
3947.75,98.39
3947.50,98.40
3947.25,98.40
3947.00,98.41
3946.75,98.41
3946.50,98.40
3946.25,98.38
3946.00,98.38
3945.75,98.38
3945.50,98.39
3945.25,98.39
3945.00,98.39
3944.75,98.39
3944.50,98.39
3944.25,98.39
3944.00,98.39
3943.75,98.39
3943.50,98.39
3943.25,98.38
3943.00,98.38
3942.75,98.38
3942.50,98.39
3942.25,98.39
3942.00,98.39
3941.75,98.40
3941.50,98.40
3941.25,98.40
3941.00,98.39
3940.75,98.38
3940.50,98.37
3940.25,98.37
3940.00,98.37
3939.75,98.37
3939.50,98.38
3939.25,98.39
3939.00,98.39
3938.75,98.38
3938.50,98.37
3938.25,98.37
3938.00,98.37
3937.75,98.38
3937.50,98.39
3937.25,98.40
3937.00,98.40
3936.75,98.40
3936.50,98.40
3936.25,98.40
3936.00,98.39
3935.75,98.39
3935.50,98.39
3935.25,98.39
3935.00,98.39
3934.75,98.39
3934.50,98.39
3934.25,98.39
3934.00,98.39
3933.75,98.39
3933.50,98.38
3933.25,98.38
3933.00,98.39
3932.75,98.39
3932.50,98.40
3932.25,98.39
3932.00,98.38
3931.75,98.38
