Created as New Dataset,Sample 034 By irlear Date Monday, April 27 2009
cm-1,%T
4000.00,98.60
3999.75,98.60
3999.50,98.60
3999.25,98.59
3999.00,98.58
3998.75,98.58
3998.50,98.58
3998.25,98.59
3998.00,98.59
3997.75,98.60
3997.50,98.60
3997.25,98.60
3997.00,98.59
3996.75,98.58
3996.50,98.58
3996.25,98.58
3996.00,98.59
3995.75,98.59
3995.50,98.60
3995.25,98.60
3995.00,98.59
3994.75,98.59
3994.50,98.59
3994.25,98.59
3994.00,98.59
3993.75,98.59
3993.50,98.59
3993.25,98.59
3993.00,98.59
3992.75,98.59
3992.50,98.59
3992.25,98.60
3992.00,98.60
3991.75,98.60
3991.50,98.59
3991.25,98.58
3991.00,98.57
3990.75,98.57
3990.50,98.57
3990.25,98.58
3990.00,98.59
3989.75,98.59
3989.50,98.58
3989.25,98.57
3989.00,98.57
3988.75,98.58
3988.50,98.58
3988.25,98.59
3988.00,98.60
3987.75,98.61
3987.50,98.61
3987.25,98.62
3987.00,98.63
3986.75,98.63
3986.50,98.63
3986.25,98.63
3986.00,98.63
3985.75,98.63
3985.50,98.63
3985.25,98.62
3985.00,98.62
3984.75,98.61
3984.50,98.61
3984.25,98.62
3984.00,98.62
3983.75,98.62
3983.50,98.63
3983.25,98.64
3983.00,98.64
3982.75,98.63
3982.50,98.62
3982.25,98.61
3982.00,98.61
3981.75,98.62
3981.50,98.61
3981.25,98.61
3981.00,98.60
3980.75,98.61
3980.50,98.61
3980.25,98.62
3980.00,98.63
3979.75,98.64
3979.50,98.63
3979.25,98.63
3979.00,98.62
3978.75,98.61
3978.50,98.61
3978.25,98.61
3978.00,98.61
3977.75,98.61
3977.50,98.62
3977.25,98.63
3977.00,98.63
3976.75,98.63
3976.50,98.63
3976.25,98.63
3976.00,98.63
3975.75,98.63
3975.50,98.64
3975.25,98.64
3975.00,98.64
3974.75,98.64
3974.50,98.64
3974.25,98.64
3974.00,98.63
3973.75,98.63
3973.50,98.63
3973.25,98.64
3973.00,98.64
3972.75,98.64
