4.001635e+002,-9.991076e-004
4.011277e+002,-9.250378e-004
4.020919e+002,-9.202507e-004
4.030562e+002,-9.573267e-004
4.040204e+002,-9.950014e-004
4.049847e+002,-1.011172e-003
4.059489e+002,-1.003562e-003
4.069132e+002,-9.679894e-004
4.078774e+002,-8.916234e-004
4.088417e+002,-7.773326e-004
4.098059e+002,-6.694510e-004
4.107702e+002,-6.469159e-004
4.117344e+002,-7.762992e-004
4.126987e+002,-1.048460e-003
4.136629e+002,-1.368083e-003
4.146272e+002,-1.609669e-003
4.155914e+002,-1.704515e-003
4.165557e+002,-1.683475e-003
4.175199e+002,-1.639299e-003
4.184842e+002,-1.641092e-003
4.194484e+002,-1.690966e-003
4.204127e+002,-1.745332e-003
4.213769e+002,-1.767616e-003
4.223412e+002,-1.762818e-003
4.233054e+002,-1.761870e-003
4.242697e+002,-1.783482e-003
4.252339e+002,-1.817673e-003
4.261982e+002,-1.832339e-003
4.271624e+002,-1.802342e-003
4.281267e+002,-1.720020e-003
4.290909e+002,-1.600836e-003
4.300552e+002,-1.470286e-003
4.310194e+002,-1.354394e-003
4.319837e+002,-1.268703e-003
4.329479e+002,-1.222143e-003
4.339122e+002,-1.215094e-003
4.348764e+002,-1.258406e-003
4.358407e+002,-1.363407e-003
4.368049e+002,-1.530622e-003
4.377692e+002,-1.731524e-003
4.387334e+002,-1.914369e-003
4.396977e+002,-2.031073e-003
4.406619e+002,-2.068881e-003
4.416262e+002,-2.062942e-003
4.425904e+002,-2.078893e-003
4.435547e+002,-2.166086e-003
4.445189e+002,-2.324660e-003
4.454832e+002,-2.502315e-003
4.464474e+002,-2.623349e-003
4.474117e+002,-2.627026e-003
4.483759e+002,-2.507564e-003
4.493401e+002,-2.304355e-003
4.503044e+002,-2.119554e-003
4.512687e+002,-2.072820e-003
4.522329e+002,-2.236319e-003
4.531972e+002,-2.585293e-003
4.541614e+002,-2.998738e-003
4.551257e+002,-3.327427e-003
4.560899e+002,-3.480568e-003
4.570542e+002,-3.469638e-003
4.580184e+002,-3.374732e-003
4.589827e+002,-3.275440e-003
4.599469e+002,-3.208518e-003
4.609112e+002,-3.173115e-003
4.618754e+002,-3.165730e-003
4.628397e+002,-3.188777e-003
4.638039e+002,-3.264821e-003
4.647682e+002,-3.362410e-003
4.657324e+002,-3.471772e-003
4.666967e+002,-3.599554e-003
4.676609e+002,-3.760302e-003
4.686252e+002,-3.944611e-003
4.695894e+002,-4.107183e-003
4.705536e+002,-4.188567e-003
4.715179e+002,-4.164333e-003
4.724821e+002,-4.071272e-003
4.734464e+002,-3.988393e-003
4.744106e+002,-3.982363e-003
4.753749e+002,-4.069127e-003
4.763391e+002,-4.210979e-003
4.773034e+002,-4.361046e-003
4.782676e+002,-4.498437e-003
4.792319e+002,-4.694306e-003
4.801961e+002,-4.924591e-003
4.811604e+002,-5.202639e-003
4.821246e+002,-5.513456e-003
4.830889e+002,-5.821960e-003
4.840531e+002,-6.088950e-003
4.850174e+002,-6.289647e-003
4.859816e+002,-6.426831e-003
4.869459e+002,-6.531604e-003
4.879101e+002,-6.643690e-003
4.888744e+002,-6.792269e-003
4.898386e+002,-6.981790e-003
4.908029e+002,-7.204471e-003
4.917671e+002,-7.451999e-003
4.927314e+002,-7.723479e-003
4.936956e+002,-8.013478e-003
4.946599e+002,-8.454708e-003
4.956241e+002,-8.886414e-003
4.965884e+002,-9.304577e-003
4.975526e+002,-9.729294e-003
4.985169e+002,-1.020159e-002
4.994811e+002,-1.075378e-002
5.004454e+002,-1.139321e-002
5.014096e+002,-1.208988e-002
5.023739e+002,-1.279368e-002
5.033381e+002,-1.345557e-002
5.043024e+002,-1.405346e-002
5.052666e+002,-1.459792e-002
5.062309e+002,-1.512236e-002
5.071951e+002,-1.566598e-002
5.081594e+002,-1.625918e-002
5.091236e+002,-1.691457e-002
5.100879e+002,-1.796797e-002
5.110521e+002,-1.909239e-002
5.120164e+002,-2.028492e-002
5.129806e+002,-2.155644e-002
5.139449e+002,-2.292685e-002
5.149091e+002,-2.439381e-002
5.158734e+002,-2.592126e-002
5.168376e+002,-2.744136e-002
5.178019e+002,-2.890150e-002
5.187661e+002,-3.029708e-002
5.197303e+002,-3.168429e-002
5.206946e+002,-3.314679e-002
5.216589e+002,-3.475097e-002
5.226231e+002,-3.651228e-002
5.235873e+002,-3.840274e-002
5.245516e+002,-4.038108e-002
5.255159e+002,-4.286058e-002
5.264801e+002,-4.543662e-002
5.274443e+002,-4.812837e-002
5.284086e+002,-5.095611e-002
5.293729e+002,-5.393703e-002
5.303371e+002,-5.707951e-002
5.313013e+002,-6.037742e-002
5.322656e+002,-6.379820e-002
5.332299e+002,-6.729230e-002
5.341941e+002,-7.082228e-002
5.351583e+002,-7.440512e-002
5.361226e+002,-7.811152e-002
5.370869e+002,-8.203503e-002
5.380511e+002,-8.623666e-002
5.390153e+002,-9.073195e-002
5.399796e+002,-9.550634e-002
5.409438e+002,-1.000552e-001
5.419081e+002,-1.048440e-001
5.428723e+002,-1.098705e-001
5.438366e+002,-1.151261e-001
5.448008e+002,-1.206204e-001
5.457651e+002,-1.263998e-001
5.467293e+002,-1.325366e-001
5.476936e+002,-1.390988e-001
5.486578e+002,-1.461349e-001
5.496221e+002,-1.536831e-001
5.505864e+002,-1.617796e-001
5.515506e+002,-1.704562e-001
5.525148e+002,-1.797600e-001
5.534791e+002,-1.897779e-001
5.544434e+002,-2.006695e-001
5.554076e+002,-2.126178e-001
5.563718e+002,-2.217646e-001
5.573361e+002,-2.314892e-001
5.583004e+002,-2.416398e-001
5.592646e+002,-2.521861e-001
5.602288e+002,-2.633836e-001
5.611931e+002,-2.757235e-001
5.621573e+002,-2.897244e-001
5.631216e+002,-3.057018e-001
5.640858e+002,-3.237787e-001
5.650500e+002,-3.440742e-001
5.660143e+002,-3.669958e-001
5.669786e+002,-3.934010e-001
5.679428e+002,-4.245753e-001
5.689070e+002,-4.622396e-001
5.698713e+002,-5.090108e-001
5.708356e+002,-5.695256e-001
5.717998e+002,-6.174555e-001
5.727640e+002,-6.778733e-001
5.737283e+002,-7.580571e-001
5.746926e+002,-8.741518e-001
5.756568e+002,-1.081565e+000
