cm-1,AuNP_0,AuNP_60,AuNP_120,AuNP_180,AuNP_240,AuNP_300,AuNP_600
420.5,0.4129283541283087,0.2595402124477355,0.2979320270732013,0.34215211833977965,0.5397756331883605,0.27795419916743624,0.31259916721518055
421.0,0.43172063983407494,0.28387833877214463,0.3028630858404542,0.3372211152143881,0.6356660108589003,0.2808195840869818,0.3238012712273399
421.5,0.4129283541283087,0.31862526231825494,0.3054994414320848,0.32848527493940627,0.6186860650327939,0.28385873204146733,0.3398929099614037
422.0,0.40523440052855614,0.30266142726031536,0.29339589271397903,0.3372211152143881,0.546677447276307,0.31860660692533044,0.35778214732461044
422.5,0.37637251246899567,0.2808392740243643,0.2956185864464147,0.35352428422508503,0.5216935201694924,0.36777614689591653,0.3512581810021733
423.0,0.3411635852751787,0.2726923274897386,0.3284777267432458,0.36776646985113726,0.5333501979619373,0.36777614689591653,0.34822576165160246
423.5,0.33109398343982166,0.2702465147938542,0.36775936319728936,0.34215211833977965,0.5216935201694924,0.3330282772339883,0.34822576165160246
424.0,0.33593494667398616,0.2726923274897386,0.3326775310363111,0.3601991412278642,0.5273396046920765,0.35335447867603226,0.361306533216055
424.5,0.33346963107058275,0.2779739675541875,0.32456780246755806,0.39948033310366077,0.5541319743416164,0.3881023441604139,0.4064895114194832
425.0,0.32036119706425814,0.29829961528434074,0.3372136652138942,0.4157834989659817,0.5622355065569007,0.3881023441604139,0.47810282879699584
425.5,0.3265871544788258,0.30743925166246394,0.3475460872389913,0.3601991412278642,0.5333501979619373,0.34216816301116215,0.5045331679710817
426.0,0.35995587279547553,0.30743925166246394,0.3326775310363111,0.3326850320248838,0.5065578279243478,0.3026423347927546,0.45935020244256
426.5,0.39212596740200406,0.30266142726031536,0.3326775310363111,0.3326850320248838,0.516370250066234,0.325300613699064,0.42287150665717704
427.0,0.39212596740200406,0.2871136042108064,0.35351701748120956,0.3601991412278642,0.591893697323501,0.35335447867603226,0.4064895114194832
427.5,0.4129283541283087,0.2871136042108064,0.3421447237664826,0.376502309451467,0.6832401479629844,0.31860660692533044,0.45935020244256
428.0,0.43172063983407494,0.30266142726031536,0.32456780246755806,0.35352428422508503,0.6186860650327939,0.31860660692533044,0.45935020244256
428.5,0.4129283541283087,0.29829961528434074,0.3284777267432458,0.376502309451467,0.6564477841341846,0.3330282772339883,0.44480453444162416
429.0,0.371865683663531,0.28387833877214463,0.36019194951306566,0.38683461439123,0.6832401479629844,0.34216816301116215,0.47810282879699584
429.5,0.35995587279547553,0.2871136042108064,0.39947358293114066,0.38683461439123,0.6043297249882505,0.4228501971121617,0.44480453444162416
430.0,0.37637251246899567,0.29829961528434074,0.39947358293114066,0.36776646985113726,0.591893697323501,0.3330282772339883,0.5497161172033057
430.5,0.4129283541283087,0.28387833877214463,0.38682772207385163,0.34755342109866405,0.5622355065569007,0.3074202900071958,0.47810282879699584
431.0,0.42165103916520175,0.2726923274897386,0.35351701748120956,0.34755342109866405,0.516370250066234,0.325300613699064,0.399621559135318
431.5,0.4582068773250632,0.2702465147938542,0.3326775310363111,0.3601991412278642,0.511334868499303,0.325300613699064,0.36503241928822155
432.0,0.47699916030903433,0.2702465147938542,0.3421447237664826,0.3601991412278642,0.546677447276307,0.3026423347927546,0.361306533216055
432.5,0.4436304492505061,0.28387833877214463,0.37649530099327805,0.3601991412278642,0.6356660108589003,0.2870940860586229,0.3776885294884353
433.0,0.4436304492505061,0.32531908582146096,0.43875520926529127,0.376502309451467,0.6832401479629844,0.2870940860586229,0.4064895114194832
433.5,0.40523440052855614,0.3881190968781763,0.4157769320500447,0.38683461439123,0.6186860650327939,0.2942678154512089,0.41416722876588496
434.0,0.37637251246899567,0.32531908582146096,0.39947358293114066,0.376502309451467,0.6186860650327939,0.29828040339451234,0.4064895114194832
434.5,0.371865683663531,0.3127208914484174,0.36775936319728936,0.39948033310366077,0.6356660108589003,0.325300613699064,0.42287150665717704
435.0,0.36764982684886055,0.31862526231825494,0.3421447237664826,0.38683461439123,0.6832401479629844,0.4228501971121617,0.44480453444162416
435.5,0.37637251246899567,0.32531908582146096,0.3326775310363111,0.34755342109866405,0.7855559111896524,0.34216816301116215,0.44480453444162416
436.0,0.37637251246899567,0.32531908582146096,0.3421447237664826,0.32848527493940627,0.6043297249882505,0.3330282772339883,0.45935020244256
436.5,0.371865683663531,0.30266142726031536,0.37649530099327805,0.3142430884138179,0.6356660108589003,0.325300613699064,0.42287150665717704
437.0,0.36368963808844357,0.31862526231825494,0.43875520926529127,0.30550724791395206,0.7855559111896524,0.3074202900071958,0.399621559135318
437.5,0.371865683663531,0.32531908582146096,0.43875520926529127,0.3142430884138179,0.6832401479629844,0.3330282772339883,0.399621559135318
438.0,0.40523440052855614,0.30266142726031536,0.4780368214316008,0.35352428422508503,0.6043297249882505,0.3881023441604139,0.399621559135318
438.5,0.4436304492505061,0.29428713719887495,0.39947358293114066,0.376502309451467,0.5397756331883605,0.31860660692533044,0.39340874051346764
439.0,0.4436304492505061,0.29428713719887495,0.3475460872389913,0.35352428422508503,0.5333501979619373,0.34216816301116215,0.44480453444162416
439.5,0.43172063983407494,0.29428713719887495,0.3326775310363111,0.34215211833977965,0.5397756331883605,0.3881023441604139,0.5497161172033057
440.0,0.42165103916520175,0.29057216272293285,0.3372136652138942,0.34755342109866405,0.5397756331883605,0.3881023441604139,0.45935020244256
440.5,0.4129283541283087,0.2871136042108064,0.3421447237664826,0.35352428422508503,0.546677447276307,0.36777614689591653,0.47810282879699584
441.0,0.39835192442067413,0.29057216272293285,0.3326775310363111,0.36776646985113726,0.6356660108589003,0.31860660692533044,0.44480453444162416
441.5,0.38644211391552474,0.3127208914484174,0.3209103125530273,0.4157834989659817,0.6832401479629844,0.31860660692533044,0.44480453444162416
442.0,0.39212596740200406,0.3677934561104112,0.32456780246755806,0.4387615178956126,0.591893697323501,0.325300613699064,0.44480453444162416
442.5,0.43172063983407494,0.3677934561104112,0.3326775310363111,0.38683461439123,0.5622355065569007,0.3026423347927546,0.4329198578363722
443.0,0.47699916030903433,0.32531908582146096,0.3284777267432458,0.35352428422508503,0.5622355065569007,0.2905527392627954,0.4064895114194832
443.5,0.5034853923564334,0.3881190968781763,0.3284777267432458,0.376502309451467,0.591893697323501,0.28385873204146733,0.399621559135318
444.0,0.47699916030903433,0.35337218273129,0.3475460872389913,0.4387615178956126,0.6356660108589003,0.28385873204146733,0.42287150665717704
444.5,0.4582068773250632,0.32531908582146096,0.37649530099327805,0.4387615178956126,0.6356660108589003,0.2905527392627954,0.4329198578363722
445.0,0.47699916030903433,0.35337218273129,0.3475460872389913,0.4387615178956126,0.6043297249882505,0.2870940860586229,0.4329198578363722
445.5,0.42165103916520175,0.3677934561104112,0.3372136652138942,0.4387615178956126,0.6356660108589003,0.27795419916743624,0.41416722876588496
446.0,0.37637251246899567,0.35337218273129,0.36019194951306566,0.4387615178956126,0.6356660108589003,0.27795419916743624,0.38251927684563247
446.5,0.371865683663531,0.3421861733287291,0.36775936319728936,0.4157834989659817,0.546677447276307,0.2870940860586229,0.373191211269868
447.0,0.39835192442067413,0.3421861733287291,0.35351701748120956,0.39948033310366077,0.5273396046920765,0.2942678154512089,0.39340874051346764
447.5,0.4129283541283087,0.31862526231825494,0.35351701748120956,0.36776646985113726,0.5333501979619373,0.31860660692533044,0.4329198578363722
448.0,0.42165103916520175,0.29829961528434074,0.36019194951306566,0.34755342109866405,0.5622355065569007,0.35335447867603226,0.47810282879699584
448.5,0.43172063983407494,0.29829961528434074,0.36775936319728936,0.376502309451467,0.6186860650327939,0.34216816301116215,1.450283882796694
449.0,0.39835192442067413,0.32531908582146096,0.38682772207385163,0.4157834989659817,0.6832401479629844,0.36777614689591653,0.4329198578363722
449.5,0.38121347552370105,0.3881190968781763,0.37649530099327805,0.34215211833977965,0.5809243433444075,0.34216816301116215,0.41416722876588496
450.0,0.38644211391552474,0.3677934561104112,0.3475460872389913,0.34215211833977965,0.5711119217199204,0.3330282772339883,0.42287150665717704
450.5,0.39212596740200406,0.3421861733287291,0.3475460872389913,0.34215211833977965,0.5622355065569007,0.31270207439942826,0.42287150665717704
451.0,0.38644211391552474,0.3421861733287291,0.36775936319728936,0.3326850320248838,0.5541319743416164,0.3074202900071958,0.41416722876588496
451.5,0.39212596740200406,0.3677934561104112,0.37649530099327805,0.32848527493940627,0.5541319743416164,0.31270207439942826,0.44480453444162416
452.0,0.43172063983407494,0.3881190968781763,0.36019194951306566,0.34215211833977965,0.5622355065569007,0.325300613699064,0.5045331679710817
452.5,0.47699916030903433,0.3330465377860926,0.36775936319728936,0.3601991412278642,0.6043297249882505,0.325300613699064,0.4329198578363722
453.0,0.43172063983407494,0.32531908582146096,0.39947358293114066,0.36776646985113726,0.6564477841341846,0.31860660692533044,0.39340874051346764
453.5,0.4129283541283087,0.3677934561104112,0.38682772207385163,0.38683461439123,0.7210018593033901,0.35335447867603226,0.39340874051346764
454.0,0.4129283541283087,0.42286599849277196,0.38682772207385163,0.4157834989659817,0.6832401479629844,0.35335447867603226,0.45935020244256
454.5,0.43172063983407494,0.42286599849277196,0.38682772207385163,0.38683461439123,0.6186860650327939,0.3074202900071958,0.5045331679710817
455.0,0.4582068773250632,0.3677934561104112,0.37649530099327805,0.3372211152143881,0.6186860650327939,0.2942678154512089,0.44480453444162416
455.5,0.5487638910570438,0.3330465377860926,0.37649530099327805,0.32457539461293156,0.6043297249882505,0.2870940860586229,0.4329198578363722
456.0,0.47699916030903433,0.3330465377860926,0.36775936319728936,0.3326850320248838,0.6043297249882505,0.28385873204146733,0.4329198578363722
