cm-1,CB-5e-4_0,CB-5e-4_30,CB-5e-4_120,CB-5e-4_9001
1153.272,0.29617427552110065,0.2909081171076617,0.29519110771777607,0.29039291968311814
1155.2,0.2923168226993565,0.28556901143272456,0.29023117478347676,0.285398094227756
1157.129,0.2890165806266033,0.28083123725972997,0.28582291288876027,0.28100746639083984
1159.057,0.2862080893066462,0.27655954756785434,0.28184071207837075,0.2770838293421577
1160.986,0.2838441050010791,0.27264908114669467,0.27819079242134614,0.27352045156478927
1162.914,0.28189014976992605,0.2690201674896702,0.2748052498367323,0.27023475827377624
1164.843,0.280307453512593,0.2656060349158597,0.27162163115636134,0.26715048057251106
1166.771,0.27903622048174737,0.2623478446495804,0.2685778477438685,0.26419474788088704
1168.7,0.2779900585992098,0.2592049694470077,0.2656265297998901,0.26131203732890873
1170.629,0.2770628879011339,0.2561755910302409,0.2627583226906242,0.25849125926558914
1172.557,0.27614494757638075,0.2533163226563736,0.2600255611493298,0.2557857869567509
1174.486,0.2751401897468376,0.2507372357073748,0.25753942340044655,0.2533113900033811
1176.414,0.27398406821286075,0.24857792112143248,0.25544093274716106,0.25121424712590046
1178.343,0.27263577368965614,0.2469437273766287,0.25383629367454374,0.2496037575333977
1180.271,0.27106555001080596,0.2458477424719405,0.252734859282326,0.24848914541201553
1182.2,0.26923988809903954,0.24517559898304023,0.2520139697389755,0.24774939349393604
1184.128,0.26711095141833247,0.24469126227516172,0.25143105959634404,0.24714095933423266
1186.057,0.2646185076778994,0.24408759865287255,0.2506758915726009,0.24635810573712003
1187.986,0.26169897015660143,0.24305795812794476,0.2494456846934066,0.24510461401064113
1189.914,0.2583002776318791,0.24136360471288232,0.24751054349192478,0.24315860810341935
1191.843,0.25438174205788716,0.23886610214421294,0.24474243329164677,0.2403997928617
1193.771,0.2499169849238215,0.23552757211985048,0.24111145044438606,0.23680206796690192
1195.7,0.24487966535403563,0.23137550839798948,0.23664634261142498,0.2323931807262073
1197.628,0.23924241359447013,0.2264611244653302,0.2313969802657979,0.22721903659705184
1199.557,0.2329794633574802,0.22083096686748188,0.22540762919801982,0.22131849187966735
1201.485,0.22608403820119044,0.2145208534745228,0.2187180007845766,0.21472994029120793
1203.414,0.2185881383465039,0.207573645045419,0.21137961535158403,0.20750646839493553
1205.343,0.21057879225985443,0.20006173000895658,0.20347934437480844,0.1997409294763597
1207.271,0.20219978460182458,0.19210278573103698,0.19515177540215398,0.19157317652118347
1209.2,0.19363409907525783,0.18385409411879802,0.18656432431715358,0.18317498246775718
1211.128,0.18507617401516746,0.17549329805864558,0.17789901307596856,0.1747263227632209
1213.057,0.17671391922016472,0.16719719257045676,0.16933435574751596,0.1663985819159109
1214.985,0.16871890956004093,0.15913445561094927,0.16103892082205087,0.15834834372315928
1216.914,0.16125757058509627,0.15147019334310893,0.15318242945438484,0.15073487436038072
