cm-1,CB-5e-3_0,CB-5e-3_10,CB-5e-3_20,CB-5e-3_30,CB-5e-3_40,CB-5e-3_50,CB-5e-3_60,CB-5e-3_120,CB-5e-3_180,CB-5e-3_300,CB-5e-3_600
406.0,0.2130787077829565,0.21613837273858702,0.2304419848135203,0.19449061286640665,0.22260043417120567,0.23707031920801397,0.21074533955255048,0.2524768067129915,0.27963116354369555,0.3903263867070076,0.300630548574173
406.25,0.20042589170750486,0.19903182709793701,0.2326364931160942,0.18345316787956129,0.216626668590741,0.23717328075089728,0.21074533955255048,0.23625504694270272,0.26708509815203496,0.379696185880105,0.30027115018026307
406.5,0.18760796590384105,0.18986062067675671,0.23936260405661394,0.17778851856143646,0.21165667500177096,0.23368072046975105,0.2204157529195773,0.22634658920617357,0.2569483746363729,0.37010907585195196,0.3102736914007976
406.75,0.17821184860816414,0.19005250094695908,0.2431050023363449,0.18144298037654974,0.20795293916446128,0.22938935467479085,0.23186090959759795,0.22705716358831388,0.2552900907818547,0.3649752684005553,0.32433958004912
407.0,0.17398082567943732,0.19447990607902824,0.23775046571708694,0.1950252590658969,0.20662831183851857,0.22918563266615105,0.2393136410089796,0.23358599886931508,0.26016444580321135,0.363058726772836,0.33414545529828077
407.25,0.17341855088832292,0.19738206687568344,0.22449180678839226,0.21018080629546962,0.20833187986111637,0.2310211834550087,0.24035473827738676,0.23862426044841542,0.263505463242487,0.35860493708513136,0.33289763607965933
407.5,0.17248239450733402,0.1968006990377945,0.2084822147674345,0.21421053048405572,0.21003973839116905,0.22745629027230685,0.23392355264840925,0.23965674777524784,0.2598311316982365,0.3477676410381137,0.31929677533390266
407.75,0.16986757132023161,0.19447990607902824,0.19585804399318527,0.20346060101847002,0.2076688725433898,0.21596432261117887,0.22092291913068374,0.23945013387487454,0.2503363385372011,0.3338749304299114,0.3001513860746939
408.0,0.1681915814869117,0.19187791597626194,0.1914176518102563,0.18863897995921305,0.20069930250182758,0.2035682679278681,0.20595737681822843,0.2395534335417172,0.24117287523371342,0.3234933051401356,0.2860241817524802
408.25,0.1703338126804054,0.18823169770177894,0.19500556579956843,0.18135572488943483,0.1926885177374844,0.19788731565691814,0.19441559600538094,0.23800546574451312,0.23673912098032632,0.31841387793273024,0.2819154941462956
408.5,0.1748250566070363,0.18346197618499707,0.2010903859580568,0.18292815825961872,0.186787825307841,0.19818007486164668,0.1878868135115503,0.23235740235021532,0.23609239278171523,0.3146857790337233,0.2842607680220161
408.75,0.17689288160284938,0.1795742233305612,0.20223722086575877,0.1867003397479271,0.18358247089404672,0.19808247539658655,0.18382348581665148,0.22351116330309387,0.23673912098032632,0.31037851052084353,0.28637732475315825
409.0,0.17369963375761888,0.17702540125595,0.19614243499556647,0.18626056266322935,0.1821221971474594,0.19341300096542452,0.17853616690782137,0.21347329035689325,0.23846636201400717,0.30811473699926845,0.28543595134337024
409.25,0.16624114581794794,0.17260995269809276,0.18625707798628477,0.1789174191130624,0.1807560405662067,0.18483337016183277,0.1702494019486596,0.20307947245227378,0.24258399132947728,0.3095437278244378,0.2833218450424753
409.5,0.15702469190129256,0.1641370292649206,0.1775245966030704,0.16524584589857988,0.1781225834350446,0.17521769833685494,0.16158673463063125,0.19292797776065143,0.24792593406737076,0.31252918603316887,0.2814472515486132
409.75,0.14846680024544961,0.15512238404177567,0.17264872130940168,0.1501982693554339,0.17495783303242,0.1683458801592091,0.15757258711278394,0.18636571099164514,0.24869207132079216,0.3134869393223392,0.27887673512988537
410.0,0.14260765621503188,0.15038450109843787,0.17209887627331547,0.14137048371179117,0.17360601978850104,0.16722243953131163,0.16074475032426438,0.18646179031587645,0.2408475961516402,0.3122899304603407,0.2744558389521432
410.25,0.1421589086498327,0.15102048173024038,0.17549651049787116,0.14260066324976087,0.1757702163883109,0.17200906494903132,0.16788530743118535,0.19195924446352763,0.22773347783505218,0.31157260162702133,0.2700588941400693
410.5,0.14919121027017324,0.15512238404177567,0.18206299614590157,0.15144566096197018,0.17966509351387097,0.17929600543248309,0.17385743526882894,0.19876743124933025,0.21904165815490623,0.3136067408129048,0.2695974405612282
410.75,0.16198701598371987,0.1621958047085915,0.19000643313729473,0.16168302640188617,0.1821221971474594,0.18416283146108672,0.17748324683323982,0.20386621388183068,0.22083566044479325,0.3187756045373344,0.27457187032841085
411.0,0.17332488081783456,0.17092606807546523,0.1957632727448655,0.16865766533075305,0.1812111203490882,0.18425858495215228,0.1808386900691294,0.20682404141905747,0.2282666205528397,0.32422163220245115,0.28062847649618144
411.25,0.1752944990545613,0.1763660643434182,0.1954790362083736,0.17045622473483754,0.1771263551491209,0.17967654528357715,0.18391997141654964,0.2074170425731405,0.23061679790995998,0.32592369856186,0.28051157603362126
411.5,0.1657775289855357,0.1730783974923721,0.18691176246602667,0.1663526807745178,0.17037262069214473,0.17182076087897208,0.18257032293495642,0.20455530633452532,0.22252791994810103,0.3219175810717487,0.27190733669836925
411.75,0.15091459149874611,0.1625651588694631,0.17219048702834586,0.157299392386521,0.1621788618166979,0.16330397520453158,0.17528654316912684,0.19935394459822986,0.20877964249928038,0.3139662551914266,0.2598530726226483
412.0,0.13965104396974734,0.1520210151397402,0.1579529054699121,0.14671853322377562,0.15452044988721914,0.15783479919589002,0.166376263217984,0.19428635987434673,0.1977276177182648,0.30573885991333016,0.2507875613294552
412.25,0.1355497266173179,0.14603854446809741,0.1496541877521101,0.13867243590907388,0.1486809867659347,0.15728090335829112,0.16196125935003988,0.19021874582978576,0.19332999335024775,0.29794917337161064,0.245396466211534
412.5,0.1359943994145051,0.14252665030281297,0.14814783040158006,0.1348494153804072,0.14461445146931798,0.16042522548604812,0.1633674272279284,0.1852137408079744,0.194044194195408,0.2897711162417768,0.2398185648052764
412.75,0.13608336672197585,0.13921059834763178,0.15054180180729818,0.13436302023865113,0.1424612955388124,0.16404872736040885,0.16675323424393956,0.1783396992712953,0.1961907383599131,0.28225285874785544,0.23339586452634778
413.0,0.1338624537584184,0.13697862911055592,0.15312228630504027,0.13509275252393294,0.14263329664538496,0.164701010195805,0.1664704878709806,0.17171787214018286,0.19578141601161345,0.27686115672969963,0.22899584583384636
413.25,0.12970547220426185,0.13697862911055592,0.1537465942910649,0.1352550290282188,0.14487329021246695,0.16181674948781033,0.160557773464772,0.16730513558194074,0.19088626949033854,0.27173341346128116,0.22822828917060936
413.5,0.12504623789451372,0.13804911172939227,0.15205334191414746,0.13411996209816313,0.14833394768004604,0.15746548854808162,0.15200779558129487,0.16552877985541947,0.18360081091541552,0.2639354562303267,0.22932502104011437
413.75,0.12093937393557139,0.13903178621654955,0.14805932233845778,0.13331043854582494,0.1516380118706539,0.15488553923146414,0.14675994058109504,0.1666501875527375,0.17908179718436093,0.2554352452048463,0.23042323698567355
414.0,0.11668238401660569,0.14010532508033652,0.14303283122510482,0.13420097115716645,0.15294669228781424,0.1547016060393232,0.14694344368094245,0.1700247462171006,0.1800837568465963,0.2522158884708385,0.23086293980554604
414.25,0.11047223103982923,0.14046352702142278,0.13865324545140448,0.1358233231003643,0.14981009194736788,0.15350717012509452,0.14832117751643478,0.1728488004108584,0.18420533387694377,0.2555464936970502,0.2302034748776619
414.5,0.10210412764245907,0.137959844089391,0.13690907927714374,0.13509275252393294,0.1409152456655003,0.14747311668901408,0.14401287133822893,0.17087082008708002,0.18753863141069932,0.2604571255965694,0.2271330373715528
414.75,0.09576460239017333,0.13244673367431678,0.1388279021018007,0.1310492393037573,0.1299371867022773,0.13734643137897112,0.13375667580160172,0.16403623462647174,0.1885515471566707,0.2618017456555817,0.22233141193113776
415.0,0.09719670919423092,0.12706339391609525,0.14347230551984322,0.12671092949013768,0.12321730652560817,0.12815605473407873,0.12426404967028347,0.15763423743939176,0.1879436394959264,0.2595619920226117,0.2186404251469585
415.25,0.10798587467551424,0.12495633248405129,0.14814783040158006,0.12591077636892317,0.12313372800094084,0.12400057655539695,0.1218655589226775,0.1568955829235126,0.18571869921526563,0.2573286203718837,0.2182072929365823
415.5,0.12259679431467868,0.12583352622748276,0.15009785363765557,0.12903708291769822,0.1264009478616964,0.12497101431412046,0.12586739780231707,0.16115305230048885,0.1821920810949155,0.25621431644450077,0.2208095603682723
415.75,0.13191366405743843,0.12794315756370883,0.14850197496682188,0.1332295428366469,0.12850362972947177,0.12806739323160563,0.13087805139082703,0.16571556198157522,0.17908179718436093,0.2552127955792555,0.22440135704124073
416.0,0.1311179397293111,0.12935301699975713,0.1444401244079499,0.1345251106223108,0.12850362972947177,0.12922083467485534,0.13267587155357355,0.16636967467104727,0.1775812726475415,0.2524374890520453,0.2256021637784597
416.25,0.12207298882134045,0.12891213958304099,0.13917734661376974,0.13016310605692327,0.12757764635061294,0.12585435284844815,0.13114744455751018,0.16226777733238745,0.1759838961231527,0.24658613906863433,0.22070096580600038
416.5,0.11038635247234868,0.12671178893747556,0.13343377230591705,0.1210515232387984,0.1262330146367102,0.11960570429201357,0.12827898951202962,0.1556968553870252,0.17170712483453193,0.23925112027674544,0.20927157075492664
416.75,0.1013404502874111,0.12478102178247376,0.12868331361397523,0.11238169286550458,0.12472348415155056,0.11576001200996378,0.12675965864472918,0.15128769733027095,0.16538491244447884,0.2346878065106688,0.19694566620614734
417.0,0.09829376223040726,0.1254825205998791,0.12619148827913448,0.10988159483746557,0.12346810392439705,0.11864237767757091,0.128100081797417,0.15229578826981233,0.1595041304574097,0.23718347259943595,0.19095688335565575
417.25,0.1013404502874111,0.12750314149861447,0.12636305290126545,0.11473449472350095,0.12296660184876303,0.12558923888594573,0.1310576358765448,0.15698787402218972,0.1554138689514913,0.24526734809484765,0.19315813890708203
417.5,0.10772915154770932,0.12706339391609525,0.1276511339661459,0.12224298355765546,0.12279951687587645,0.13002044146133387,0.13267587155357355,0.15985467975786907,0.15318304154352003,0.2523266809299259,0.19895178805487537
417.75,0.11279480718608334,0.12338006925165983,0.1284251255204866,0.12679100020057993,0.12338449448479544,0.12922083467485534,0.1315966524504525,0.15744950398256868,0.15327990116475415,0.2532135848440853,0.2036166714712293
418.0,0.11365691287760028,0.11945442823440958,0.12851117760355704,0.12695117187170654,0.12606512298964584,0.1267387630056691,0.1290846129535118,0.1525709630658658,0.15716420607935203,0.2486787734543278,0.2069194689744066
418.25,0.11004293992415497,0.11789013951810402,0.1279090357671569,0.12423372460863497,0.1299371867022773,0.12603114906689378,0.1266703838582591,0.14936700331427943,0.1636160064299428,0.2427458508839799,0.21045018289146747
418.5,0.10363390061298006,0.11762975451233347,0.12576276119056662,0.11962471108562105,0.13112004284899678,0.12523590350852762,0.1230194119478987,0.14726914736799454,0.16844081993230983,0.23740086304612432,0.21292009860242556
418.75,0.09559630512495525,0.11684916347198424,0.12157511772867102,0.11426323748307932,0.1264009478616964,0.12144832467080471,0.11647535853458577,0.14272920914629625,0.16784841657961697,0.23338886753003546,0.21173789670375684
419.0,0.08781332960624841,0.11710926655714095,0.11707374180069725,0.11066182020443478,0.11863571674326644,0.11680682688867638,0.10833275529014623,0.13525447286847816,0.16263501567194838,0.23068963884646,0.20702623493653266
419.25,0.08316680636622492,0.11997661322812608,0.11496048888394861,0.11081798020935657,0.1126021163056528,0.11532428239135688,0.10243553751504697,0.1282988552535057,0.1568722096660766,0.22907455224467588,0.20106886623446676
419.5,0.08374599529890832,0.1239926509210364,0.11597405155779271,0.11387078969719247,0.10882751065992069,0.11671953488076664,0.10157227201648318,0.12511070760313145,0.15405521249174944,0.22714083107345268,0.1954706378319189
419.75,0.08906300892511947,0.12557025598140215,0.11876896448755568,0.11693832431403361,0.10548080645848766,0.11724344378092018,0.10607235262763426,0.12688018771909657,0.15580249264101764,0.22446299706967235,0.1912709831312075
420.0,0.09492350659030584,0.1228554133508156,0.12106406791479087,0.11796413271549033,0.10231261141700673,0.11480175038724826,0.11366342322231841,0.13185758907925332,0.16048117951368143,0.2220074439120634,0.18865719195106537
420.25,0.0979560305516935,0.11684916347198424,0.12123437626679388,0.11670183409122245,0.10158358677159038,0.11089465306489396,0.12027089736932944,0.1361510134672368,0.1634197093133168,0.2198784157104258,0.18511589146091234
420.5,0.09829376223040726,0.10977578678552334,0.11953316046686303,0.11300825608549506,0.10377301620048561,0.10752535762936051,0.12293058975857285,0.13597161755892584,0.16155735236743426,0.2177551548955112,0.17880085621099953
420.75,0.09812487671888806,0.1044733370904216,0.11732776279058846,0.10739128674356098,0.10719290854498016,0.10520185705116487,0.12151089091890677,0.1309662837553586,0.15609408783505363,0.21627228722251474,0.17192083046821274
421.0,0.09854716430841699,0.10328138973439663,0.1160585816099517,0.10213154015503517,0.11030202905469351,0.10434317708947695,0.11823829044293592,0.12458069584680079,0.15066891410212133,0.2177551548955112,0.16916468676931973
421.25,0.09947706399432259,0.10626496252961602,0.11656597708597184,0.10059279849738906,0.11293133799389155,0.10520185705116487,0.11524381443694234,0.12132073535106364,0.14806665891318752,0.2226472817031152,0.1714097268176314
421.5,0.10074703482811473,0.11046282429287481,0.11809038109860592,0.104292052457622,0.11482747080280781,0.10743916986509519,0.11375113374469169,0.12272866830585755,0.1483553689899078,0.2286444239581174,0.1744811880082719
421.75,0.10235886568130813,0.11287262641119734,0.11944820845912515,0.1109741785686948,0.11548824002345166,0.1101157400889498,0.11383885472310858,0.12679161214190082,0.1498969678422021,0.23328071972020398,0.1742760618957342
422.0,0.10405941120431572,0.11278642315882106,0.12021314913287882,0.11701717393496992,0.11507518381342736,0.11228144545205669,0.11541962316471165,0.13150093682156805,0.15066891410212133,0.2353380841341216,0.17284162894573596
422.25,0.10508165702879427,0.11089255556231965,0.12004308983038152,0.12002072680104386,0.11457984824791816,0.11375780862911389,0.11779716134479083,0.1358819360745269,0.1494148900334734,0.23392983052377125,0.17458377050982224
422.5,0.10525217159713846,0.10729075175362575,0.11851441837369993,0.11922894181723329,0.11474491990380392,0.11410562314104948,0.11912134278289381,0.13875720250063736,0.14681681828364923,0.2285369287579884,0.18045251073156335
422.75,0.10465554603444968,0.10243120408592243,0.11521374155675228,0.11520610143168938,0.11540560865077523,0.11323639780474942,0.1173562965382548,0.1390273381464979,0.14556898196363446,0.22072933315104898,0.18709294837025486
423.0,0.10363390061298006,0.09912503004287226,0.11159254067877497,0.11003756335249593,0.11590154798957734,0.11219469359818046,0.11287449863198178,0.13713847691938189,0.14768187870201865,0.21563763030483274,0.19200435570025218
423.25,0.10252874079503664,0.09937881335107618,0.1101660707754461,0.10630483588312445,0.11532298734588717,0.1116743991525047,0.10868112666679368,0.13561295746811047,0.15182827130618579,0.21627228722251474,0.1952601381653432
423.5,0.10218903037428512,0.10200648706577303,0.11167654155947507,0.10529764787714586,0.11317835919474001,0.11115447577148337,0.10763650693392844,0.13516487911894656,0.15434615351820105,0.21977211595431095,0.19705112802943017
423.75,0.10235886568130813,0.1044733370904216,0.11369560247550972,0.10614978002063512,0.1098101665870233,0.109596926733032,0.10911682294725862,0.13382228595254037,0.15357055239125997,0.22062291793799957,0.19620781691582523
424.0,0.10159492000834836,0.10635038922213985,0.11377985693611954,0.10731362152799775,0.10686646041782774,0.10692225714914215,0.11042546178866115,0.1296313555648198,0.15057237892847466,0.21701337038079482,0.19221401249809422
424.25,0.09871614826101406,0.10866074582781565,0.11192860489463607,0.10754664563448847,0.10580658804487926,0.10425736469420528,0.11051278718205611,0.12387460940652624,0.1466247131681987,0.21152483933173527,0.18646809414208285
424.5,0.09391547837578908,0.11080658880720684,0.11100481749826462,0.10661506106822674,0.10629555407425968,0.102372043028653,0.11033814675722331,0.11965232151425405,0.14193289232762618,0.20764280927320158,0.18065920408806949
424.75,0.08948004798916402,0.11089255556231965,0.11260121929996221,0.10529764787714586,0.10637708270183391,0.10126027676925747,0.11138661156520754,0.11842539055737804,0.13717430505226774,0.20711968220945634,0.17561030930078794
425.0,0.08748044537974838,0.10806105295108256,0.11555155483601752,0.1041374865030759,0.10450439972531154,0.10100395592166289,0.11348803353573461,0.11903859920215279,0.13357714206270727,0.2087949192896399,0.17151192180107389
425.25,0.08847955708683242,0.103962261103539,0.11715840518910345,0.10313372243637893,0.10182650791301377,0.10220089167132523,0.11515592582213742,0.12017877870041539,0.13244464202117184,0.21068385078483695,0.16865531534737976
425.5,0.0915688504304244,0.10090339274572625,0.11622767244191777,0.10220857505511718,0.1010171089639328,0.10451483218873701,0.11577136668315813,0.12158451677097268,0.1336715915094679,0.2112093628732547,0.16784098545596973
425.75,0.09483945067030371,0.09954805188435005,0.11403268137805231,0.10213154015503517,0.10279906363229495,0.10649177635529969,0.1161232784194581,0.12431583368115807,0.1360365613142695,0.21057879063448684,0.16885902555425641
426.0,0.09669093655025515,0.09954805188435005,0.11167654155947507,0.10398295810555958,0.10515518130983874,0.10657785218079542,0.11638732271147674,0.12794393075297972,0.13831371479755475,0.20963388244227327,0.1705926298848454
426.25,0.09626972879189867,0.09988664822162534,0.10974707519767579,0.10754664563448847,0.10539938551115663,0.10477239064511303,0.11585932884052526,0.13114445809618858,0.13954996106558135,0.20774747659665482,0.17212536208722262
426.5,0.09408338574811556,0.10005600606299556,0.10857522434573169,0.11058375457899476,0.10279906363229495,0.10228646232735276,0.1141898432470914,0.13239289320867953,0.13916936836238056,0.20377991150838123,0.17284162894573596
426.75,0.09140152452193434,0.09946342765004453,0.10865886274136001,0.11120854806346041,0.09899782821795479,0.10023553366527405,0.11243657239958421,0.131590083610737,0.13764885636671534,0.19776261226196715,0.17273926639783774
427.0,0.0889796299006494,0.09878679125190057,0.10949579856761725,0.10941391866721752,0.09642189213263404,0.0992974495169904,0.1116489613546331,0.12972027514571455,0.1360365613142695,0.1928174775585719,0.17181858398493619
427.25,0.08756365210384023,0.09878679125190057,0.10999844235068935,0.1070806827731137,0.09674334952620184,0.10006488310195036,0.11191140471231448,0.12847638200161982,0.13508971066667164,0.19230414906388849,0.17028643049998873
427.5,0.08806309314995465,0.10014069991004455,0.10966330626610356,0.10545249609238608,0.1002894750066315,0.1030570505520992,0.11278689253311303,0.12883156459778106,0.13556299196961596,0.19703950067807777,0.16936852488666293
427.75,0.09089977845177073,0.1026011609999594,0.10932833107258699,0.10460129711085843,0.10654016936905365,0.10769776373237264,0.1141898432470914,0.13061006501204261,0.13764885636671534,0.20482206197505548,0.1704905505865616
428.0,0.09450332444078702,0.10481425587191286,0.10941205979587633,0.10398295810555958,0.1134254704124264,0.11184778937883963,0.115595473906755,0.13194677927790044,0.14021644655916052,0.21184044281919392,0.17304639278180012
428.25,0.09626972879189867,0.1044733370904216,0.10882616961536477,0.10328804459604175,0.11730868234905681,0.11271535963854017,0.11489232294395449,0.13052103738135026,0.14107419615861871,0.21510914181436813,0.17396846990420484
428.5,0.09483945067030371,0.10081860922811364,0.10640413760341635,0.10213154015503517,0.11557088146637036,0.10985628725869279,0.11086219242441367,0.12572953964006459,0.13916936836238056,0.21447542563605487,0.1707968270075569
428.75,0.09148518264742762,0.095833953621369,0.10349214792237284,0.10043912890213857,0.10931866062757539,0.10588952997392898,0.10581198318695836,0.12044214922121327,0.13651041905145306,0.21278801647945225,0.16499724823556688
429.0,0.08831294279428104,0.09339644865300056,0.10282825318656463,0.09859798421398003,0.10279906363229495,0.10442899958686139,0.103559298854809,0.11825028231422048,0.13575238512284069,0.21289337319048043,0.1611537595619341
429.25,0.08664890310243133,0.09532896542555823,0.1054876306399967,0.09775590430938327,0.09956262098226301,0.10623360984022863,0.10503142717774118,0.11982776521381927,0.13726919216490072,0.21447542563605487,0.1616584430306798
429.5,0.08681513525210639,0.09929420898511256,0.10899351661573382,0.09813852968453159,0.0998855710343402,0.10899211076680704,0.10807158494966568,0.12228839854566856,0.13945479543638178,0.21468660743728205,0.16428786812927365
429.75,0.08822965000910575,0.10209141044896607,0.11024990009190336,0.09928778898804515,0.10166455081670257,0.11037528528952739,0.10998899020188041,0.12343365068970447,0.14088350340771172,0.2121561734379701,0.16621477284436154
430.0,0.09006430611786591,0.1026011609999594,0.1092446123953382,0.10028549642963158,0.10336703261712538,0.1101157400889498,0.11077482555858473,0.12361000232995485,0.14193289232762618,0.20795685318411958,0.1665194396038437
430.25,0.09064903561259591,0.10217634384021806,0.10790647785659209,0.10105403019911191,0.10426051755795293,0.10942407096383124,0.1116489613546331,0.12378639642876839,0.14221933509404186,0.20388406422270833,0.1665194396038437
430.5,0.08948004798916402,0.10158202018817891,0.10799003612442376,0.10213154015503517,0.10409797816143378,0.10881939832743268,0.11217394170501882,0.12369819407076357,0.14059755187652842,0.20035061319512473,0.166722614335143
430.75,0.08789657455774463,0.1004795748619254,0.10857522434573169,0.10344240421253974,0.10279906363229495,0.10761155558431637,0.11112435527734252,0.12272866830585755,0.13679487226835935,0.1968330198416582,0.1668242207778341
431.0,0.08731406058346991,0.09946342765004453,0.10824077098297402,0.104292052457622,0.10206951610734764,0.10537371447845517,0.10885537422303751,0.12184839319589735,0.13310506671838337,0.19384514422016838,0.16702747183322555
431.25,0.08822965000910575,0.10039484118472064,0.10682112997505383,0.1037512358888041,0.10361059359874339,0.1027144663337695,0.10728862964269358,0.12272866830585755,0.13178477737889221,0.19261210581613744,0.16763753058903902
431.5,0.08964693082881595,0.10370685895428278,0.105404371488929,0.10197749834324905,0.10727454513799156,0.10083312541046766,0.10781050727207185,0.12546426190406063,0.13263327760177632,0.193125636104124,0.1680444913396679
431.75,0.09048192189974909,0.10711968546024409,0.10465548586075271,0.09974807485869285,0.11063013568213279,0.09997957279781121,0.10972723146552944,0.12838761325057135,0.13386052480314398,0.194462391594645,0.16733244388914825
432.0,0.08998081182949458,0.10806105295108256,0.10465548586075271,0.09775590430938327,0.11145109747614687,0.09955317095890742,0.1112117636550159,0.12998709865793792,0.13376605242201867,0.19549221863875488,0.165910220413518
432.25,0.08856287859861069,0.10635038922213985,0.10565417875266096,0.09660940748390978,0.10956436907607475,0.0989566270688987,0.1115615010316467,0.12998709865793792,0.1327276125435396,0.19631705560044985,0.1650986388859499
432.5,0.08773009421489575,0.1043029381557979,0.10832436929550371,0.09699134348533014,0.10694805771761107,0.0992974495169904,0.11129918241681515,0.12847638200161982,0.13206750799407166,0.19714276149774038,0.1650986388859499
432.75,0.08889626046714114,0.10336646348656219,0.11226483104965114,0.09928778898804515,0.10548080645848766,0.10185870945279717,0.1116489613546331,0.12581798690109824,0.13310506671838337,0.19827952928295522,0.1646931522625082
433.0,0.09148518264742762,0.10294119511366692,0.11529817954495888,0.1025938895878674,0.10556223718317648,0.10631965518741499,0.11304974212568422,0.12343365068970447,0.13556299196961596,0.1996251111593779,0.16337671813780263
433.25,0.09299268250328804,0.10175177694096799,0.11546708618211703,0.10475597584610932,0.10621403524756655,0.1101157400889498,0.1145409992673937,0.12290485031605689,0.13755392294792101,0.20014325836573688,0.16175941739596533
