cm-1,CB-5e-5_0,CB-5e-5_5,CB-5e-5_10,CB-5e-5_20,CB-5e-5_30,CB-5e-5_40,CB-5e-5_50,CB-5e-5_60,CB-5e-5_120
463.8039,-0.08626617917418752,-0.11190558399092666,-0.11102770630150383,-0.05188857475931144,-0.07888503181998317,-0.04184800758232149,-0.005426440279420218,-0.07954600589857802,-0.00014407098225279152
464.7682,-0.08669611493935067,-0.11221384530740733,-0.11145619421786257,-0.05162252866668838,-0.07967354371862835,-0.042500233089049,-0.005715099056845674,-0.07991525471673838,-0.000602216835530966
465.7324,-0.08698434034817554,-0.11257506260196617,-0.11157028915786527,-0.0513367002666363,-0.08023081626981653,-0.043197145249835575,-0.0060868822437645225,-0.08019131587395617,-0.0009275733609602196
466.6967,-0.08709131528756497,-0.11288593576480971,-0.11144186543900624,-0.05117280414557286,-0.08062476580350025,-0.04371388335026143,-0.006597196230015388,-0.08020702435710364,-0.001039378696260176
467.6609,-0.08706187771739547,-0.11309897571895132,-0.11117506726347282,-0.051155675265051236,-0.08109238044236092,-0.04391847369263894,-0.007200512135208744,-0.07997513216188876,-0.0008809104865719117
468.6252,-0.08698910277426972,-0.11330273850760424,-0.11085330074431093,-0.05121665185110818,-0.08186154288981172,-0.04387607294560434,-0.0077930737537420395,-0.07971009781107252,-0.0004987618456702095
469.5894,-0.08696969025192867,-0.11371067295694531,-0.1105456184009027,-0.051258027203488314,-0.0829776514083454,-0.04380737262197384,-0.008294827514179598,-0.0797153865623855,-7.00758994845473e-05
470.5536,-0.08710413368146791,-0.11452350351343475,-0.11032997417858471,-0.05121402976388867,-0.08425691929057644,-0.04394570826177323,-0.008673349602270624,-0.08020373860888197,0.00015392543055111601
471.5179,-0.08747509919867034,-0.11573454723415214,-0.11035163396057684,-0.05109313865897525,-0.08539586622019234,-0.04437316954797281,-0.008966341438086488,-0.08116175372268919,-2.715568201197185e-05
472.4821,-0.08811957662336967,-0.11706130526559426,-0.11079273843407306,-0.051011359484539345,-0.08611959210319552,-0.04499131607399495,-0.009269181133880552,-0.08233082499784211,-0.0006769827730786847
473.4464,-0.08899201997228336,-0.11809203289402292,-0.11176375603220572,-0.051132435145392514,-0.08629747682753726,-0.04559315513229234,-0.009697438091590502,-0.08333483372715321,-0.0017169635354493391
474.4106,-0.08993410675781562,-0.1185581857865161,-0.11317823551054898,-0.05158135528118571,-0.08597917713669122,-0.04601529261756158,-0.010309483648145174,-0.08386921711695149,-0.0029773564442896867
475.3749,-0.09075412819464812,-0.11849236091360545,-0.11472971754120802,-0.05234991934025633,-0.08536163471853823,-0.04621773014793788,-0.01104663726499062,-0.08385607412406478,-0.004253354802376056
476.3391,-0.09131626707648371,-0.11813191201649206,-0.11602530927672479,-0.05326938747866927,-0.08470789347104986,-0.046288080849856784,-0.011771278805115375,-0.08348144052019665,-0.005354051714730062
477.3034,-0.09160576058693129,-0.11772230330666197,-0.1167912360356803,-0.05412257914158558,-0.08423751412744772,-0.046367482013357275,-0.012356881269264076,-0.08307651835417233,-0.006137243658707296
478.2676,-0.09170725803181151,-0.11737015521681528,-0.11704407410949769,-0.0547835296768424,-0.084036916343876,-0.04656808948716376,-0.012777082042166056,-0.08293683289715324,-0.006569393219354579
479.2319,-0.09189564157287469,-0.11731915900469897,-0.1172901306509172,-0.05550569706909657,-0.0842689495863973,-0.04712072331536246,-0.01335882160382008,-0.083363489704598,-0.006931053168063358
480.1961,-0.0920510509492428,-0.11739042963014765,-0.11769868873186522,-0.05621947935374838,-0.08461109746713542,-0.04780471194939063,-0.01402003445440784,-0.08408461883466134,-0.007234850175882048
481.1604,-0.0921893515212178,-0.11764182248614419,-0.11854009150037789,-0.05704844543793142,-0.08496799856448513,-0.0485740411123322,-0.014866882642313657,-0.08492456651967625,-0.007643731083887353
482.1246,-0.09237268379081716,-0.11811605765085072,-0.11984188693777455,-0.058021030865117854,-0.08532034172920691,-0.049390136539071254,-0.015909862080236873,-0.08577348999080403,-0.008189576492461178
483.0889,-0.0927098720122968,-0.11877132090914866,-0.12140244055306829,-0.05907685102113298,-0.08571710819757056,-0.05021517595137327,-0.017060892661404745,-0.0866511689035712,-0.008749189158114585
484.0531,-0.09330936705443484,-0.1195155349836594,-0.12291039032139293,-0.06013058882899769,-0.08623970703362582,-0.05100476217685481,-0.018172726642040043,-0.08762690579301664,-0.009147860600330193
485.0174,-0.09417294778200758,-0.12030754831394211,-0.12410888171508543,-0.0611279743958619,-0.08698380259262092,-0.05172925828121172,-0.019126516235851036,-0.08870947751686402,-0.009282924124180098
485.9816,-0.09516743534459397,-0.12119828309217566,-0.12494346395650273,-0.06207847230746618,-0.08800378365045222,-0.05242388120759824,-0.019877206953982634,-0.08979581173110719,-0.009216466675703463
486.9459,-0.09608905990144194,-0.12226575985714874,-0.12555495044340115,-0.06303089238659393,-0.0892957991196587,-0.053171975059578915,-0.0204834454498792,-0.09073162918051911,-0.00913373058806027
487.9101,-0.09680020424645093,-0.12350824442747059,-0.12615810269994548,-0.06402676320187715,-0.09076344994385807,-0.05405848108099733,-0.021036929065763526,-0.09143072527657822,-0.009245902166581242
488.8744,-0.09732292982535166,-0.12478699171760525,-0.12687185455360475,-0.06506209068420458,-0.09224945088642965,-0.05510131386198412,-0.021605610153304526,-0.09191552062066773,-0.009673949803153132
489.8386,-0.09783854346765167,-0.12593236213004572,-0.12763492760969553,-0.06607415367156048,-0.09359583075756123,-0.05623278792846111,-0.022219133947765608,-0.09229716473535537,-0.010413844822344741
490.8029,-0.09856850855424446,-0.12687034277690015,-0.12827785091274882,-0.0669845019607996,-0.09470377747771457,-0.05732383438162333,-0.02289510376358521,-0.09272108799234849,-0.011369244328844409
491.7671,-0.09962919102153651,-0.12767514040780117,-0.1286596125465481,-0.06774532511696321,-0.09556181787041215,-0.05825373603537521,-0.023657099401407915,-0.09330474045647288,-0.012418796247390987
492.7314,-0.10094484997760679,-0.12848208461688707,-0.12877667462853565,-0.06836679112767546,-0.09621712949804966,-0.058961235905262005,-0.024536456116338534,-0.09412496336275827,-0.013458909554927345
493.6956,-0.1022979496340877,-0.12935586530469495,-0.12878866018056762,-0.06889803365916122,-0.0967502544076987,-0.059474516862458714,-0.02551893792670536,-0.09518622574036212,-0.014416733242747082
494.6599,-0.1039552210772991,-0.1308580646868335,-0.12950272399180715,-0.06995877762836146,-0.09780461669300763,-0.06044617707975798,-0.02717018473146258,-0.09692744250126394,-0.01573483910715844
495.6241,-0.10537109176410434,-0.13241363596860334,-0.13061784472217872,-0.07104758802915434,-0.09893911711386429,-0.06155246291308329,-0.028899549420769447,-0.09875401326033348,-0.016968234658563775
496.5884,-0.10660277069021037,-0.13404131676844577,-0.13223178207839215,-0.07221081277773073,-0.10024409257179588,-0.06295102541748446,-0.03072675312841454,-0.10053694324657145,-0.018193478682278476
497.5526,-0.1077788010901063,-0.1357880674495089,-0.13427053121447893,-0.0735142652186441,-0.10180918008715455,-0.0647344654553936,-0.03270958267318606,-0.10217361284954718,-0.019533356834171647
498.5169,-0.1089870060461741,-0.13764387064692987,-0.13650398087533716,-0.07502288814956233,-0.10368131000062733,-0.06688967316701978,-0.034881245462494354,-0.1036267161366853,-0.021070231982604132
499.4811,-0.1102591233240267,-0.1395196768512461,-0.13867119981492548,-0.07676297208643137,-0.10583614316090079,-0.06932245054965173,-0.03723173268209063,-0.1049254784321997,-0.02279922786069037
500.4454,-0.11161680223636739,-0.14134190671991348,-0.14065322939096742,-0.0787064505976586,-0.10817054284953379,-0.07187401524054196,-0.03972944646727065,-0.1061761549343238,-0.02464321015805341
501.4096,-0.11313958093497642,-0.1431500023052945,-0.14255592248239662,-0.08079179342936779,-0.11054912906608769,-0.07438917844257098,-0.042340971864327726,-0.10755160755367614,-0.026514999035968365
502.3739,-0.1149464496221185,-0.1451014498361255,-0.1446494414436517,-0.08297122496847568,-0.11286072168160155,-0.07676296145614357,-0.045046952004401494,-0.10923598224226284,-0.028383850992053827
503.3381,-0.11710725956217806,-0.14734361948303,-0.14717197297719595,-0.08525219709632324,-0.11505723433275077,-0.07897277140106157,-0.04779842290411649,-0.11134438308183706,-0.03028287441348978
504.3024,-0.11957304794250034,-0.14986294092414956,-0.15015825781355682,-0.08766765130706264,-0.11717985903098573,-0.08107753609887276,-0.050500802751295,-0.11385149814977255,-0.032274121366008615
505.2666,-0.1221778343506901,-0.15247908749291872,-0.1534182854265841,-0.09024823085106798,-0.11934524263882423,-0.08315504959067174,-0.053048708855073574,-0.11660765098219239,-0.03440056438754307
506.2309,-0.12473055814225843,-0.155000982008053,-0.1566202818397405,-0.0929932741127062,-0.12169454526989235,-0.08526916421386684,-0.055386739061252264,-0.11941809754566565,-0.03668320142276479
507.1951,-0.1271140608172846,-0.1574047266040459,-0.15941751329252693,-0.0958926131043532,-0.12433877295335627,-0.08745777877633093,-0.05750735393294455,-0.12213940361197669,-0.03913587995345893
508.1594,-0.1293156261344964,-0.15988555767771245,-0.16156108726552157,-0.09894367100722744,-0.12729805162549523,-0.08976431552940212,-0.059451469739995336,-0.12473181780128287,-0.04176268097551683
509.1236,-0.13140862786278584,-0.162713824238544,-0.1630471397386964,-0.10214341831816698,-0.13048519210907206,-0.09222960137146496,-0.06127241317364138,-0.12725155453253334,-0.04454469936267263
510.0879,-0.13456176254766417,-0.16727056208065738,-0.1654703411427121,-0.10668868289553346,-0.13497376337875827,-0.09603432225384637,-0.06443914609153381,-0.13095467509356,-0.04851878711378028
511.0521,-0.13774586004716377,-0.1723780787522767,-0.16828877153106528,-0.11135171505558773,-0.13948308734398496,-0.10003599049689464,-0.06792901588587213,-0.13487877765659365,-0.05250550153593635
512.0164,-0.14095401625244985,-0.1778593961078145,-0.1720617566652481,-0.11603205368772827,-0.14392395526989518,-0.10418722427232975,-0.07198574120747163,-0.13906426526344157,-0.056358345340733834
512.9806,-0.14425086912123578,-0.183500596528157,-0.17693074094812236,-0.12068220175387522,-0.14831485655469706,-0.10850003540600076,-0.07674151634016867,-0.1434541003431993,-0.0600208473115225
513.9449,-0.14781610160845107,-0.18907398058679664,-0.18254771442908796,-0.12534046331699625,-0.15277926277286463,-0.11307411207032837,-0.08210010757269243,-0.1479282399023817,-0.06359848549595538
514.9091,-0.1518750835524881,-0.19437190473550484,-0.18836409261333623,-0.1301060459001775,-0.15749510391468632,-0.11800658035853553,-0.08781762682867962,-0.15238673957441287,-0.06731986542456095
515.8734,-0.15656825720806244,-0.1992921862130671,-0.1940315819524668,-0.1350611291294223,-0.16259076116884966,-0.12329055260316858,-0.09369749811604933,-0.15679735924104257,-0.07140748857418404
516.8376,-0.1618602214048733,-0.20393182638507926,-0.19956485863264126,-0.1402235418049483,-0.16808636047163386,-0.12879323324477132,-0.09971248627795862,-0.16119792959421766,-0.07596013597357909
517.8019,-0.1675420916256236,-0.20859152243537052,-0.20515535116901093,-0.1455458217105511,-0.17389819464169773,-0.13433567602457255,-0.10600956797730789,-0.16566798769162158,-0.08088056132748922
518.7661,-0.17333330038628797,-0.21362128292512048,-0.21090210609330415,-0.1509743083362005,-0.17990449828255625,-0.13984417957344283,-0.11271691364116822,-0.17030751219782828,-0.0859819457128888
519.7303,-0.17898484184322835,-0.21923516646379995,-0.2167591805618846,-0.15652756174149815,-0.18604381416664406,-0.14539460805463955,-0.11983257487573751,-0.17522917203672314,-0.09109749150283436
520.6946,-0.18439287256356265,-0.22544307762398605,-0.22267616506576235,-0.16234385959375722,-0.19232871229914594,-0.1511322679598053,-0.1272249080302104,-0.18053081939699558,-0.09619413216651408
521.6589,-0.18961565477184542,-0.23211784310369132,-0.22877305692415742,-0.16862081603601528,-0.19879951419253816,-0.15713571862641842,-0.13474079476557105,-0.18624297949698895,-0.10139175131827435
522.6231,-0.19489307102504017,-0.23911054183836536,-0.2353340211328943,-0.17551154285451664,-0.20546046788181394,-0.1633539846605709,-0.14226146777266302,-0.19230113780220448,-0.10688156279979304
523.5873,-0.20052654203385692,-0.2462981949891406,-0.24262042851460475,-0.18299532103338337,-0.2122718089738403,-0.1696604261476322,-0.14974601078164146,-0.19857671111762062,-0.1127970535450544
524.5516,-0.20674584076732244,-0.2535890883288076,-0.25072246316976,-0.1908951161579541,-0.21918468506619562,-0.17599105765517073,-0.15717549048751597,-0.20497452249840276,-0.1191731736214355
525.5159,-0.21508452478783888,-0.26230000129629394,-0.26085761045472255,-0.2003227558886777,-0.2275804387508038,-0.18377348967641385,-0.16615915310169166,-0.21293484778038513,-0.12739045069033178
526.4801,-0.22398131442252978,-0.27124932895741766,-0.2714775327294433,-0.20983400294229704,-0.2362141520349483,-0.19190965499572246,-0.175321771450955,-0.22125790869068138,-0.1361071439914689
527.4443,-0.2331812507951395,-0.2805342489157208,-0.28231493906721106,-0.2193994328340779,-0.24517252661644098,-0.2005454923060996,-0.18485521996842963,-0.23008309229372673,-0.14534344922246292
528.4086,-0.24247752766603037,-0.2902380159769946,-0.29322650622973745,-0.22913608188732412,-0.25462750345262897,-0.20974149329561628,-0.19499114573463497,-0.2394810524656867,-0.155137420797993
529.3729,-0.2518055070774891,-0.3003940096082517,-0.30420688130854323,-0.23924849379828286,-0.2648315968858942,-0.21949482969502823,-0.20588999474353836,-0.24941639367248228,-0.16550220859370893
530.3371,-0.26119439059188315,-0.3110506599971117,-0.31530810449996954,-0.24992728351303128,-0.2760329339437894,-0.22982666361303367,-0.21755532493164806,-0.25974979744567445,-0.1763600644058347
531.3013,-0.2707228005098209,-0.32235512582866266,-0.3266141916523328,-0.2612686290514937,-0.28829342451334666,-0.2408301948396693,-0.22986798778232465,-0.2703527834842361,-0.18753620301717808
532.2656,-0.2805333982638575,-0.3345444118929723,-0.3382113564969012,-0.2732478068821181,-0.3013638621482851,-0.2526399824434496,-0.24271963565761442,-0.28120343536735654,-0.198792078009783
533.2299,-0.29085676699905655,-0.34778523928715827,-0.3502166540257172,-0.28574910391286684,-0.3147840314510233,-0.2653001474245848,-0.2561295407136038,-0.29242611763628634,-0.2099319062217855
534.1941,-0.3019669223410595,-0.3620139508650486,-0.3627496207115754,-0.29868107789887355,-0.32815493051183237,-0.27869925597485157,-0.2702774634567335,-0.30423454111742726,-0.2209563154987073
535.1583,-0.3140796881410432,-0.3768652758593213,-0.37590366657992463,-0.31202757148994104,-0.3413852265783587,-0.29258938533967516,-0.2853809886470378,-0.31676634367730944,-0.23212035064360376
536.1226,-0.32722750666552214,-0.3918693639053717,-0.3897895720214774,-0.32586383475886294,-0.3547422324755425,-0.30673009935953877,-0.30154643081589444,-0.3300137396703553,-0.24387124694979728
537.0869,-0.34128937988466235,-0.4067526232154984,-0.40457490788644124,-0.34027514647855533,-0.36869904698578065,-0.32102726657924285,-0.3186584111651072,-0.34383847386606825,-0.25664410136385674
538.0511,-0.35606463071666933,-0.4216548457286375,-0.4205052344200853,-0.3553259271185548,-0.3836822146063399,-0.33561404856955757,-0.33643021931105266,-0.3581606662267835,-0.2706607875171052
539.0153,-0.37136579147165183,-0.43713220315544915,-0.437774638866938,-0.3711279200771006,-0.39990514686568945,-0.35080454958537327,-0.35458111712067497,-0.3730746705453804,-0.2858743913969457
539.9796,-0.38710589151331876,-0.4538726931903611,-0.45642537729923277,-0.3879337928822774,-0.41734538489029965,-0.36699070119643057,-0.3730508314552689,-0.38883655567596154,-0.30204825012198727
540.9438,-0.40185961984278473,-0.46977101257549797,-0.47375862670086094,-0.40363079788641637,-0.43350776524101675,-0.38230561278523717,-0.38981896265479127,-0.4039609782131386,-0.31717315338172797
541.9081,-0.41705330898524223,-0.4873422882888596,-0.4918291240338969,-0.4207885805646395,-0.4503954453368822,-0.3988147194702314,-0.40748716707812743,-0.4202135648030888,-0.3325947834111064
542.8723,-0.43288027398806506,-0.5062568496282591,-0.5102643990374712,-0.4393468990724612,-0.46793182126818245,-0.4163050692141995,-0.42643364490482716,-0.43747471832630264,-0.34826953982666803
543.8366,-0.449604420888958,-0.5260332145246418,-0.528817721625389,-0.4590202140313956,-0.48618444375530123,-0.4344126471285293,-0.4467689463049683,-0.45550894872756054,-0.3644477237097483
544.8008,-0.4674941645313957,-0.5462575762802989,-0.5475394304071898,-0.47955293287582207,-0.5053194040024803,-0.45286427567798254,-0.4682732839863923,-0.47412453019726775,-0.38162104274479336
545.7651,-0.4867309138975161,-0.5667861247311202,-0.5668510226134572,-0.5009826632311998,-0.5255052306110887,-0.47168890303011785,-0.49061246605564546,-0.4933029418164294,-0.40029979581975417
546.7293,-0.5073467237783381,-0.5878032047688447,-0.5874331329647288,-0.5236269806014059,-0.5468502136534936,-0.4912681791641294,-0.5135954652073442,-0.5132503145538585,-0.42080034731697635
