Created as New Dataset,Sample 021 By irlear Date Monday, April 27 2009
cm-1,%T
4000.00,97.31
3999.75,97.31
3999.50,97.31
3999.25,97.31
3999.00,97.30
3998.75,97.29
3998.50,97.28
3998.25,97.28
3998.00,97.28
3997.75,97.29
3997.50,97.29
3997.25,97.29
3997.00,97.29
3996.75,97.29
3996.50,97.30
3996.25,97.30
3996.00,97.30
3995.75,97.31
3995.50,97.31
3995.25,97.30
3995.00,97.30
3994.75,97.29
3994.50,97.28
3994.25,97.28
3994.00,97.28
3993.75,97.29
3993.50,97.29
3993.25,97.29
3993.00,97.30
3992.75,97.30
3992.50,97.30
3992.25,97.30
3992.00,97.30
3991.75,97.29
3991.50,97.29
3991.25,97.30
3991.00,97.30
3990.75,97.31
3990.50,97.31
3990.25,97.31
3990.00,97.31
3989.75,97.31
3989.50,97.31
3989.25,97.30
3989.00,97.29
3988.75,97.29
3988.50,97.29
3988.25,97.29
3988.00,97.30
3987.75,97.30
3987.50,97.30
3987.25,97.31
3987.00,97.31
3986.75,97.31
3986.50,97.31
3986.25,97.31
3986.00,97.32
3985.75,97.32
3985.50,97.31
3985.25,97.30
3985.00,97.30
3984.75,97.30
3984.50,97.30
3984.25,97.30
3984.00,97.31
3983.75,97.31
3983.50,97.32
3983.25,97.33
3983.00,97.33
3982.75,97.32
3982.50,97.31
3982.25,97.31
3982.00,97.31
3981.75,97.31
3981.50,97.31
3981.25,97.30
3981.00,97.30
3980.75,97.30
3980.50,97.31
3980.25,97.32
3980.00,97.32
3979.75,97.32
3979.50,97.32
3979.25,97.31
3979.00,97.30
3978.75,97.29
3978.50,97.28
3978.25,97.27
3978.00,97.28
3977.75,97.29
3977.50,97.30
3977.25,97.30
3977.00,97.30
3976.75,97.31
3976.50,97.32
3976.25,97.32
3976.00,97.33
3975.75,97.33
3975.50,97.32
3975.25,97.32
3975.00,97.31
3974.75,97.31
3974.50,97.31
3974.25,97.31
3974.00,97.31
3973.75,97.32
3973.50,97.32
3973.25,97.33
3973.00,97.33
3972.75,97.33
3972.50,97.33
3972.25,97.33
3972.00,97.33
3971.75,97.32
3971.50,97.32
3971.25,97.32
3971.00,97.32
3970.75,97.32
3970.50,97.32
3970.25,97.32
3970.00,97.33
3969.75,97.33
3969.50,97.33
3969.25,97.32
3969.00,97.32
3968.75,97.31
3968.50,97.31
3968.25,97.31
3968.00,97.32
3967.75,97.32
3967.50,97.32
3967.25,97.32
3967.00,97.32
3966.75,97.33
3966.50,97.33
3966.25,97.32
3966.00,97.32
3965.75,97.32
3965.50,97.32
3965.25,97.32
3965.00,97.33
3964.75,97.33
3964.50,97.33
3964.25,97.33
3964.00,97.34
3963.75,97.34
3963.50,97.34
3963.25,97.34
3963.00,97.34
3962.75,97.34
3962.50,97.35
3962.25,97.35
3962.00,97.34
3961.75,97.34
3961.50,97.33
3961.25,97.32
3961.00,97.31
3960.75,97.31
3960.50,97.32
3960.25,97.33
3960.00,97.33
3959.75,97.33
3959.50,97.32
3959.25,97.32
3959.00,97.32
3958.75,97.32
3958.50,97.32
3958.25,97.32
3958.00,97.32
3957.75,97.32
3957.50,97.33
3957.25,97.33
3957.00,97.34
3956.75,97.33
